locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFHIANLL_00001	CDS	2598				hypothetical protein
IFHIANLL_00002	CDS	930	aglI	2.4.1.-	COG0463	Glycosyltransferase AglI
IFHIANLL_00003	CDS	2274				hypothetical protein
IFHIANLL_00004	CDS	255				hypothetical protein
IFHIANLL_00005	CDS	1503				hypothetical protein
IFHIANLL_00006	CDS	657	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
IFHIANLL_00007	CDS	1038				hypothetical protein
IFHIANLL_00008	CDS	99				hypothetical protein
IFHIANLL_00009	CDS	1224				hypothetical protein
IFHIANLL_00010	CDS	1347				hypothetical protein
IFHIANLL_00011	CDS	714				hypothetical protein
IFHIANLL_00012	CDS	696				hypothetical protein
IFHIANLL_00013	CDS	150				hypothetical protein
IFHIANLL_00014	CDS	387	vapC_1	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
IFHIANLL_00015	CDS	381				hypothetical protein
IFHIANLL_00016	CDS	1287			COG1915	putative protein
IFHIANLL_00017	CDS	945				hypothetical protein
IFHIANLL_00018	CDS	849	cruF	4.2.1.161		Bisanhydrobacterioruberin hydratase
IFHIANLL_00019	CDS	897	lye	2.5.1.-	COG0382	Lycopene elongase
IFHIANLL_00020	CDS	1515	crtD_1	1.3.99.37		Carotenoid 3,4-desaturase
IFHIANLL_00021	CDS	1212				hypothetical protein
IFHIANLL_00022	CDS	1794				hypothetical protein
IFHIANLL_00023	CDS	510				hypothetical protein
IFHIANLL_00024	CDS	768				hypothetical protein
IFHIANLL_00025	CDS	138				hypothetical protein
IFHIANLL_00026	CDS	123				hypothetical protein
IFHIANLL_00027	CDS	2445	dinG_1	3.1.-.-		3'-5' exonuclease DinG
IFHIANLL_00028	CDS	264				hypothetical protein
IFHIANLL_00029	CDS	1296	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
IFHIANLL_00030	CDS	894	folD		COG0190	Bifunctional protein FolD protein
IFHIANLL_00031	CDS	531				hypothetical protein
IFHIANLL_00032	CDS	957	fgd_1	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
IFHIANLL_00033	CDS	717				hypothetical protein
IFHIANLL_00034	CDS	402				hypothetical protein
IFHIANLL_00035	CDS	1401				hypothetical protein
IFHIANLL_00036	CDS	333				hypothetical protein
IFHIANLL_00037	CDS	2211				hypothetical protein
IFHIANLL_00038	CDS	282				hypothetical protein
IFHIANLL_00039	CDS	582	atpE		COG1390	V-type ATP synthase subunit E
IFHIANLL_00040	CDS	1053	atpC			V-type ATP synthase subunit C
IFHIANLL_00041	CDS	327	atpF		COG1436	V-type ATP synthase subunit F
IFHIANLL_00042	CDS	1758	atpA	7.1.2.2	COG1155	V-type ATP synthase alpha chain
IFHIANLL_00043	CDS	1443	atpB		COG1156	V-type ATP synthase beta chain
IFHIANLL_00044	CDS	702	atpD		COG1394	V-type ATP synthase subunit D
IFHIANLL_00045	CDS	1065	idsA	2.5.1.-	COG0142	Short chain isoprenyl diphosphate synthase
IFHIANLL_00046	CDS	660	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
IFHIANLL_00047	CDS	1356				hypothetical protein
IFHIANLL_00048	CDS	447				hypothetical protein
IFHIANLL_00049	CDS	771				hypothetical protein
IFHIANLL_00050	CDS	1497				hypothetical protein
IFHIANLL_00051	CDS	639				hypothetical protein
IFHIANLL_00052	CDS	969	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
IFHIANLL_00053	CDS	543				hypothetical protein
IFHIANLL_00054	CDS	1599		6.2.1.40	COG0318	4-hydroxybutyrate--CoA ligase 2
IFHIANLL_00055	CDS	501	tgtA_1	2.4.2.48	COG0343	tRNA-guanine(15) transglycosylase
IFHIANLL_00056	CDS	177				hypothetical protein
IFHIANLL_00057	CDS	498				hypothetical protein
IFHIANLL_00058	CDS	1185	malK_1	7.5.2.1		Trehalose/maltose import ATP-binding protein MalK
IFHIANLL_00059	CDS	840	malG_1			Trehalose/maltose transport system permease protein MalG
IFHIANLL_00060	CDS	942	malF_1			Trehalose/maltose transport system permease protein MalF
IFHIANLL_00061	CDS	1419				hypothetical protein
IFHIANLL_00062	CDS	1260		5.1.3.11		Cellobiose 2-epimerase
IFHIANLL_00063	CDS	1308				hypothetical protein
IFHIANLL_00064	CDS	918	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
IFHIANLL_00065	CDS	765	dapB	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
