	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_070665_NC_070665_1	NC_070665	NC_070665	1	90	551	1	D										Phage terminase, small subunit [PF05119.15]	0
NC_070665_NC_070665_2	NC_070665	NC_070665	2	592	1281	1	D										Terminase large subunit, ATPase domain [PF03354.18]	0
NC_070665_NC_070665_3	NC_070665	NC_070665	3	1454	2473	1	D										Terminase large subunit, endonuclease domain [PF20441.1]	0
NC_070665_NC_070665_4	NC_070665	NC_070665	4	2674	3834	1	D										Phage portal protein [PF04860.15]	0
NC_070665_NC_070665_5	NC_070665	NC_070665	5	3821	4489	1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	MER0026285	S14	MER0026285 - family S14 non-peptidase homologues () [S14.UNW]#S14#{peptidase unit: 38-176}~source Q9XJA0~	False	271.0	4.549e-81	0.922	Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]	0
NC_070665_NC_070665_6	NC_070665	NC_070665	6	4504	5697	1	D										Phage capsid family [PF05065.16]	0
NC_070665_NC_070665_7	NC_070665	NC_070665	7	5712	6026	1	D										Phage gp6-like head-tail connector protein [PF05135.16]	0
NC_070665_NC_070665_8	NC_070665	NC_070665	8	6026	6376	1	E											0
NC_070665_NC_070665_9	NC_070665	NC_070665	9	6383	6805	1	E											0
NC_070665_NC_070665_10	NC_070665	NC_070665	10	6810	7181	1	D										Protein of unknown function (DUF806) [PF05657.14]	0
NC_070665_NC_070665_11	NC_070665	NC_070665	11	7204	7812	1	D										Phage tail tube protein [PF04630.15]	0
NC_070665_NC_070665_12	NC_070665	NC_070665	12	7885	8238	1	D										Phage tail assembly chaperone proteins, TAC [PF06896.14]	0
NC_070665_NC_070665_13	NC_070665	NC_070665	13	8457	13238	1	D										Tape measure protein [PF20155.2]	0
NC_070665_NC_070665_14	NC_070665	NC_070665	14	13244	14794	1	D										Phage tail protein [PF05709.14]	0
NC_070665_NC_070665_15	NC_070665	NC_070665	15	14794	17505	1	D										Prophage endopeptidase tail [PF06605.14]	0
NC_070665_NC_070665_16	NC_070665	NC_070665	16	17505	19559	1	D										Siphovirus protein of unknown function (DUF859) [PF05895.15]	0
NC_070665_NC_070665_17	NC_070665	NC_070665	17	19580	20008	1	D										Protein of unknown function (DUF1366) [PF07104.14]	0
NC_070665_NC_070665_18	NC_070665	NC_070665	18	19962	20180	1	E											0
NC_070665_NC_070665_19	NC_070665	NC_070665	19	20198	20521	1	E											0
NC_070665_NC_070665_20	NC_070665	NC_070665	20	20529	20771	1	D										Bacteriophage holin [PF04531.16]	0
NC_070665_NC_070665_21	NC_070665	NC_070665	21	20773	21618	1	D										Bacteriophage peptidoglycan hydrolase [PF05382.16]; Target recognition domain of lytic exoenzyme [PF16775.8]	0
NC_070665_NC_070665_22	NC_070665	NC_070665	22	21652	21774	-1	E											0
NC_070665_NC_070665_23	NC_070665	NC_070665	23	22228	22317	-1	E											0
NC_070665_NC_070665_24	NC_070665	NC_070665	24	22416	22643	1	D										Protein of unknown function (DUF739) [PF05339.14]; Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13744.9]	0
NC_070665_NC_070665_25	NC_070665	NC_070665	25	22661	23605	1	E											0
NC_070665_NC_070665_26	NC_070665	NC_070665	26	23598	24137	1	D										ORF6C domain [PF10552.12]	0
NC_070665_NC_070665_27	NC_070665	NC_070665	27	24261	24470	1	D										Protein of unknown function (DUF739) [PF05339.14]	0
NC_070665_NC_070665_28	NC_070665	NC_070665	28	24885	25199	1	E											0
NC_070665_NC_070665_29	NC_070665	NC_070665	29	25171	25743	1	D										NUMOD4 motif [PF07463.14]; HNH endonuclease [PF13392.9]; NUMOD1 domain [PF07453.16]	0
NC_070665_NC_070665_30	NC_070665	NC_070665	30	25763	26464	1	D										AAA domain [PF13479.9]	0
NC_070665_NC_070665_31	NC_070665	NC_070665	31	26439	27770	1	D										Helicase conserved C-terminal domain [PF00271.34]; Type III restriction enzyme, res subunit [PF04851.18]; AAA domain [PF13604.9]; ERCC3/RAD25/XPB C-terminal helicase [PF16203.8]	0
NC_070665_NC_070665_32	NC_070665	NC_070665	32	27777	28232	1	D										Protein of unknown function (DUF669) [PF05037.16]	0
NC_070665_NC_070665_33	NC_070665	NC_070665	33	28241	29050	1	D										Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]; Primase C terminal 1 (PriCT-1) [PF08708.14]	0
NC_070665_NC_070665_34	NC_070665	NC_070665	34	29037	30551	1	C	K06919	putative DNA primase/helicase								Family of unknown function (DUF5906) [PF19263.2]; Poxvirus D5 protein-like [PF03288.19]	0
NC_070665_NC_070665_35	NC_070665	NC_070665	35	30804	31127	1	D										VRR-NUC domain [PF08774.14]	0
NC_070665_NC_070665_36	NC_070665	NC_070665	36	31132	31356	1	E											0
NC_070665_NC_070665_37	NC_070665	NC_070665	37	31374	31496	1	E											0
NC_070665_NC_070665_38	NC_070665	NC_070665	38	31497	31997	1	D										Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Cro/C1-type HTH DNA-binding domain [PF13443.9]	0
NC_070665_NC_070665_39	NC_070665	NC_070665	39	31972	32274	1	D										Protein of unknown function (DUF1372) [PF07116.14]	0
NC_070665_NC_070665_40	NC_070665	NC_070665	40	32271	32978	1	D										Protein of unknown function (DUF1340) [PF07067.14]	0
