	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000382.1_1	QGNH01000382.1	QGNH01000382.1	1	3	236	-1	E											0	False	F
QGNH01000382.1_2	QGNH01000382.1	QGNH01000382.1	2	238	588	-1	E											0	False	F
QGNH01000382.1_3	QGNH01000382.1	QGNH01000382.1	3	585	875	-1	E											0	False	F
QGNH01000382.1_4	QGNH01000382.1	QGNH01000382.1	4	889	1470	-1	E											0	False	F
QGNH01000382.1_5	QGNH01000382.1	QGNH01000382.1	5	1473	2186	-1	E											0	False	F
QGNH01000382.1_6	QGNH01000382.1	QGNH01000382.1	6	2201	2578	-1	E											0	False	F
QGNH01000382.1_7	QGNH01000382.1	QGNH01000382.1	7	2544	3119	-1	E											0	False	F
QGNH01000382.1_8	QGNH01000382.1	QGNH01000382.1	8	3124	3723	-1	E											0	False	F
QGNH01000382.1_9	QGNH01000382.1	QGNH01000382.1	9	3768	4259	-1	E											0	False	F
QGNH01000382.1_10	QGNH01000382.1	QGNH01000382.1	10	4259	5176	-1	E											0	False	F
QGNH01000382.1_11	QGNH01000382.1	QGNH01000382.1	11	5163	5576	-1	E											0	False	F
QGNH01000382.1_12	QGNH01000382.1	QGNH01000382.1	12	5563	5754	-1	E											0	False	F
QGNH01000382.1_13	QGNH01000382.1	QGNH01000382.1	13	5751	6077	-1	E											0	False	F
QGNH01000382.1_14	QGNH01000382.1	QGNH01000382.1	14	6074	8020	-1	E											0	False	F
QGNH01000382.1_15	QGNH01000382.1	QGNH01000382.1	15	8110	8403	-1	E											0	False	F
QGNH01000382.1_16	QGNH01000382.1	QGNH01000382.1	16	8447	9424	-1	D	YP_010095428.1	YP_010095428.1 P63C domain-containing protein [Gordonia phage Petra]	False	178.0	9.345e-48	0.35	P63C domain [PF10546.12]	VOG09565	REFSEQ P63C domain-containing protein; Xu	Xu	0	False	F
QGNH01000382.1_17	QGNH01000382.1	QGNH01000382.1	17	9713	10198	-1	E											0	False	F
