	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000509.1_1	QGNH01000509.1	QGNH01000509.1	1	115	984	-1	D			YP_010649600.1	YP_010649600.1 exonuclease [Arthrobacter phage Sarge]	False	0.533	204.0	3.122e-57	YqaJ-like viral recombinase domain [PF09588.13]								0	False	F
QGNH01000509.1_2	QGNH01000509.1	QGNH01000509.1	2	987	2099	-1	E			YP_009221481.1	YP_009221481.1 hypothetical protein AWJ26_gp10 (endogenous virus) [Sinorhizobium phage phiLM21]	False	0.237	111.0	1.067e-24						VOG09490	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000509.1_3	QGNH01000509.1	QGNH01000509.1	3	2092	2367	-1	E																	0	False	F
QGNH01000509.1_4	QGNH01000509.1	QGNH01000509.1	4	2412	2885	-1	E																	0	False	F
QGNH01000509.1_5	QGNH01000509.1	QGNH01000509.1	5	2891	3109	-1	E																	0	False	F
QGNH01000509.1_6	QGNH01000509.1	QGNH01000509.1	6	3387	3656	-1	D			YP_010662557.1	YP_010662557.1 UPF0335 protein [Rhizobium phage RL38J1]	False	0.562	89.0	7.325e-21	Uncharacterized protein conserved in bacteria (DUF2312) [PF10073.12]					VOG02322	sp|B9JS29|Y3695_AGRVS UPF0335 protein Avi_3695; Xu	Xu	0	False	F
QGNH01000509.1_7	QGNH01000509.1	QGNH01000509.1	7	3653	3865	-1	E																	0	False	F
QGNH01000509.1_8	QGNH01000509.1	QGNH01000509.1	8	3862	5187	-1	D			YP_009792716.1	YP_009792716.1 DNA methyltransferase [Bordetella phage vB_BbrM_PHB04]	False	0.327	222.0	5.681e-61	DNA methylase [PF01555.21]					VOG01567	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01000509.1_9	QGNH01000509.1	QGNH01000509.1	9	5466	5768	-1	E																	0	False	
QGNH01000509.1_10	QGNH01000509.1	QGNH01000509.1	10	5765	6019	-1	E																	0	False	
QGNH01000509.1_11	QGNH01000509.1	QGNH01000509.1	11	6207	6434	-1	D			YP_009222799.1	YP_009222799.1 transcriptional repressor [Pseudomonas phage PS-1]	False	0.496	60.0	4.468e-11	Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT [PF15943.8]								0	False	
QGNH01000509.1_12	QGNH01000509.1	QGNH01000509.1	12	6532	6849	1	E																	0	False	
QGNH01000509.1_13	QGNH01000509.1	QGNH01000509.1	13	6846	7100	1	E																	0	False	
QGNH01000509.1_14	QGNH01000509.1	QGNH01000509.1	14	7097	7366	1	E																	0	False	
QGNH01000509.1_15	QGNH01000509.1	QGNH01000509.1	15	7363	7527	1	E																	0	False	
QGNH01000509.1_16	QGNH01000509.1	QGNH01000509.1	16	7524	7694	1	E																	0	False	
QGNH01000509.1_17	QGNH01000509.1	QGNH01000509.1	17	7943	8062	1	E																	0	False	
QGNH01000509.1_18	QGNH01000509.1	QGNH01000509.1	18	8282	8470	1	D									IrrE N-terminal-like domain [PF06114.16]								0	False	
QGNH01000509.1_19	QGNH01000509.1	QGNH01000509.1	19	8463	9170	1	E			YP_009301125.1	YP_009301125.1 endonuclease [Gordonia phage Yvonnetastic]	False	0.394	117.0	5.526e-28						VOG28033	REFSEQ endonuclease; Xu	Xu	0	False	
QGNH01000509.1_20	QGNH01000509.1	QGNH01000509.1	20	9241	9789	1	D			YP_009099615.1	YP_009099615.1 DUF1643 domain-containing protein [Rhizobium phage vB_RleM_PPF1]	False	0.481	159.0	2.221e-43	Protein of unknown function (DUF1643) [PF07799.15]					VOG13506	REFSEQ DUF1643 domain-containing protein; Xu	Xu	0	False	
QGNH01000509.1_21	QGNH01000509.1	QGNH01000509.1	21	9817	10062	1	E																	0	False	
QGNH01000509.1_22	QGNH01000509.1	QGNH01000509.1	22	10064	10402	1	E																	0	False	
QGNH01000509.1_23	QGNH01000509.1	QGNH01000509.1	23	10651	10839	1	E																	0	False	
QGNH01000509.1_24	QGNH01000509.1	QGNH01000509.1	24	10836	11162	1	E																	0	False	
QGNH01000509.1_25	QGNH01000509.1	QGNH01000509.1	25	11316	11585	1	E																	0	False	
QGNH01000509.1_26	QGNH01000509.1	QGNH01000509.1	26	11588	11851	1	E																	0	False	
QGNH01000509.1_27	QGNH01000509.1	QGNH01000509.1	27	12133	12318	1	E																	0	False	
