	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_019450_1	NC_019450	NC_019450	1	344	997	1	E			YP_007002527.1	YP_007002527.1 HNH endonuclease [Pseudomonas phage JG004]	True	1.0	471	7.49e-151									VOG00118	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
NC_019450_2	NC_019450	NC_019450	2	1517	1675	1	E			YP_010764586.1	YP_010764586.1 hypothetical protein QE343_gp085 [Pseudomonas phage YS35]	False	0.909	101	6.378e-26									VOG15346	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019450_3	NC_019450	NC_019450	3	1730	1996	-1	E			YP_010762994.1	YP_010762994.1 hypothetical protein QE328_gp005 [Pseudomonas phage vB_PaM_EPA1]	False	1.0	192	1.258e-56									VOG02263	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019450_4	NC_019450	NC_019450	4	1996	2400	-1	E			YP_009287466.1	YP_009287466.1 hypothetical protein BIZ94_gp129 [Pseudomonas phage vB_PaeM_MAG1]	False	0.996	284	6.744999999999999e-88									VOG14075	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019450_5	NC_019450	NC_019450	5	2390	2806	-1	E			YP_009287465.1	YP_009287465.1 hypothetical protein BIZ94_gp130 [Pseudomonas phage vB_PaeM_MAG1]	False	0.981	288	4.773e-89									VOG14077	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019450_6	NC_019450	NC_019450	6	2829	3530	-1	E			YP_007002521.1	YP_007002521.1 hypothetical protein PJG4_007 [Pseudomonas phage JG004]	True	0.975	481	4.402e-154									VOG14076	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019450_7	NC_019450	NC_019450	7	3533	3811	-1	E			YP_007002520.1	YP_007002520.1 hypothetical protein PJG4_008 [Pseudomonas phage JG004]	False	0.942	184	6.237e-54									VOG14078	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019450_8	NC_019450	NC_019450	8	3799	4110	-1	E			YP_009287462.1	YP_009287462.1 hypothetical protein BIZ94_gp133 [Pseudomonas phage vB_PaeM_MAG1]	False	0.95	208	6.178e-62									VOG14079	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019450_9	NC_019450	NC_019450	9	4110	4472	-1	E			YP_007002518.1	YP_007002518.1 hypothetical protein PJG4_010 [Pseudomonas phage JG004]	False	1.0	268	1.967e-82									VOG01414	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019450_10	NC_019450	NC_019450	10	4528	4743	-1	E			YP_010762907.1	YP_010762907.1 hypothetical protein QE327_gp063 [Pseudomonas phage Henu5]	False	0.982	149	2.7150000000000006e-42									VOG14080	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019450_11	NC_019450	NC_019450	11	4740	5081	-1	E			YP_008859346.1	YP_008859346.1 hypothetical protein PAK_P400135 [Pseudomonas phage PAK_P4]	False	0.958	230	2.074e-69									VOG14082	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019450_12	NC_019450	NC_019450	12	5083	5586	-1	E			YP_007002516.1	YP_007002516.1 hypothetical protein PJG4_012 [Pseudomonas phage JG004]	False	0.98	347	5.262e-109									VOG14081	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_019450_13	NC_019450	NC_019450	13	5573	5941	-1	E			YP_009598000.1	YP_009598000.1 hypothetical protein FDH20_gp075 [Pseudomonas phage PA10]	False	1.0	272	9.216000000000001e-84									VOG14083	REFSEQ hypothetical protein; Xu	Xu	0	False	
