	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
MZ334525.1_1	MZ334525	MZ334525.1	1	755	1321	1	E			YP_010357739.1	YP_010357739.1 hypothetical protein M1M34_gp002 [Haloarcula tailed virus 2]	True	0.987	394.0	9.713e-125		VOG04971	REFSEQ hypothetical protein; Xu	Xu	0	False	TF
MZ334525.1_2	MZ334525	MZ334525.1	2	1746	2378	1	E			YP_010357741.1	YP_010357741.1 hypothetical protein M1M34_gp004 [Haloarcula tailed virus 2]	True	0.96	426.0	1.615e-135					0	False	TF
MZ334525.1_3	MZ334525	MZ334525.1	3	2378	4186	1	E			YP_010357742.1	YP_010357742.1 terminase large subunit [Haloarcula tailed virus 2]	True	0.98	1245.0	0.0					0	False	TF
MZ334525.1_4	MZ334525	MZ334525.1	4	4325	4753	1	E			YP_010357743.1	YP_010357743.1 hypothetical protein M1M34_gp006 [Haloarcula tailed virus 2]	False	0.919	275.0	1.414e-84		VOG14631	REFSEQ hypothetical protein; Xu	Xu	0	False	TF
MZ334525.1_5	MZ334525	MZ334525.1	5	4753	5964	1	E			YP_010357744.1	YP_010357744.1 hypothetical protein M1M34_gp007 [Haloarcula tailed virus 2]	True	0.946	802.0	6.696999999999999e-262					0	False	TF
MZ334525.1_6	MZ334525	MZ334525.1	6	5961	6311	1	E			YP_010357745.1	YP_010357745.1 phage BppU N-terminal domain [Haloarcula tailed virus 2]	False	0.947	233.0	1.916e-70					0	False	T
MZ334525.1_7	MZ334525	MZ334525.1	7	6314	8023	1	C	K09961	uncharacterized protein	YP_010357746.1	YP_010357746.1 portal protein [Haloarcula tailed virus 2]	True	0.959	1149.0	0.0	Protein of unknown function (DUF1073) [PF06381.14]	VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	T
MZ334525.1_8	MZ334525	MZ334525.1	8	8023	8508	1	E			YP_010357747.1	YP_010357747.1 hypothetical protein M1M34_gp010 [Haloarcula tailed virus 2]	False	0.955	325.0	1.364e-101					0	False	T
MZ334525.1_9	MZ334525	MZ334525.1	9	8508	10073	1	D			YP_010357748.1	YP_010357748.1 prohead protease [Haloarcula tailed virus 2]	True	0.944	1034.0	0.0	Uncharacterized protein conserved in bacteria (DUF2213) [PF09979.12]	VOG02460	sp|P44180|Y1405_HAEIN Uncharacterized protein HI_1405; Xu	Xu	0	False	T
MZ334525.1_10	MZ334525	MZ334525.1	10	10088	10651	1	E			YP_010357749.1	YP_010357749.1 hypothetical protein M1M34_gp012 [Haloarcula tailed virus 2]	True	0.935	369.0	3.968e-116					0	False	T
MZ334525.1_11	MZ334525	MZ334525.1	11	10675	11745	1	E			YP_010357750.1	YP_010357750.1 hypothetical protein M1M34_gp013 [Haloarcula tailed virus 2]	True	0.968	727.0	5.43e-237					0	False	T
MZ334525.1_12	MZ334525	MZ334525.1	12	11755	11970	1	E			YP_010357751.1	YP_010357751.1 hypothetical protein M1M34_gp014 [Haloarcula tailed virus 2]	False	0.908	137.0	4.976e-38					0	False	T
MZ334525.1_13	MZ334525	MZ334525.1	13	11972	12421	1	E			YP_010357752.1	YP_010357752.1 hypothetical protein M1M34_gp015 [Haloarcula tailed virus 2]	False	0.952	300.0	4.553e-93					0	False	T
MZ334525.1_14	MZ334525	MZ334525.1	14	12424	12789	1	E			YP_010357753.1	YP_010357753.1 SPP1 gp16-like head completion protein [Haloarcula tailed virus 2]	False	0.964	248.0	2.048e-75					0	False	T
MZ334525.1_15	MZ334525	MZ334525.1	15	12786	13331	1	E			YP_010357754.1	YP_010357754.1 Mu gpG-like protein [Haloarcula tailed virus 2]	True	0.938	358.0	1.494e-112					0	False	T
MZ334525.1_16	MZ334525	MZ334525.1	16	13332	13883	1	E			YP_010357755.1	YP_010357755.1 hypothetical protein M1M34_gp018 [Haloarcula tailed virus 2]	True	0.949	367.0	1.589e-115					0	False	T
MZ334525.1_17	MZ334525	MZ334525.1	17	13896	15209	1	E			YP_010357756.1	YP_010357756.1 tail sheath [Haloarcula tailed virus 2]	True	0.912	834.0	2.6920000000000003e-272		VOG01001	sp|P85225|VPN1_BPPHE Putative tail sheath protein; Xs	Xs	0	False	VT
MZ334525.1_18	MZ334525	MZ334525.1	18	15222	15665	1	E			YP_010357757.1	YP_010357757.1 tail tube [Haloarcula tailed virus 2]	False	0.923	286.0	2.601e-88					0	False	T
MZ334525.1_19	MZ334525	MZ334525.1	19	15886	16500	1	E			YP_010357759.1	YP_010357759.1 tail assembly chaperone [Haloarcula tailed virus 2]	True	0.922	396.0	4.289e-125					0	False	T
MZ334525.1_20	MZ334525	MZ334525.1	20	16854	18446	1	E			YP_010357760.1	YP_010357760.1 tail tape measure protein [Haloarcula tailed virus 2]	True	0.867	955.0	2.742e-312					0	False	T
MZ334525.1_21	MZ334525	MZ334525.1	21	18446	18931	1	E			YP_010357761.1	YP_010357761.1 hypothetical protein M1M34_gp024 [Haloarcula tailed virus 2]	False	0.935	318.0	5.483e-99					0	False	T
MZ334525.1_22	MZ334525	MZ334525.1	22	18931	20589	1	E			YP_010357762.1	YP_010357762.1 baseplate hub [Haloarcula tailed virus 2]	True	0.958	1113.0	0.0					0	False	T
MZ334525.1_23	MZ334525	MZ334525.1	23	20600	21517	1	E			YP_010357763.1	YP_010357763.1 baseplate assembly protein V [Haloarcula tailed virus 2]	True	0.943	606.0	7.109e-196					0	False	T
MZ334525.1_24	MZ334525	MZ334525.1	24	21544	21879	1	E			YP_010357764.1	YP_010357764.1 T4 gp25-like baseplate wedge protein [Haloarcula tailed virus 2]	False	0.899	211.0	9.981e-63					0	False	T
MZ334525.1_25	MZ334525	MZ334525.1	25	21880	23700	1	D			YP_010357765.1	YP_010357765.1 baseplate J-like protein [Haloarcula tailed virus 2]	True	0.913	1157.0	0.0	Baseplate J-like protein [PF04865.17]	VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xh;Xs	0	False	VT
MZ334525.1_26	MZ334525	MZ334525.1	26	23704	24918	1	E			YP_010357766.1	YP_010357766.1 lectin domain-containing protein [Haloarcula tailed virus 2]	True	0.949	807.0	1.6e-263					0	False	T
MZ334525.1_27	MZ334525	MZ334525.1	27	24988	26439	1	E			YP_010357767.1	YP_010357767.1 hypothetical protein M1M34_gp030 [Haloarcula tailed virus 2]	True	0.948	963.0	3.07e-316					0	False	T
MZ334525.1_28	MZ334525	MZ334525.1	28	26474	26623	1	E			YP_010357768.1	YP_010357768.1 hypothetical protein M1M34_gp031 [Haloarcula tailed virus 2]	False	0.938	99.0	3.663e-25					0	False	T
MZ334525.1_29	MZ334525	MZ334525.1	29	26623	27204	1	E			YP_010357769.1	YP_010357769.1 hypothetical protein M1M34_gp032 [Haloarcula tailed virus 2]	True	1.0	418.0	3.948e-133		VOG01682	REFSEQ hypothetical protein; Xu	Xu	0	False	T
MZ334525.1_30	MZ334525	MZ334525.1	30	27276	27548	1	E			YP_010357770.1	YP_010357770.1 hypothetical protein M1M34_gp033 [Haloarcula tailed virus 2]	False	0.917	175.0	8.154999999999999e-51					0	False	T
MZ334525.1_31	MZ334525	MZ334525.1	31	27630	28568	1	E			YP_010357771.1	YP_010357771.1 PD-(D/E)XK nuclease [Haloarcula tailed virus 2]	True	0.994	657.0	1.584e-213		VOG01274	REFSEQ exonuclease; Xu	Xu	0	False	T
MZ334525.1_32	MZ334525	MZ334525.1	32	28565	28876	1	E			YP_010357772.1	YP_010357772.1 hypothetical protein M1M34_gp035 [Haloarcula tailed virus 2]	False	1.0	227.0	1.1609999999999999e-68					0	False	T
MZ334525.1_33	MZ334525	MZ334525.1	33	29090	29428	-1	E			YP_010357774.1	YP_010357774.1 hypothetical protein M1M34_gp037 [Haloarcula tailed virus 2]	False	0.991	237.0	9.180000000000001e-72					0	False	T
MZ334525.1_34	MZ334525	MZ334525.1	34	29450	29614	-1	E			YP_010357775.1	YP_010357775.1 hypothetical protein M1M34_gp038 [Haloarcula tailed virus 2]	False	0.976	113.0	3.793e-30					0	False	T
MZ334525.1_35	MZ334525	MZ334525.1	35	29614	29826	-1	E			YP_010357776.1	YP_010357776.1 hypothetical protein M1M34_gp039 [Haloarcula tailed virus 2]	False	1.0	152.0	3.863e-43					0	False	T
MZ334525.1_36	MZ334525	MZ334525.1	36	29864	30415	-1	C	K03552	holliday junction resolvase Hjr [EC:3.1.21.10]	YP_010357777.1	YP_010357777.1 Holliday junction resolvase [Haloarcula tailed virus 2]	True	1.0	391.0	6.9610000000000006e-124		VOG05761	sp|Q98VP9|HJC_SIRV1 Holliday junction resolvase; Xr	Xr	0	False	VT
MZ334525.1_37	MZ334525	MZ334525.1	37	30418	30759	-1	E			YP_010357778.1	YP_010357778.1 hypothetical protein M1M34_gp041 [Haloarcula tailed virus 2]	False	0.973	234.0	8.802e-71					0	False	T
MZ334525.1_38	MZ334525	MZ334525.1	38	30797	31156	-1	E			YP_010357779.1	YP_010357779.1 hypothetical protein M1M34_gp042 [Haloarcula tailed virus 2]	False	0.965	244.0	3.1910000000000002e-74					0	False	T
MZ334525.1_39	MZ334525	MZ334525.1	39	31177	31689	-1	E			YP_010357780.1	YP_010357780.1 Holliday junction resolvase [Haloarcula tailed virus 2]	True	0.986	356.0	5.868e-112					0	False	T
MZ334525.1_40	MZ334525	MZ334525.1	40	31919	32269	-1	E			YP_010357782.1	YP_010357782.1 hypothetical protein M1M34_gp045 [Haloarcula tailed virus 2]	False	0.903	221.0	3.437e-66					0	False	T
MZ334525.1_41	MZ334525	MZ334525.1	41	32499	35228	-1	D			YP_010357783.1	YP_010357783.1 DNA polymerase elongation subunit family B [Haloarcula tailed virus 2]	True	1.0	1927.0	0.0	DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]	VOG00345	sp|Q38087|DPOL_BPR69 DNA-directed DNA polymerase; XhXr	Xh;Xr	0	False	VT
MZ334525.1_42	MZ334525	MZ334525.1	42	35349	35693	-1	D			YP_010357784.1	YP_010357784.1 T5orf172 domain protein [Haloarcula tailed virus 2]	False	0.999	243.0	6.454e-74	Meiotically up-regulated gene 113 [PF13455.9]; T5orf172 domain [PF10544.12]				0	False	T
MZ334525.1_43	MZ334525	MZ334525.1	43	35836	36012	-1	E			YP_010357785.1	YP_010357785.1 hypothetical protein M1M34_gp048 [Haloarcula tailed virus 2]	False	0.933	116.0	6.9520000000000005e-31					0	False	T
MZ334525.1_44	MZ334525	MZ334525.1	44	36140	36280	-1	E			YP_010357786.1	YP_010357786.1 hypothetical protein M1M34_gp049 [Haloarcula tailed virus 2]	False	0.879	87.0	5.898e-21					0	False	T
MZ334525.1_45	MZ334525	MZ334525.1	45	36280	36531	-1	E			YP_010357787.1	YP_010357787.1 hypothetical protein M1M34_gp050 [Haloarcula tailed virus 2]	False	0.855	149.0	4.936000000000001e-42					0	False	T
