locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBCEKKEG_00001	CDS	567				hypothetical protein
CBCEKKEG_00002	CDS	777				hypothetical protein
CBCEKKEG_00003	CDS	264				hypothetical protein
CBCEKKEG_00004	CDS	108				hypothetical protein
CBCEKKEG_00005	CDS	195				hypothetical protein
CBCEKKEG_00006	tRNA	72				tRNA-Pro(tgg)
CBCEKKEG_00007	CDS	1692				hypothetical protein
CBCEKKEG_00008	CDS	1440				hypothetical protein
CBCEKKEG_00009	CDS	291				hypothetical protein
CBCEKKEG_00010	CDS	765				hypothetical protein
CBCEKKEG_00011	CDS	429				hypothetical protein
CBCEKKEG_00012	CDS	516				hypothetical protein
CBCEKKEG_00013	CDS	957				hypothetical protein
CBCEKKEG_00014	CDS	444				hypothetical protein
CBCEKKEG_00015	CDS	339				hypothetical protein
CBCEKKEG_00016	CDS	3117				hypothetical protein
CBCEKKEG_00017	CDS	222				hypothetical protein
CBCEKKEG_00018	CDS	510				hypothetical protein
CBCEKKEG_00019	CDS	1293				hypothetical protein
CBCEKKEG_00020	CDS	546				hypothetical protein
CBCEKKEG_00021	CDS	471				hypothetical protein
CBCEKKEG_00022	CDS	363				hypothetical protein
CBCEKKEG_00023	CDS	1818				hypothetical protein
CBCEKKEG_00024	CDS	531				hypothetical protein
CBCEKKEG_00025	CDS	1443				hypothetical protein
CBCEKKEG_00026	CDS	438				hypothetical protein
CBCEKKEG_00027	CDS	372				hypothetical protein
CBCEKKEG_00028	CDS	327				hypothetical protein
CBCEKKEG_00029	CDS	1236				hypothetical protein
CBCEKKEG_00030	CDS	651				hypothetical protein
CBCEKKEG_00031	CDS	1410				hypothetical protein
CBCEKKEG_00032	CDS	1206				hypothetical protein
CBCEKKEG_00033	CDS	384				hypothetical protein
CBCEKKEG_00034	CDS	492				hypothetical protein
CBCEKKEG_00035	CDS	837				hypothetical protein
CBCEKKEG_00036	CDS	126				hypothetical protein
CBCEKKEG_00037	CDS	2418				hypothetical protein
CBCEKKEG_00038	CDS	1041				hypothetical protein
CBCEKKEG_00039	CDS	3867				hypothetical protein
CBCEKKEG_00040	CDS	189				hypothetical protein
CBCEKKEG_00041	CDS	1194				hypothetical protein
CBCEKKEG_00042	CDS	459				hypothetical protein
CBCEKKEG_00043	CDS	441				hypothetical protein
CBCEKKEG_00044	CDS	1362				hypothetical protein
CBCEKKEG_00045	CDS	213				hypothetical protein
CBCEKKEG_00046	CDS	192				hypothetical protein
CBCEKKEG_00047	CDS	429				hypothetical protein
CBCEKKEG_00048	CDS	558				hypothetical protein
CBCEKKEG_00049	CDS	705				hypothetical protein
CBCEKKEG_00050	CDS	168				hypothetical protein
CBCEKKEG_00051	CDS	2565				hypothetical protein
CBCEKKEG_00052	CDS	474				hypothetical protein
CBCEKKEG_00053	CDS	915				hypothetical protein
CBCEKKEG_00054	CDS	174				hypothetical protein
CBCEKKEG_00055	CDS	120				hypothetical protein
CBCEKKEG_00056	CDS	201				hypothetical protein
CBCEKKEG_00057	CDS	1017				hypothetical protein
