	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
KC292029_KC292029.1_1	KC292029	KC292029.1	1	120	464	1	E											0
KC292029_KC292029.1_2	KC292029	KC292029.1	2	891	1196	-1	E											0
KC292029_KC292029.1_3	KC292029	KC292029.1	3	1267	1512	-1	E											0
KC292029_KC292029.1_4	KC292029	KC292029.1	4	1502	1765	-1	E											0
KC292029_KC292029.1_5	KC292029	KC292029.1	5	1808	2116	-1	E											0
KC292029_KC292029.1_6	KC292029	KC292029.1	6	2182	2445	-1	D										Domain of unknown function (DUF5049) [PF16468.8]	0
KC292029_KC292029.1_7	KC292029	KC292029.1	7	2445	2690	-1	E											0
KC292029_KC292029.1_8	KC292029	KC292029.1	8	2690	3052	-1	E											0
KC292029_KC292029.1_9	KC292029	KC292029.1	9	3045	3161	-1	E											0
KC292029_KC292029.1_10	KC292029	KC292029.1	10	3154	3450	-1	E											0
KC292029_KC292029.1_11	KC292029	KC292029.1	11	3532	3717	-1	E											0
KC292029_KC292029.1_12	KC292029	KC292029.1	12	3714	3968	-1	E											0
KC292029_KC292029.1_13	KC292029	KC292029.1	13	3961	4158	-1	E											0
KC292029_KC292029.1_14	KC292029	KC292029.1	14	4158	4643	-1	E											0
KC292029_KC292029.1_15	KC292029	KC292029.1	15	4904	5083	-1	E											0
KC292029_KC292029.1_16	KC292029	KC292029.1	16	5080	5217	-1	E											0
KC292029_KC292029.1_17	KC292029	KC292029.1	17	5466	5717	-1	E											0
KC292029_KC292029.1_18	KC292029	KC292029.1	18	5710	5952	-1	E											0
KC292029_KC292029.1_19	KC292029	KC292029.1	19	5945	6142	-1	E											0
KC292029_KC292029.1_20	KC292029	KC292029.1	20	6409	6738	1	E											0
KC292029_KC292029.1_21	KC292029	KC292029.1	21	7116	7421	1	E											0
KC292029_KC292029.1_22	KC292029	KC292029.1	22	7418	7810	1	E											0
KC292029_KC292029.1_23	KC292029	KC292029.1	23	7803	10751	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; TSCPD domain [PF12637.10]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
KC292029_KC292029.1_24	KC292029	KC292029.1	24	10799	11338	1	E											0
KC292029_KC292029.1_25	KC292029	KC292029.1	25	11335	11721	1	E											0
KC292029_KC292029.1_26	KC292029	KC292029.1	26	11866	13005	1	D										Family of unknown function (DUF6744) [PF20529.1]	0
KC292029_KC292029.1_27	KC292029	KC292029.1	27	13123	14388	1	E											0
KC292029_KC292029.1_28	KC292029	KC292029.1	28	14526	14936	1	E											0
KC292029_KC292029.1_29	KC292029	KC292029.1	29	14936	15073	1	E											0
KC292029_KC292029.1_30	KC292029	KC292029.1	30	15070	15312	1	E											0
KC292029_KC292029.1_31	KC292029	KC292029.1	31	15397	16626	1	E											0
KC292029_KC292029.1_32	KC292029	KC292029.1	32	16632	17000	1	D										Family of unknown function (DUF5802) [PF19118.3]	0
KC292029_KC292029.1_33	KC292029	KC292029.1	33	17041	17637	-1	D										5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C) [PF06941.15]	0
KC292029_KC292029.1_34	KC292029	KC292029.1	34	17634	17843	-1	D										Prophage protein (DUF1660) [PF07874.14]	0
KC292029_KC292029.1_35	KC292029	KC292029.1	35	17854	18603	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]								Thymidylate synthase complementing protein [PF02511.18]	0
KC292029_KC292029.1_36	KC292029	KC292029.1	36	18734	19180	1	E											0
KC292029_KC292029.1_37	KC292029	KC292029.1	37	19192	20409	1	E											0
KC292029_KC292029.1_38	KC292029	KC292029.1	38	20411	21961	1	E											0
KC292029_KC292029.1_39	KC292029	KC292029.1	39	21963	22373	1	E											0
KC292029_KC292029.1_40	KC292029	KC292029.1	40	22500	23240	-1	E											0
KC292029_KC292029.1_41	KC292029	KC292029.1	41	23242	23436	-1	E											0
KC292029_KC292029.1_42	KC292029	KC292029.1	42	23429	24010	-1	E											0
KC292029_KC292029.1_43	KC292029	KC292029.1	43	24013	24324	-1	D										MazG nucleotide pyrophosphohydrolase domain [PF03819.20]; Phosphoribosyl-ATP pyrophosphohydrolase [PF01503.20]	0
