	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001063.1_1	QGNH01001063.1	QGNH01001063.1	1	3	1691	-1	D	YP_009291168.1	YP_009291168.1 baseplate wedge subunit [Pseudomonas phage phiMK]	False	0.217	119.0	3.006e-26	Baseplate J-like protein [PF04865.17]	VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xs;Xh	0	False	VF
QGNH01001063.1_2	QGNH01001063.1	QGNH01001063.1	2	1691	2080	-1	E								VOG00875	sp|P09425|BP25_BPT4 Baseplate wedge protein gp25; XhXs	Xs;Xh	0	False	VF
QGNH01001063.1_3	QGNH01001063.1	QGNH01001063.1	3	2077	2793	-1	D	YP_009797074.1	YP_009797074.1 baseplate spike [Faecalibacterium phage FP_Brigit]	False	0.325	76.0	3.364e-14	Phage protein Gp138 N-terminal domain [PF18352.4]	VOG00324	sp|P31340|SPIKE_BPP2 Spike protein; XhXpXs	Xs;Xh;Xp	0	False	VF
QGNH01001063.1_4	QGNH01001063.1	QGNH01001063.1	4	2793	3857	-1	E								VOG01442	REFSEQ baseplate hub; Xu	Xu	0	False	F
QGNH01001063.1_5	QGNH01001063.1	QGNH01001063.1	5	3844	4215	-1	E								VOG00258	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01001063.1_6	QGNH01001063.1	QGNH01001063.1	6	4212	5075	-1	E	YP_004327322.1	YP_004327322.1 tail fiber protein [Erwinia phage phiEt88]	False	0.283	61.0	5.851e-09		VOG01485	REFSEQ tail fiber protein; Xu	Xu	0	False	F
QGNH01001063.1_7	QGNH01001063.1	QGNH01001063.1	7	5072	6889	-1	D							Tape measure protein [PF20155.2]				0	False	F
QGNH01001063.1_8	QGNH01001063.1	QGNH01001063.1	8	7056	7622	-1	E											0	False	F
QGNH01001063.1_9	QGNH01001063.1	QGNH01001063.1	9	7659	8111	-1	D	YP_009616745.1	YP_009616745.1 virion structural protein [Pseudomonas phage vB_PsyM_KIL4]	False	0.385	89.0	6.783e-20	Bacteriophage KPP10, Structural protein ORF10 [PF11681.11]	VOG03723	sp|D6RRG7|ORF10_BPKPP Structural protein ORF10; Xs	Xs	0	False	VF
QGNH01001063.1_10	QGNH01001063.1	QGNH01001063.1	10	8124	9173	-1	D	YP_007010929.1	YP_007010929.1 tail sheath [Deep-sea thermophilic phage D6E]	False	0.304	76.0	1.385e-13	Protein of unknown function (DUF3383) [PF11863.11]	VOG03778	REFSEQ tail sheath; Xu	Xu	0	False	F
QGNH01001063.1_11	QGNH01001063.1	QGNH01001063.1	11	9538	9936	-1	E											0	False	F
QGNH01001063.1_12	QGNH01001063.1	QGNH01001063.1	12	10417	10761	-1	E											0	False	F
