	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001542.1_1	QGNH01001542.1	QGNH01001542.1	1	65	544	1	E											0	False	F
QGNH01001542.1_2	QGNH01001542.1	QGNH01001542.1	2	546	2105	1	D	YP_239310.1	YP_239310.1 possible DNA helicase [Xanthomonas phage Xp15]	False	0.347	261.0	2.3500000000000003e-73	SNF2-related domain [PF00176.26]; Helicase conserved C-terminal domain [PF00271.34]; Type III restriction enzyme, res subunit [PF04851.18]	VOG00205	sp|Q9T1Q7|VP41_BPAPS Putative protein p41; Xu	Xu	0	False	F
QGNH01001542.1_3	QGNH01001542.1	QGNH01001542.1	3	2114	2503	1	E											0	False	F
QGNH01001542.1_4	QGNH01001542.1	QGNH01001542.1	4	2517	2951	1	E											0	False	F
QGNH01001542.1_5	QGNH01001542.1	QGNH01001542.1	5	2897	3532	1	E											0	False	F
QGNH01001542.1_6	QGNH01001542.1	QGNH01001542.1	6	3814	4227	1	D	YP_009596169.1	YP_009596169.1 endolysin; inhibits RNA polymerase [Pseudomonas phage VSW-3]	False	0.446	85.0	1.803e-18	dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]	VOG04108	REFSEQ dCMP deaminase; Xu	Xu	0	False	F
QGNH01001542.1_7	QGNH01001542.1	QGNH01001542.1	7	4231	7116	1	D							Domain of unknown function (DUF927) [PF06048.14]; RepB DNA-primase from phage plasmid [PF16793.8]				0	False	F
QGNH01001542.1_8	QGNH01001542.1	QGNH01001542.1	8	7265	8284	-1	E											0	False	
QGNH01001542.1_9	QGNH01001542.1	QGNH01001542.1	9	8296	10152	-1	E								VOG17469	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001542.1_10	QGNH01001542.1	QGNH01001542.1	10	10167	11903	-1	E											0	False	
QGNH01001542.1_11	QGNH01001542.1	QGNH01001542.1	11	11884	12717	-1	E											0	False	
QGNH01001542.1_12	QGNH01001542.1	QGNH01001542.1	12	12782	14002	-1	E											0	False	F
QGNH01001542.1_13	QGNH01001542.1	QGNH01001542.1	13	14002	14538	-1	E	YP_009030540.1	YP_009030540.1 hypothetical protein FF13_gp08 [Pseudomonas phage KPP25]	False	0.331	71.0	2.949e-13		VOG17470	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001542.1_14	QGNH01001542.1	QGNH01001542.1	14	14538	15656	-1	E											0	False	F
QGNH01001542.1_15	QGNH01001542.1	QGNH01001542.1	15	15634	15972	-1	E											0	False	F
QGNH01001542.1_16	QGNH01001542.1	QGNH01001542.1	16	16110	16412	-1	E											0	False	F
QGNH01001542.1_17	QGNH01001542.1	QGNH01001542.1	17	16423	17766	-1	E											0	False	F
QGNH01001542.1_18	QGNH01001542.1	QGNH01001542.1	18	17742	18359	-1	E											0	False	F
