	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001247.1_1	QGNH01001247.1	QGNH01001247.1	1	2	685	-1	E													0	False	F
QGNH01001247.1_2	QGNH01001247.1	QGNH01001247.1	2	678	1994	-1	E													0	False	F
QGNH01001247.1_3	QGNH01001247.1	QGNH01001247.1	3	2010	2645	-1	E													0	False	F
QGNH01001247.1_4	QGNH01001247.1	QGNH01001247.1	4	2668	2931	-1	E													0	False	F
QGNH01001247.1_5	QGNH01001247.1	QGNH01001247.1	5	2934	4802	-1	D			YP_001552278.1	YP_001552278.1 head closure Hc3 [Thalassomonas phage BA3]	False	0.226	93.0	3.63e-18	Phage stabilisation protein [PF11134.11]	VOG10156	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10; Xh	Xh	0	False	F
QGNH01001247.1_6	QGNH01001247.1	QGNH01001247.1	6	4802	5842	-1	E													0	False	F
QGNH01001247.1_7	QGNH01001247.1	QGNH01001247.1	7	5924	6208	-1	E													0	False	
QGNH01001247.1_8	QGNH01001247.1	QGNH01001247.1	8	6147	6341	-1	E													0	False	
QGNH01001247.1_9	QGNH01001247.1	QGNH01001247.1	9	6355	7575	-1	D			YP_001552282.1	YP_001552282.1 major head protein [Thalassomonas phage BA3]	False	0.253	135.0	2.459e-32	P22 coat protein - gene protein 5 [PF11651.11]				0	False	
QGNH01001247.1_10	QGNH01001247.1	QGNH01001247.1	10	7634	8437	-1	E													0	False	
QGNH01001247.1_11	QGNH01001247.1	QGNH01001247.1	11	8584	10797	-1	D			YP_007518354.1	YP_007518354.1 portal protein [Vibrio phage VvAW1]	False	0.256	208.0	7.896e-54	Phage P22-like portal protein [PF16510.8]	VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xp;Xh;Xr;Xs	0	False	V
QGNH01001247.1_12	QGNH01001247.1	QGNH01001247.1	12	10982	11224	-1	D									Protein of unknown function (DUF2829) [PF11195.11]				0	False	
QGNH01001247.1_13	QGNH01001247.1	QGNH01001247.1	13	11240	11461	-1	E													0	False	
QGNH01001247.1_14	QGNH01001247.1	QGNH01001247.1	14	11472	11723	-1	E													0	False	
QGNH01001247.1_15	QGNH01001247.1	QGNH01001247.1	15	11754	11903	-1	E										VOG03878	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001247.1_16	QGNH01001247.1	QGNH01001247.1	16	11988	12137	-1	E													0	False	
QGNH01001247.1_17	QGNH01001247.1	QGNH01001247.1	17	12134	12385	-1	E													0	False	
QGNH01001247.1_18	QGNH01001247.1	QGNH01001247.1	18	12398	12634	-1	E													0	False	
QGNH01001247.1_19	QGNH01001247.1	QGNH01001247.1	19	12644	14227	-1	C	K06909	phage terminase large subunit	YP_024923.1	YP_024923.1 TerL [Burkholderia phage BcepC6B]	False	0.347	268.0	1.583e-75	Phage terminase large subunit [PF04466.16]	VOG00230	sp|O31952|YONF_BACSU SPbeta prophage-derived uncharacterized protein YonF; Xu	Xu	0	False	
QGNH01001247.1_20	QGNH01001247.1	QGNH01001247.1	20	14224	14349	-1	E													0	False	
QGNH01001247.1_21	QGNH01001247.1	QGNH01001247.1	21	14411	14620	-1	E													0	False	
QGNH01001247.1_22	QGNH01001247.1	QGNH01001247.1	22	14632	14814	-1	E													0	False	
QGNH01001247.1_23	QGNH01001247.1	QGNH01001247.1	23	14835	15059	-1	E			YP_009152175.1	YP_009152175.1 hypothetical protein ACQ44_gp74 [Escherichia phage Pollock]	False	0.666	87.0	1.283e-20		VOG12668	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001247.1_24	QGNH01001247.1	QGNH01001247.1	24	15019	15498	-1	D			YP_009007824.1	YP_009007824.1 endonuclease VII [Pseudomonas phage TL]	False	0.508	61.0	5.331e-10	Recombination endonuclease VII [PF02945.18]				0	False	
QGNH01001247.1_25	QGNH01001247.1	QGNH01001247.1	25	15536	15967	-1	E													0	False	
QGNH01001247.1_26	QGNH01001247.1	QGNH01001247.1	26	16009	16221	-1	E													0	False	
QGNH01001247.1_27	QGNH01001247.1	QGNH01001247.1	27	16296	16721	-1	D			YP_009226091.1	YP_009226091.1 lysozyme [Pseudoalteromonas phage Pq0]	False	0.417	101.0	5.228e-24	Phage lysozyme [PF00959.22]				0	False	
QGNH01001247.1_28	QGNH01001247.1	QGNH01001247.1	28	16912	17304	-1	D			YP_009593367.1	YP_009593367.1 VRR-NUC domain-containing protein [Acinetobacter phage YMC11/11/R3177]	False	0.368	74.0	4.931e-15	VRR-NUC domain [PF08774.14]	VOG00231	sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44; Xu	Xu	0	False	
QGNH01001247.1_29	QGNH01001247.1	QGNH01001247.1	29	17440	17664	-1	E													0	False	
QGNH01001247.1_30	QGNH01001247.1	QGNH01001247.1	30	17707	18426	-1	D									Helix-turn-helix domain [PF13730.9]				0	False	
QGNH01001247.1_31	QGNH01001247.1	QGNH01001247.1	31	18693	18851	1	E													0	False	
QGNH01001247.1_32	QGNH01001247.1	QGNH01001247.1	32	18923	19093	1	E													0	False	
QGNH01001247.1_33	QGNH01001247.1	QGNH01001247.1	33	19096	19209	1	E													0	False	
QGNH01001247.1_34	QGNH01001247.1	QGNH01001247.1	34	19420	19833	1	E													0	False	
QGNH01001247.1_35	QGNH01001247.1	QGNH01001247.1	35	19830	20141	1	E													0	False	
QGNH01001247.1_36	QGNH01001247.1	QGNH01001247.1	36	20321	21193	1	D			YP_010655257.1	YP_010655257.1 putative NTPase [Pseudoalteromonas phage vB_PspS-H40/1]	False	0.28	63.0	1.414e-09	AAA domain [PF13479.9]	VOG00709	sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG; Xu	Xu	0	False	
QGNH01001247.1_37	QGNH01001247.1	QGNH01001247.1	37	21193	21681	1	E													0	False	
QGNH01001247.1_38	QGNH01001247.1	QGNH01001247.1	38	21877	22350	1	E													0	False	
QGNH01001247.1_39	QGNH01001247.1	QGNH01001247.1	39	22350	22763	1	E													0	False	
QGNH01001247.1_40	QGNH01001247.1	QGNH01001247.1	40	22760	22915	1	E													1	False	
QGNH01001247.1_41	QGNH01001247.1	QGNH01001247.1	41	22912	23193	1	E													0	False	
QGNH01001247.1_42	QGNH01001247.1	QGNH01001247.1	42	23193	23516	1	E													0	False	
QGNH01001247.1_43	QGNH01001247.1	QGNH01001247.1	43	23479	23739	1	E													0	False	
QGNH01001247.1_44	QGNH01001247.1	QGNH01001247.1	44	23736	24035	1	E													0	False	
QGNH01001247.1_45	QGNH01001247.1	QGNH01001247.1	45	24035	24292	1	E													0	False	
QGNH01001247.1_46	QGNH01001247.1	QGNH01001247.1	46	24369	24578	1	E													0	False	
QGNH01001247.1_47	QGNH01001247.1	QGNH01001247.1	47	24571	24744	1	D									Protein of unknown function (DUF551) [PF04448.15]				0	False	
QGNH01001247.1_48	QGNH01001247.1	QGNH01001247.1	48	24747	25025	1	E													0	False	
QGNH01001247.1_49	QGNH01001247.1	QGNH01001247.1	49	25022	25432	1	E													0	False	
QGNH01001247.1_50	QGNH01001247.1	QGNH01001247.1	50	25671	26111	1	E													0	False	
QGNH01001247.1_51	QGNH01001247.1	QGNH01001247.1	51	26053	26331	-1	E													0	False	
QGNH01001247.1_52	QGNH01001247.1	QGNH01001247.1	52	26328	26528	-1	E													0	False	
QGNH01001247.1_53	QGNH01001247.1	QGNH01001247.1	53	26597	26752	-1	E													0	False	
QGNH01001247.1_54	QGNH01001247.1	QGNH01001247.1	54	26786	27088	-1	E													0	False	
