	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001759.1_1	QGNH01001759.1	QGNH01001759.1	1	22	273	-1	E											0	False	F
QGNH01001759.1_2	QGNH01001759.1	QGNH01001759.1	2	266	478	-1	E											0	False	F
QGNH01001759.1_3	QGNH01001759.1	QGNH01001759.1	3	478	3417	-1	E	YP_009302654.1	YP_009302654.1 hypothetical protein SP15_258 [Bacillus phage SP-15]	False	0.285	82.0	1.859e-14					0	False	F
QGNH01001759.1_4	QGNH01001759.1	QGNH01001759.1	4	3417	4757	-1	D	YP_009011911.1	YP_009011911.1 portal protein [Mycobacterium phage Courthouse]	False	0.289	151.0	2.441e-37	Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xh;Xp;Xs;Xr	0	False	VF
QGNH01001759.1_5	QGNH01001759.1	QGNH01001759.1	5	4834	5448	-1	D	YP_010059831.1	YP_010059831.1 glycosyltransferase [Mycobacterium phage Phrappuccino]	False	0.255	60.0	2.968e-09	Glycosyltransferase sugar-binding region containing DXD motif [PF04488.18]; Capsular polysaccharide synthesis protein [PF05704.15]; TcdA/TcdB catalytic glycosyltransferase domain [PF12919.10]	VOG04984	sp|Q5UQW4|YL373_MIMIV Uncharacterized glycosyltransferase L373; Xh	Xh	0	False	MKF
QGNH01001759.1_6	QGNH01001759.1	QGNH01001759.1	6	5486	5749	-1	E											0	False	
QGNH01001759.1_7	QGNH01001759.1	QGNH01001759.1	7	5736	7391	-1	D	YP_009276357.1	YP_009276357.1 terminase large subunit [Gordonia phage GMA4]	True	0.524	391.0	4.524e-117	Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	VOG00185	sp|O64206|VG13_BPMD2 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001759.1_8	QGNH01001759.1	QGNH01001759.1	8	7400	7675	-1	E											0	False	F
QGNH01001759.1_9	QGNH01001759.1	QGNH01001759.1	9	7677	8114	-1	E	YP_009276356.1	YP_009276356.1 hypothetical protein BH787_gp01 [Gordonia phage GMA4]	False	0.446	110.0	4.385e-27		VOG00726	sp|O64201|VG05_BPMD2 Gene 5 protein; Xu	Xu	0	False	F
QGNH01001759.1_10	QGNH01001759.1	QGNH01001759.1	10	8969	9874	-1	E											0	False	F
QGNH01001759.1_11	QGNH01001759.1	QGNH01001759.1	11	9909	10181	-1	D							HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]; HNH endonuclease [PF13395.9]	VOG02469	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01001759.1_12	QGNH01001759.1	QGNH01001759.1	12	10174	10437	-1	E											0	False	F
QGNH01001759.1_13	QGNH01001759.1	QGNH01001759.1	13	10462	11115	-1	E											0	False	F
QGNH01001759.1_14	QGNH01001759.1	QGNH01001759.1	14	11697	11849	-1	E											0	False	F
