locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
AF222060.2_1												Hypothetical
AF222060.2_2												Hypothetical
AF222060.2_3												Hypothetical
AF222060.2_4												Hypothetical
AF222060.2_5												Hypothetical
AF222060.2_6												Hypothetical
AF222060.2_7												Hypothetical
AF222060.2_8					phrog_23996	VOG23956	VOG:VOG23956	46	7.7e-36	115.1		REFSEQ hypothetical protein
AF222060.2_9												Hypothetical
AF222060.2_10												Hypothetical
AF222060.2_11												Hypothetical
AF222060.2_12					phrog_15403	VOG14408	VOG:VOG14408	83	3.5e-51	163.9		REFSEQ hypothetical protein
AF222060.2_13												Hypothetical
AF222060.2_14												Hypothetical
AF222060.2_15												Hypothetical
AF222060.2_16												Hypothetical
AF222060.2_17												Hypothetical
AF222060.2_18					phrog_30329	VOG23946	VOG:VOG23946	63	2.1e-50	161.5		REFSEQ hypothetical protein
AF222060.2_19												Hypothetical
AF222060.2_20												Hypothetical
AF222060.2_21												Hypothetical
AF222060.2_22												Hypothetical
AF222060.2_23						VOG23942	VOG:VOG23942	51	6.4e-39	124.4		REFSEQ hypothetical protein
AF222060.2_24		K03722	COG1199		phrog_2488	VOG04419	PHROG:phrog_2488	599	1.2e-163	538.3		DNA helicase
AF222060.2_25												Hypothetical
AF222060.2_26												Hypothetical
AF222060.2_27												Hypothetical
AF222060.2_28					phrog_7545	VOG01272	PHROG:phrog_7545	140	1.4e-13	43.9		HNH endonuclease
AF222060.2_29												Hypothetical
AF222060.2_30		K07580				VOG03902	VOG:VOG03902	46	8.2e-28	88.7		REFSEQ hypothetical protein
AF222060.2_31					phrog_13954	VOG14456	VOG:VOG14456	92	5.4e-53	170.2		REFSEQ hypothetical protein
AF222060.2_32												Hypothetical
AF222060.2_33												Hypothetical
AF222060.2_34												Hypothetical
AF222060.2_35					phrog_33640	VOG23934	VOG:VOG23934	61	1.9e-38	123.2		REFSEQ hypothetical protein
AF222060.2_36			COG1948		phrog_3490	VOG01108	VOG:VOG01108	155	2.2e-52	170.9		sp|P0CAF6|VF364_ASFK5 ERCC4 domain-containing protein EP364R
AF222060.2_37												Hypothetical
AF222060.2_38					phrog_12980	VOG01567	PHROG:phrog_12980	162	1.4e-83	271.2		HNH endonuclease
AF222060.2_39												Hypothetical
AF222060.2_40		K17081	COG0330		phrog_200	VOG01466	PHROG:phrog_200	292	2.4e-69	226.6		lipoprotein
AF222060.2_41												Hypothetical
AF222060.2_42												Hypothetical
AF222060.2_43												Hypothetical
AF222060.2_44												Hypothetical
AF222060.2_45					phrog_13442	VOG14400	VOG:VOG14400	84	1.6e-51	165.4		REFSEQ hypothetical protein
AF222060.2_46												Hypothetical
AF222060.2_47												Hypothetical
AF222060.2_48					phrog_284	VOG02246	PHROG:phrog_284	394	2.3e-81	266.5		exonuclease
AF222060.2_49												Hypothetical
AF222060.2_50												Hypothetical
AF222060.2_51												Hypothetical
AF222060.2_52					phrog_474	VOG06502	PHROG:phrog_474	95	1.1e-27	89.4		phosphofructokinase
AF222060.2_53												Hypothetical
AF222060.2_54												Hypothetical
AF222060.2_55		K07465	COG2887		phrog_69	VOG04544, VOG04544	VOG:VOG04544	339	1.8e-95	233.9		REFSEQ exonuclease
AF222060.2_56												Hypothetical
AF222060.2_57												Hypothetical
AF222060.2_58												Hypothetical
AF222060.2_59												Hypothetical
AF222060.2_60					phrog_19107	VOG23928	VOG:VOG23928	43	9.1e-32	101.0		REFSEQ minor head protein
AF222060.2_61					phrog_34115	VOG23926	VOG:VOG23926	58	1.4e-45	146.0		REFSEQ hypothetical protein
AF222060.2_62												Hypothetical
AF222060.2_63												Hypothetical
AF222060.2_64	K02319	K02319	COG0417		phrog_262	VOG00345	PHROG:phrog_262	855	1.3e-179	591.6		DNA polymerase
AF222060.2_65												Hypothetical
AF222060.2_66	K03465	K03465	COG1351		phrog_85	VOG03899	VOG:VOG03899	235	8.5e-68	222.6		sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
AF222060.2_67	K01494	K01494	COG0717		phrog_1663	VOG00082	COG:COG0717	183	5.5e-58	189.8		Dcd:Thymidylate biosynthesis
AF222060.2_68												Hypothetical
AF222060.2_69												Hypothetical
AF222060.2_70												Hypothetical
AF222060.2_71												Hypothetical
AF222060.2_72												Hypothetical
AF222060.2_73		K14415	COG1690		phrog_1075	VOG00184	PHROG:phrog_1075	455	5.4e-130	427.0		tRNA splicing ligase
AF222060.2_74												Hypothetical
AF222060.2_75		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	398	2.2e-32	103.4		XerD:
AF222060.2_76												Hypothetical
AF222060.2_77		K07317, K07504	COG1002, COG4748		phrog_16674	VOG00788	VOG:VOG00788	1289	0	2101.9		sp|P10835|MTC3_PBCVC Modification methylase CviBIII
AF222060.2_78	K00525	K00525	COG0209		phrog_84	VOG00122	FOAM:K00525	806	5.6e-209	688.6	1.17.4.1	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
AF222060.2_79					phrog_7084	VOG14391	VOG:VOG14391	295	4.5e-148	484.4		REFSEQ hypothetical protein
AF222060.2_80												Hypothetical
AF222060.2_81												Hypothetical
AF222060.2_82												Hypothetical
AF222060.2_83					phrog_15260	VOG14390	VOG:VOG14390	566	1.8e-237	781.2		REFSEQ hypothetical protein
AF222060.2_84					phrog_1160	VOG00207	PHROG:phrog_1160	217	7.1e-64	208.3		baseplate protein
AF222060.2_85			COG3299		phrog_6	VOG00735	VOG:VOG00735	412	8.5e-109	357.4		REFSEQ baseplate wedge subunit
AF222060.2_86												Hypothetical
AF222060.2_87												Hypothetical
AF222060.2_88												Hypothetical
AF222060.2_89												Hypothetical
AF222060.2_90												Hypothetical
AF222060.2_91					phrog_14280	VOG14386	VOG:VOG14386	178	7.7e-93	302.2		REFSEQ hypothetical protein
