	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334497_MZ334497.1_1	MZ334497	MZ334497.1	1	363	914	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334497_MZ334497.1_2	MZ334497	MZ334497.1	2	1323	2099	1	E											0
MZ334497_MZ334497.1_3	MZ334497	MZ334497.1	3	2244	2351	1	E											0
MZ334497_MZ334497.1_4	MZ334497	MZ334497.1	4	2354	2548	1	E											0
MZ334497_MZ334497.1_5	MZ334497	MZ334497.1	5	2884	4575	1	E											0
MZ334497_MZ334497.1_6	MZ334497	MZ334497.1	6	4590	6029	1	E											0
MZ334497_MZ334497.1_7	MZ334497	MZ334497.1	7	6029	6319	1	E											0
MZ334497_MZ334497.1_8	MZ334497	MZ334497.1	8	6316	7080	1	E											0
MZ334497_MZ334497.1_9	MZ334497	MZ334497.1	9	7087	7512	1	E											0
MZ334497_MZ334497.1_10	MZ334497	MZ334497.1	10	7535	8050	1	E											0
MZ334497_MZ334497.1_11	MZ334497	MZ334497.1	11	8091	9047	1	E											0
MZ334497_MZ334497.1_12	MZ334497	MZ334497.1	12	9093	9536	1	E											0
MZ334497_MZ334497.1_13	MZ334497	MZ334497.1	13	9536	9874	1	E											0
MZ334497_MZ334497.1_14	MZ334497	MZ334497.1	14	9877	12993	1	E											0
MZ334497_MZ334497.1_15	MZ334497	MZ334497.1	15	12995	13216	1	E											0
MZ334497_MZ334497.1_16	MZ334497	MZ334497.1	16	13253	13762	1	E											0
MZ334497_MZ334497.1_17	MZ334497	MZ334497.1	17	13771	15063	1	E											0
MZ334497_MZ334497.1_18	MZ334497	MZ334497.1	18	15092	15637	1	E											0
MZ334497_MZ334497.1_19	MZ334497	MZ334497.1	19	15691	16161	1	E											0
MZ334497_MZ334497.1_20	MZ334497	MZ334497.1	20	16109	16471	1	E											0
MZ334497_MZ334497.1_21	MZ334497	MZ334497.1	21	16474	18291	1	E											0
MZ334497_MZ334497.1_22	MZ334497	MZ334497.1	22	18292	18855	1	E											0
MZ334497_MZ334497.1_23	MZ334497	MZ334497.1	23	18852	20285	1	E											0
MZ334497_MZ334497.1_24	MZ334497	MZ334497.1	24	20288	20725	1	E											0
MZ334497_MZ334497.1_25	MZ334497	MZ334497.1	25	20722	21087	1	E											0
MZ334497_MZ334497.1_26	MZ334497	MZ334497.1	26	21151	21477	1	E											0
MZ334497_MZ334497.1_27	MZ334497	MZ334497.1	27	21474	22709	1	D										Baseplate J-like protein [PF04865.17]	0
MZ334497_MZ334497.1_28	MZ334497	MZ334497.1	28	22714	23367	1	E											0
MZ334497_MZ334497.1_29	MZ334497	MZ334497.1	29	23368	24774	1	E											0
MZ334497_MZ334497.1_30	MZ334497	MZ334497.1	30	24792	25994	1	E											0
MZ334497_MZ334497.1_31	MZ334497	MZ334497.1	31	25996	26367	1	E											0
MZ334497_MZ334497.1_32	MZ334497	MZ334497.1	32	26389	26880	1	E											0
MZ334497_MZ334497.1_33	MZ334497	MZ334497.1	33	26888	27769	-1	D										Family of unknown function (DUF6065) [PF19541.2]	0
MZ334497_MZ334497.1_34	MZ334497	MZ334497.1	34	27836	27961	1	E											0
MZ334497_MZ334497.1_35	MZ334497	MZ334497.1	35	28203	30623	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
MZ334497_MZ334497.1_36	MZ334497	MZ334497.1	36	30690	33617	-1	D										N-6 DNA Methylase [PF02384.19]; Eco57I restriction-modification methylase [PF07669.14]; MmeI, DNA-methyltransferase domain [PF20473.1]	0
MZ334497_MZ334497.1_37	MZ334497	MZ334497.1	37	33702	33977	-1	E											0
MZ334497_MZ334497.1_38	MZ334497	MZ334497.1	38	34346	35542	1	D										Phage integrase family [PF00589.25]	0
MZ334497_MZ334497.1_39	MZ334497	MZ334497.1	39	35543	36010	-1	E											0
MZ334497_MZ334497.1_40	MZ334497	MZ334497.1	40	36111	36284	-1	D										Uncharacterized protein containing a Zn-ribbon (DUF2116) [PF09889.12]	0
MZ334497_MZ334497.1_41	MZ334497	MZ334497.1	41	36281	37645	-1	C	K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]								tRNA-splicing ligase RtcB [PF01139.20]	0
MZ334497_MZ334497.1_42	MZ334497	MZ334497.1	42	37893	38105	-1	E											0
MZ334497_MZ334497.1_43	MZ334497	MZ334497.1	43	38102	38359	-1	E											0
MZ334497_MZ334497.1_44	MZ334497	MZ334497.1	44	38356	38541	-1	E											0
MZ334497_MZ334497.1_45	MZ334497	MZ334497.1	45	38492	38752	-1	E											0
MZ334497_MZ334497.1_46	MZ334497	MZ334497.1	46	38749	39177	-1	E											0
MZ334497_MZ334497.1_47	MZ334497	MZ334497.1	47	39164	39721	-1	C	K01494	dCTP deaminase [EC:3.5.4.13]								dUTPase [PF00692.22]; 2'-deoxycytidine 5'-triphosphate deaminase (DCD) [PF06559.14]	0
MZ334497_MZ334497.1_48	MZ334497	MZ334497.1	48	39718	40422	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]								Thymidylate synthase complementing protein [PF02511.18]	0
