locus_tag	ftype	length_bp	gene	EC_number	COG	product
HGMDAHKE_00001	CDS	501				hypothetical protein
HGMDAHKE_00002	CDS	156				hypothetical protein
HGMDAHKE_00003	CDS	126				hypothetical protein
HGMDAHKE_00004	CDS	195				hypothetical protein
HGMDAHKE_00005	CDS	327				hypothetical protein
HGMDAHKE_00006	CDS	2682	1	2.7.7.6		T7 RNA polymerase
HGMDAHKE_00007	CDS	216				hypothetical protein
HGMDAHKE_00008	CDS	180				hypothetical protein
HGMDAHKE_00009	CDS	264				Inhibitor of dGTPase
HGMDAHKE_00010	CDS	1068		6.5.1.1		DNA ligase
HGMDAHKE_00011	CDS	261				hypothetical protein
HGMDAHKE_00012	CDS	309				hypothetical protein
HGMDAHKE_00013	CDS	159	2			Bacterial RNA polymerase inhibitor
HGMDAHKE_00014	CDS	699				Single-stranded DNA-binding protein gp2.5
HGMDAHKE_00015	CDS	420	3	3.1.21.2		Endonuclease I
HGMDAHKE_00016	CDS	231				hypothetical protein
HGMDAHKE_00017	CDS	459		3.5.1.28		Endolysin
HGMDAHKE_00018	CDS	213				hypothetical protein
HGMDAHKE_00019	CDS	1701	4	2.7.7.-		DNA primase/helicase
HGMDAHKE_00020	CDS	531				hypothetical protein
HGMDAHKE_00021	CDS	2019	5_1	2.7.7.7		DNA-directed DNA polymerase
HGMDAHKE_00022	CDS	396				hypothetical protein
HGMDAHKE_00023	CDS	174	5_2	2.7.7.7		DNA-directed DNA polymerase
HGMDAHKE_00024	CDS	291				hypothetical protein
HGMDAHKE_00025	CDS	210				Fusion protein 5.5/5.7
HGMDAHKE_00026	CDS	867	6	3.1.11.3		Exonuclease
HGMDAHKE_00027	CDS	273				hypothetical protein
HGMDAHKE_00028	CDS	225				hypothetical protein
HGMDAHKE_00029	CDS	366				hypothetical protein
HGMDAHKE_00030	CDS	252				hypothetical protein
HGMDAHKE_00031	CDS	411				hypothetical protein
HGMDAHKE_00032	CDS	1569	8			Portal protein
HGMDAHKE_00033	CDS	882	9			Capsid assembly scaffolding protein
HGMDAHKE_00034	CDS	1050				Minor capsid protein
HGMDAHKE_00035	CDS	207				hypothetical protein
HGMDAHKE_00036	CDS	567				Tail tubular protein gp11
HGMDAHKE_00037	CDS	2370				Tail tubular protein gp12
HGMDAHKE_00038	CDS	483				hypothetical protein
HGMDAHKE_00039	CDS	411				hypothetical protein
HGMDAHKE_00040	CDS	564				Internal virion protein gp14
HGMDAHKE_00041	CDS	2283				Internal virion protein gp15
HGMDAHKE_00042	CDS	450				hypothetical protein
HGMDAHKE_00043	CDS	3897		4.2.2.-		Peptidoglycan transglycosylase gp16
HGMDAHKE_00044	CDS	2010				hypothetical protein
HGMDAHKE_00045	CDS	195				hypothetical protein
HGMDAHKE_00046	CDS	264				hypothetical protein
HGMDAHKE_00047	CDS	438				Spanin, inner membrane subunit
HGMDAHKE_00048	CDS	1824		3.1.-.-		Terminase, large subunit gp19
HGMDAHKE_00049	CDS	543				hypothetical protein
HGMDAHKE_00050	CDS	159				hypothetical protein
