	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001616.1_1	QGNH01001616.1	QGNH01001616.1	1	1	423	1	E											0	False	F
QGNH01001616.1_2	QGNH01001616.1	QGNH01001616.1	2	831	1040	1	E											0	False	F
QGNH01001616.1_3	QGNH01001616.1	QGNH01001616.1	3	1183	1635	1	E											0	False	F
QGNH01001616.1_4	QGNH01001616.1	QGNH01001616.1	4	1602	2957	1	D	YP_010676005.1	YP_010676005.1 terminase large subunit [Pantoea phage PdC23]	False	0.448	191.0	1.875e-50	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Phage terminase large subunit [PF04466.16]	VOG00705	REFSEQ terminase large subunit; Xu	Xu	0	False	F
QGNH01001616.1_5	QGNH01001616.1	QGNH01001616.1	5	3012	3266	1	E											0	False	F
QGNH01001616.1_6	QGNH01001616.1	QGNH01001616.1	6	3263	4768	1	D	YP_010676006.1	YP_010676006.1 portal protein [Pantoea phage PdC23]	False	0.428	340.0	1.591e-100	Protein of unknown function (DUF1073) [PF06381.14]				0	False	F
QGNH01001616.1_7	QGNH01001616.1	QGNH01001616.1	7	4768	5037	1	E											0	False	F
QGNH01001616.1_8	QGNH01001616.1	QGNH01001616.1	8	5034	5717	1	E	YP_010676007.1	YP_010676007.1 head morphogenesis [Pantoea phage PdC23]	False	0.433	116.0	7.959e-28					0	False	
QGNH01001616.1_9	QGNH01001616.1	QGNH01001616.1	9	5708	7162	1	D	YP_010676008.1	YP_010676008.1 nudix hydrolase [Pantoea phage PdC23]	False	0.313	214.0	6.513e-58	Uncharacterized protein conserved in bacteria (DUF2213) [PF09979.12]	VOG02460	sp|P44180|Y1405_HAEIN Uncharacterized protein HI_1405; Xu	Xu	0	False	
QGNH01001616.1_10	QGNH01001616.1	QGNH01001616.1	10	7162	8022	1	E	YP_010676009.1	YP_010676009.1 endosialidase [Pantoea phage PdC23]	False	0.295	128.0	2.404e-31					0	False	
QGNH01001616.1_11	QGNH01001616.1	QGNH01001616.1	11	8036	9055	1	E	YP_010676010.1	YP_010676010.1 major capsid protein [Pantoea phage PdC23]	False	0.496	315.0	1.7329999999999998e-94					0	False	
QGNH01001616.1_12	QGNH01001616.1	QGNH01001616.1	12	9063	9554	1	E											0	False	
QGNH01001616.1_13	QGNH01001616.1	QGNH01001616.1	13	9627	10199	1	E											0	False	
QGNH01001616.1_14	QGNH01001616.1	QGNH01001616.1	14	10186	10638	1	E	YP_010676014.1	YP_010676014.1 hypothetical protein PQD17_gp10 [Pantoea phage PdC23]	False	0.347	82.0	1.925e-17					0	False	F
QGNH01001616.1_15	QGNH01001616.1	QGNH01001616.1	15	10635	11105	1	E	YP_010676015.1	YP_010676015.1 hypothetical protein PQD17_gp11 [Pantoea phage PdC23]	False	0.386	93.0	5.027e-21					0	False	F
QGNH01001616.1_16	QGNH01001616.1	QGNH01001616.1	16	11090	11641	1	E											0	False	F
QGNH01001616.1_17	QGNH01001616.1	QGNH01001616.1	17	11641	11952	1	E	YP_010078154.1	YP_010078154.1 hypothetical protein KMC43_gp30 [Ralstonia phage Raharianne]	False	0.424	70.0	3.971e-14					0	False	F
QGNH01001616.1_18	QGNH01001616.1	QGNH01001616.1	18	11977	13281	1	E	YP_010676016.1	YP_010676016.1 hypothetical protein PQD17_gp12 [Pantoea phage PdC23]	False	0.33	241.0	1.216e-67					0	False	F
QGNH01001616.1_19	QGNH01001616.1	QGNH01001616.1	19	13293	13733	1	E	YP_010676017.1	YP_010676017.1 hypothetical protein PQD17_gp13 [Pantoea phage PdC23]	False	0.291	64.0	2.986e-11					0	False	F
QGNH01001616.1_20	QGNH01001616.1	QGNH01001616.1	20	13737	14330	1	E	YP_010676018.1	YP_010676018.1 hypothetical protein PQD17_gp14 [Pantoea phage PdC23]	False	0.269	73.0	1.067e-13					0	False	F
QGNH01001616.1_21	QGNH01001616.1	QGNH01001616.1	21	14460	15206	1	E											0	False	F
