	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001641.1_1	QGNH01001641.1	QGNH01001641.1	1	24	401	1	E																		0	False	F
QGNH01001641.1_2	QGNH01001641.1	QGNH01001641.1	2	1089	2138	1	D														Phage integrase family [PF00589.25]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	VF
QGNH01001641.1_3	QGNH01001641.1	QGNH01001641.1	3	2135	2320	1	E																		0	False	F
QGNH01001641.1_4	QGNH01001641.1	QGNH01001641.1	4	2313	3044	1	E																		0	False	F
QGNH01001641.1_5	QGNH01001641.1	QGNH01001641.1	5	3031	5244	1	D														Phage terminase large subunit gpA, ATPase domain [PF05876.15]				0	False	F
QGNH01001641.1_6	QGNH01001641.1	QGNH01001641.1	6	5287	5877	1	E																		0	False	
QGNH01001641.1_7	QGNH01001641.1	QGNH01001641.1	7	5960	7864	1	D	YP_001039817.1	YP_001039817.1 portal protein [Vibrio phage VP882]	False	0.201	100.0	2.4820000000000003e-20								Phage portal protein, lambda family [PF05136.16]	VOG01401	sp|P36272|PORTL_BPP21 Portal protein B; XpXrXs	Xs;Xr;Xp	0	False	V
QGNH01001641.1_8	QGNH01001641.1	QGNH01001641.1	8	7864	8244	1	E																		0	False	
QGNH01001641.1_9	QGNH01001641.1	QGNH01001641.1	9	8339	11089	1	D	YP_009616297.1	YP_009616297.1 major head protein [Rhodobacter phage RcCronus]	False	0.204	74.0	7.335e-12	MER0194231	S78	MER0194231 - family S78 non-peptidase homologues (Neisseria meningitidis) [S78.UNW]#S78#{peptidase unit: 24-163}~source CBA05300~	False	62.0	5.337e-08	0.322		VOG02241	sp|B0ZSF3|CAPSD_BPHA1 Major capsid protein; XhXs	Xh;Xs	0	False	VPF
QGNH01001641.1_10	QGNH01001641.1	QGNH01001641.1	10	11138	11761	1	E																		0	False	F
QGNH01001641.1_11	QGNH01001641.1	QGNH01001641.1	11	11806	12129	1	E																		0	False	F
QGNH01001641.1_12	QGNH01001641.1	QGNH01001641.1	12	12245	12442	1	E																		0	False	F
QGNH01001641.1_13	QGNH01001641.1	QGNH01001641.1	13	12741	13514	1	E																		0	False	F
QGNH01001641.1_14	QGNH01001641.1	QGNH01001641.1	14	13591	14421	1	E																		0	False	F
QGNH01001641.1_15	QGNH01001641.1	QGNH01001641.1	15	14426	14557	1	E																		0	False	F
