	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000930.1_1	QGNH01000930.1	QGNH01000930.1	1	171	371	1	E											0	False	F
QGNH01000930.1_2	QGNH01000930.1	QGNH01000930.1	2	368	1018	1	D							Methyltransferase domain [PF13578.9]	VOG09710	sp|Q5UPK3|YR132_MIMIV Uncharacterized protein R132; Xu	Xu	0	False	F
QGNH01000930.1_3	QGNH01000930.1	QGNH01000930.1	3	1015	2556	1	D	YP_010652155.1	YP_010652155.1 methyltransferase [Streptomyces phage Wakanda]	False	0.299	61.0	2.164e-08	Methyltransferase FkbM domain [PF05050.15]	VOG00316	REFSEQ methyltransferase; Xu	Xu	0	False	F
QGNH01000930.1_4	QGNH01000930.1	QGNH01000930.1	4	3216	3704	1	E											0	False	F
QGNH01000930.1_5	QGNH01000930.1	QGNH01000930.1	5	4672	5205	1	E											0	False	F
QGNH01000930.1_6	QGNH01000930.1	QGNH01000930.1	6	5711	7900	1	E											0	False	
QGNH01000930.1_7	QGNH01000930.1	QGNH01000930.1	7	7897	8175	1	E											0	False	
QGNH01000930.1_8	QGNH01000930.1	QGNH01000930.1	8	8282	9385	1	E											0	False	
QGNH01000930.1_9	QGNH01000930.1	QGNH01000930.1	9	9469	10479	1	D	NP_775251.1	NP_775251.1 major head protein [Pseudomonas phage PaP3]	False	0.263	93.0	5.266e-19	Family of unknown function (DUF5309) [PF17236.5]	VOG02591	sp|Q6Y7S3|CAPSD_BPPGK Major capsid protein; Xs	Xs	0	False	VF
QGNH01000930.1_10	QGNH01000930.1	QGNH01000930.1	10	10521	11015	1	E											0	False	F
QGNH01000930.1_11	QGNH01000930.1	QGNH01000930.1	11	11015	11434	1	E											0	False	F
QGNH01000930.1_12	QGNH01000930.1	QGNH01000930.1	12	11431	12771	1	E	YP_006560409.1	YP_006560409.1 hypothetical protein B618_gp10 [Nonlabens phage P12024L]	False	0.261	62.0	9.648e-09					0	False	F
QGNH01000930.1_13	QGNH01000930.1	QGNH01000930.1	13	12794	13186	1	E											0	False	F
QGNH01000930.1_14	QGNH01000930.1	QGNH01000930.1	14	13204	13746	1	E											0	False	F
QGNH01000930.1_15	QGNH01000930.1	QGNH01000930.1	15	13761	13931	1	E											0	False	F
QGNH01000930.1_16	QGNH01000930.1	QGNH01000930.1	16	13924	14523	1	E											0	False	F
