	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
MZ334522.1_1	MZ334522	MZ334522.1	1	3	800	1	E																				0	False	F
MZ334522.1_2	MZ334522	MZ334522.1	2	1395	2168	1	E			YP_010358192.1	YP_010358192.1 terminase small subunit [Halorubrum tailed virus 27]	True	0.959	520.0	2.7700000000000003e-167									VOG05559	REFSEQ terminase small subunit; Xu	Xu	0	False	F
MZ334522.1_3	MZ334522	MZ334522.1	3	2306	2614	1	D			YP_010358193.1	YP_010358193.1 hypothetical protein M1M38_gp004 [Halorubrum tailed virus 27]	False	0.965	209.0	1.661e-62								Family of unknown function (DUF5802) [PF19118.3]	VOG04981	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334522.1_4	MZ334522	MZ334522.1	4	2611	2889	1	E			YP_010358194.1	YP_010358194.1 hypothetical protein M1M38_gp005 [Halorubrum tailed virus 27]	False	1.0	200.0	2.003e-59												0	False	F
MZ334522.1_5	MZ334522	MZ334522.1	5	2891	4606	1	E			YP_010358195.1	YP_010358195.1 terminase large subunit [Halorubrum tailed virus 27]	True	0.967	1164.0	0.0									VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
MZ334522.1_6	MZ334522	MZ334522.1	6	4618	6084	1	E			YP_010358196.1	YP_010358196.1 portal protein [Halorubrum tailed virus 27]	True	0.944	968.0	8.841e-318									VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
MZ334522.1_7	MZ334522	MZ334522.1	7	6116	6358	1	E			YP_010358197.1	YP_010358197.1 hypothetical protein M1M38_gp008 [Halorubrum tailed virus 27]	False	0.923	157.0	1.041e-44												0	False	
MZ334522.1_8	MZ334522	MZ334522.1	8	6355	7017	1	E			YP_010358198.1	YP_010358198.1 head maturation protease [Halorubrum tailed virus 27]	True	0.97	452.0	3.244e-144									VOG14382	REFSEQ head maturation protease; Xu	Xu	0	False	
MZ334522.1_9	MZ334522	MZ334522.1	9	7031	7525	1	E			YP_010358199.1	YP_010358199.1 hypothetical protein M1M38_gp010 [Halorubrum tailed virus 27]	False	0.843	288.0	1.65e-88									VOG35564	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334522.1_10	MZ334522	MZ334522.1	10	7541	8002	1	E			YP_010358200.1	YP_010358200.1 putative lambda gpD-like head decoration protein [Halorubrum tailed virus 27]	False	0.926	299.0	1.422e-92									VOG14381	REFSEQ hypothetical protein; Xu	Xu	0	False	
