	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000370.1_1	QGNH01000370.1	QGNH01000370.1	1	2	166	-1	E																				0	False	F
QGNH01000370.1_2	QGNH01000370.1	QGNH01000370.1	2	327	737	1	E																				0	False	F
QGNH01000370.1_3	QGNH01000370.1	QGNH01000370.1	3	758	1009	1	E																				0	False	F
QGNH01000370.1_4	QGNH01000370.1	QGNH01000370.1	4	1014	1169	1	E																				0	False	F
QGNH01000370.1_5	QGNH01000370.1	QGNH01000370.1	5	1245	1427	-1	E																				0	False	F
QGNH01000370.1_6	QGNH01000370.1	QGNH01000370.1	6	1537	1914	-1	E																				0	False	F
QGNH01000370.1_7	QGNH01000370.1	QGNH01000370.1	7	2082	3404	-1	C	K02314	replicative DNA helicase [EC:5.6.2.3]	NP_795382.1	NP_795382.1 putative DNA polymerase III delta prime subunit [Streptococcus phage 315.1]	False	0.314	211.0	1.6580000000000002e-57								DnaB-like helicase C terminal domain [PF03796.18]; KaiC [PF06745.16]; DnaB-like helicase N terminal domain [PF00772.24]; AAA domain [PF13481.9]	VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xh;Xr	0	False	VF
QGNH01000370.1_8	QGNH01000370.1	QGNH01000370.1	8	3408	4385	-1	E																				0	False	F
QGNH01000370.1_9	QGNH01000370.1	QGNH01000370.1	9	4612	5445	-1	D			YP_003084246.1	YP_003084246.1 RecT-like ssDNA annealing protein [Cyanophage PSS2]	False	0.332	75.0	1.288e-13								RecT family [PF03837.17]	VOG08192	sp|P03698|VBET_LAMBD Recombination protein bet; Xr	Xr	0	False	VF
QGNH01000370.1_10	QGNH01000370.1	QGNH01000370.1	10	5468	5620	-1	E																				0	False	F
QGNH01000370.1_11	QGNH01000370.1	QGNH01000370.1	11	5696	5875	-1	E																				0	False	F
QGNH01000370.1_12	QGNH01000370.1	QGNH01000370.1	12	5877	6461	-1	E																				0	False	F
QGNH01000370.1_13	QGNH01000370.1	QGNH01000370.1	13	6598	7176	1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]	YP_001468761.1	YP_001468761.1 RusA-like Holliday junction resolvase [Listeria phage B054]	False	0.31	67.0	9.37e-12								Endodeoxyribonuclease RusA [PF05866.14]				0	False	F
QGNH01000370.1_14	QGNH01000370.1	QGNH01000370.1	14	7287	7388	1	E																				0	False	F
QGNH01000370.1_15	QGNH01000370.1	QGNH01000370.1	15	7385	7624	1	E																				0	False	F
QGNH01000370.1_16	QGNH01000370.1	QGNH01000370.1	16	7629	7841	1	E																				0	False	F
QGNH01000370.1_17	QGNH01000370.1	QGNH01000370.1	17	7864	8421	1	E																				0	False	F
QGNH01000370.1_18	QGNH01000370.1	QGNH01000370.1	18	8418	9863	1	C	K06909	phage terminase large subunit	YP_009818438.1	YP_009818438.1 terminase large subunit [Streptomyces phage Hiyaa]	False	0.443	329.0	3.527e-97	MER0425091	N10	MER0425091 - family N10 unassigned peptide lyases () [N10.UPW]#N10#{peptidase unit: 404-520}~source YP_004301534~	False	65.0	2.187e-09	0.392	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Phage terminase large subunit [PF04466.16]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000370.1_19	QGNH01000370.1	QGNH01000370.1	19	9824	10429	1	D			YP_009201798.1	YP_009201798.1 HNH endonuclease [Lactobacillus phage CL2]	False	0.447	152.0	1.369e-40								HNH endonuclease [PF13392.9]	VOG00866	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01000370.1_20	QGNH01000370.1	QGNH01000370.1	20	10401	10580	1	E																				0	False	F
