locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNKFJOOI_00001	CDS	219				hypothetical protein
KNKFJOOI_00002	CDS	561				hypothetical protein
KNKFJOOI_00003	CDS	183				hypothetical protein
KNKFJOOI_00004	CDS	732	ubaA_1	2.7.7.-	COG0476	SAMP-activating enzyme E1
KNKFJOOI_00005	CDS	450				hypothetical protein
KNKFJOOI_00006	CDS	372				hypothetical protein
KNKFJOOI_00007	CDS	279				hypothetical protein
KNKFJOOI_00008	CDS	396	moaE	2.8.1.-	COG0314	putative molybdopterin synthase
KNKFJOOI_00009	CDS	333	cutA		COG1324	Divalent-cation tolerance protein CutA
KNKFJOOI_00010	CDS	348				hypothetical protein
KNKFJOOI_00011	CDS	804	proC	1.5.1.2		Pyrroline-5-carboxylate reductase
KNKFJOOI_00012	CDS	2175	vat_1		COG0464	VCP-like ATPase
KNKFJOOI_00013	CDS	252				hypothetical protein
KNKFJOOI_00014	CDS	210				hypothetical protein
KNKFJOOI_00015	CDS	153				hypothetical protein
KNKFJOOI_00016	CDS	312				hypothetical protein
	repeat_region	927				
KNKFJOOI_00017	CDS	1656	tolB_1			Tol-Pal system protein TolB
KNKFJOOI_00018	CDS	1176	OLA1			Obg-like ATPase 1
KNKFJOOI_00019	CDS	1092				hypothetical protein
KNKFJOOI_00020	CDS	975	mfnF	2.5.1.131	COG1548	(4-{4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine synthase
KNKFJOOI_00021	CDS	1209				hypothetical protein
KNKFJOOI_00022	CDS	1158				hypothetical protein
KNKFJOOI_00023	CDS	546				hypothetical protein
KNKFJOOI_00024	CDS	228				hypothetical protein
KNKFJOOI_00025	CDS	678				queuosine precursor transporter
KNKFJOOI_00026	CDS	318				hypothetical protein
KNKFJOOI_00027	CDS	1275				hypothetical protein
KNKFJOOI_00028	CDS	225				hypothetical protein
KNKFJOOI_00029	CDS	1275	mntH_1			Divalent metal cation transporter MntH
KNKFJOOI_00030	CDS	459			COG1522	putative HTH-type transcriptional regulator
KNKFJOOI_00031	CDS	237				hypothetical protein
KNKFJOOI_00032	CDS	705	mfnB	4.2.3.153	COG1891	(5-formylfuran-3-yl)methyl phosphate synthase
KNKFJOOI_00033	CDS	690				hypothetical protein
KNKFJOOI_00034	CDS	456				hypothetical protein
KNKFJOOI_00035	CDS	492		1.11.1.15		Peroxiredoxin
KNKFJOOI_00036	CDS	360				hypothetical protein
KNKFJOOI_00037	CDS	852				hypothetical protein
KNKFJOOI_00038	CDS	159				hypothetical protein
KNKFJOOI_00039	CDS	2010				hypothetical protein
KNKFJOOI_00040	CDS	594	kdpC_1			Potassium-transporting ATPase KdpC subunit
KNKFJOOI_00041	CDS	2037	kdpB_1	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
KNKFJOOI_00042	CDS	1701	kdpA_1			Potassium-transporting ATPase potassium-binding subunit
KNKFJOOI_00043	CDS	165				hypothetical protein
KNKFJOOI_00044	CDS	597	kdpC_2			Potassium-transporting ATPase KdpC subunit
KNKFJOOI_00045	CDS	2037	kdpB_2	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit
KNKFJOOI_00046	CDS	1701	kdpA_2			Potassium-transporting ATPase potassium-binding subunit
KNKFJOOI_00047	CDS	366				hypothetical protein
KNKFJOOI_00048	CDS	591				hypothetical protein
KNKFJOOI_00049	CDS	1356				hypothetical protein
KNKFJOOI_00050	CDS	111				hypothetical protein
KNKFJOOI_00051	CDS	174				hypothetical protein
KNKFJOOI_00052	CDS	666				hypothetical protein
KNKFJOOI_00053	CDS	936	mtrH_1	2.1.1.86	COG1962	Tetrahydromethanopterin S-methyltransferase subunit H
KNKFJOOI_00054	CDS	246	mtrG	2.1.1.86	COG4064	Tetrahydromethanopterin S-methyltransferase subunit G
KNKFJOOI_00055	CDS	237	mtrF	2.1.1.86	COG4218	Tetrahydromethanopterin S-methyltransferase subunit F
KNKFJOOI_00056	CDS	738	mtrA1	2.1.1.86	COG4063	Tetrahydromethanopterin S-methyltransferase subunit A 1
KNKFJOOI_00057	CDS	360	mtrB	2.1.1.86	COG4062	Tetrahydromethanopterin S-methyltransferase subunit B
KNKFJOOI_00058	CDS	813	mtrC	2.1.1.86	COG4061	Tetrahydromethanopterin S-methyltransferase subunit C
KNKFJOOI_00059	CDS	702	mtrD	2.1.1.86	COG4060	Tetrahydromethanopterin S-methyltransferase subunit D
KNKFJOOI_00060	CDS	906	mtrE	2.1.1.86	COG4059	Tetrahydromethanopterin S-methyltransferase subunit E
KNKFJOOI_00061	CDS	537	carS	2.7.7.67	COG0575	CDP-archaeol synthase
KNKFJOOI_00062	CDS	720				hypothetical protein
KNKFJOOI_00063	CDS	1038	hmgB_1	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
KNKFJOOI_00064	CDS	1164				hypothetical protein
KNKFJOOI_00065	CDS	456				hypothetical protein
KNKFJOOI_00066	CDS	264				hypothetical protein
KNKFJOOI_00067	CDS	1476				hypothetical protein
KNKFJOOI_00068	CDS	1842				hypothetical protein
KNKFJOOI_00069	tRNA	74				tRNA-Thr(ggt)
KNKFJOOI_00070	CDS	1164	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KNKFJOOI_00071	CDS	993				hypothetical protein
KNKFJOOI_00072	CDS	1209	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KNKFJOOI_00073	CDS	1785				hypothetical protein
KNKFJOOI_00074	CDS	729				hypothetical protein
KNKFJOOI_00075	CDS	1005	trm5b	2.1.1.228	COG2520	tRNA (guanine(37)-N1)-methyltransferase Trm5b
KNKFJOOI_00076	CDS	273				hypothetical protein
KNKFJOOI_00077	CDS	522				hypothetical protein
KNKFJOOI_00078	CDS	1356				hypothetical protein
KNKFJOOI_00079	CDS	1374		2.5.1.73	COG1103	O-phospho-L-seryl-tRNA:Cys-tRNA synthase
KNKFJOOI_00080	CDS	1305	metZ_1	2.5.1.-		O-succinylhomoserine sulfhydrylase
KNKFJOOI_00081	CDS	1482	metXA_1	2.3.1.31	COG0517	Homoserine O-acetyltransferase
KNKFJOOI_00082	CDS	207				hypothetical protein
KNKFJOOI_00083	tRNA	77				tRNA-Glu(ttc)
KNKFJOOI_00084	tRNA	75				tRNA-Gln(ttg)
KNKFJOOI_00085	CDS	993	nrpRI		COG1693	Global nitrogen regulator NrpRI
KNKFJOOI_00086	CDS	402	rps6e		COG2125	30S ribosomal protein S6e
KNKFJOOI_00087	CDS	1167		1.3.7.11	COG0644	Digeranylgeranylglycerophospholipid reductase
KNKFJOOI_00088	CDS	1647	ilvD	4.2.1.9		Dihydroxy-acid dehydratase
KNKFJOOI_00089	CDS	549		3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
KNKFJOOI_00090	CDS	1314	cca	2.7.7.72	COG1746	CCA-adding enzyme
KNKFJOOI_00091	CDS	1017				hypothetical protein
KNKFJOOI_00092	CDS	255	atpH			ATP synthase subunit c
KNKFJOOI_00093	CDS	1083	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
KNKFJOOI_00094	CDS	516				hypothetical protein
KNKFJOOI_00095	CDS	2265	lacG	3.2.1.85		6-phospho-beta-galactosidase
KNKFJOOI_00096	CDS	783	gph_1	3.1.3.18		Phosphoglycolate phosphatase
KNKFJOOI_00097	CDS	660				hypothetical protein
KNKFJOOI_00098	CDS	687	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
KNKFJOOI_00099	CDS	990	rtc	6.5.1.5	COG0430	RNA 3'-terminal phosphate cyclase
KNKFJOOI_00100	CDS	834	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KNKFJOOI_00101	CDS	276				hypothetical protein
KNKFJOOI_00102	CDS	1023				hypothetical protein
KNKFJOOI_00103	CDS	276	rpoL	2.7.7.6	COG1761	DNA-directed RNA polymerase subunit L
KNKFJOOI_00104	CDS	561	csl4		COG1096	Exosome complex component Csl4
KNKFJOOI_00105	CDS	591	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
KNKFJOOI_00106	CDS	2355	ycf3_1			Photosystem I assembly protein Ycf3
KNKFJOOI_00107	CDS	1416	prf1		COG1503	Peptide chain release factor subunit 1
KNKFJOOI_00108	CDS	432				hypothetical protein
KNKFJOOI_00109	CDS	768			COG1082	putative protein
KNKFJOOI_00110	CDS	642				hypothetical protein
