	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000517.1_1	QGNH01000517.1	QGNH01000517.1	1	1	1011	-1	D																Concanavalin A-like lectin/glucanases superfamily [PF13385.9]				0	False	MKF
QGNH01000517.1_2	QGNH01000517.1	QGNH01000517.1	2	1012	1482	-1	E																				0	False	F
QGNH01000517.1_3	QGNH01000517.1	QGNH01000517.1	3	1482	2000	-1	E																				0	False	F
QGNH01000517.1_4	QGNH01000517.1	QGNH01000517.1	4	2035	2919	-1	E																				0	False	F
QGNH01000517.1_5	QGNH01000517.1	QGNH01000517.1	5	2961	4952	-1	E																				0	False	F
QGNH01000517.1_6	QGNH01000517.1	QGNH01000517.1	6	4949	5230	-1	E																				0	False	F
QGNH01000517.1_7	QGNH01000517.1	QGNH01000517.1	7	5445	5699	1	E																				0	False	
QGNH01000517.1_8	QGNH01000517.1	QGNH01000517.1	8	5637	6530	-1	E																				0	False	
QGNH01000517.1_9	QGNH01000517.1	QGNH01000517.1	9	6539	8668	-1	E			YP_009221523.1	YP_009221523.1 tail fiber protein (endogenous virus) [Sinorhizobium phage phiLM21]	False	0.435	72.0	1.523e-11												0	False	
QGNH01000517.1_10	QGNH01000517.1	QGNH01000517.1	10	8708	10348	-1	E																				0	False	
QGNH01000517.1_11	QGNH01000517.1	QGNH01000517.1	11	10580	10885	-1	E																				0	False	
QGNH01000517.1_12	QGNH01000517.1	QGNH01000517.1	12	10882	12390	-1	E			YP_004061482.1	YP_004061482.1 hypothetical protein BpV1_052 [Bathycoccus sp. RCC1105 virus BpV1]	False	0.328	72.0	8.338e-12												0	False	
QGNH01000517.1_13	QGNH01000517.1	QGNH01000517.1	13	12390	13526	-1	D			YP_009099588.1	YP_009099588.1 hypothetical protein PPF1_25 [Rhizobium phage vB_RleM_PPF1]	False	0.53	90.0	9.817e-18								Protein of unknown function (DUF2793) [PF10983.11]				0	False	
QGNH01000517.1_14	QGNH01000517.1	QGNH01000517.1	14	13530	14249	-1	D			YP_009099587.1	YP_009099587.1 baseplate wedge subunit [Rhizobium phage vB_RleM_PPF1]	False	0.309	104.0	1.705e-23								Bacteriophage Mu-like, Gp48 [PF10076.12]	VOG02081	sp|P75982|YMFQ_ECOLI Uncharacterized protein YmfQ; Xu	Xu	0	False	
QGNH01000517.1_15	QGNH01000517.1	QGNH01000517.1	15	14242	15342	-1	D			YP_003335796.1	YP_003335796.1 baseplate protein [Escherichia phage D108]	False	0.289	122.0	2.245e-28								Baseplate J-like protein [PF04865.17]	VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xs;Xh	0	False	V
QGNH01000517.1_16	QGNH01000517.1	QGNH01000517.1	16	15344	15844	-1	D																Phage protein GP46 [PF07409.15]	VOG03480	sp|P44239|VG46_HAEIN Mu-like prophage FluMu protein gp46; Xu	Xu	0	False	
QGNH01000517.1_17	QGNH01000517.1	QGNH01000517.1	17	15844	17025	-1	D			NP_700392.1	NP_700392.1 baseplate assembly protein [Salmonella phage ST64B]	False	0.445	91.0	3.634e-18								Bacteriophage Mu Gp45 spike protein [PF06890.15]				0	False	
QGNH01000517.1_18	QGNH01000517.1	QGNH01000517.1	18	17032	18147	-1	E			YP_009147464.1	YP_009147464.1 baseplate hub [Enterobacteria phage SfI]	False	0.199	63.0	2.812e-09									VOG02312	sp|P08558|BP44_BPMU Baseplate hub protein gp44; XhXpXrXs	Xp;Xs;Xh;Xr	0	False	V
QGNH01000517.1_19	QGNH01000517.1	QGNH01000517.1	19	18151	18825	-1	E																				0	False	
QGNH01000517.1_20	QGNH01000517.1	QGNH01000517.1	20	18822	19310	-1	D			YP_008766878.1	YP_008766878.1 DNA circularization [Shigella phage SfIV]	False	0.379	83.0	1.569e-17								DNA circularisation protein N-terminus [PF07157.15]				0	False	
QGNH01000517.1_21	QGNH01000517.1	QGNH01000517.1	21	19823	20083	1	E																				0	False	
QGNH01000517.1_22	QGNH01000517.1	QGNH01000517.1	22	20094	20507	1	E																				0	False	
QGNH01000517.1_23	QGNH01000517.1	QGNH01000517.1	23	20504	23383	-1	D			YP_009098974.1	YP_009098974.1 baseplate hub subunit and tail lysozyme [Caulobacter phage Cr30]	False	0.348	94.0	3.464e-18								Phage tail lysozyme [PF18013.4]				0	False	
QGNH01000517.1_24	QGNH01000517.1	QGNH01000517.1	24	23547	23888	-1	D																Phage tail assembly chaperone proteins, E, or 41 or 14 [PF10109.12]				0	False	
QGNH01000517.1_25	QGNH01000517.1	QGNH01000517.1	25	23889	24266	-1	D																Phage tail tube protein [PF10618.12]				0	False	
QGNH01000517.1_26	QGNH01000517.1	QGNH01000517.1	26	24427	25887	-1	E			YP_009147459.1	YP_009147459.1 tail sheath [Enterobacteria phage SfI]	False	0.372	284.0	1.901e-81									VOG03536	sp|P44233|VPL_HAEIN Mu-like prophage FluMu tail sheath protein; Xu	Xu	0	False	
QGNH01000517.1_27	QGNH01000517.1	QGNH01000517.1	27	26101	26343	-1	E																				0	False	
QGNH01000517.1_28	QGNH01000517.1	QGNH01000517.1	28	26359	26928	-1	E																				0	False	
QGNH01000517.1_29	QGNH01000517.1	QGNH01000517.1	29	26928	27296	-1	E																				0	False	
QGNH01000517.1_30	QGNH01000517.1	QGNH01000517.1	30	27304	27612	-1	E																				0	False	
QGNH01000517.1_31	QGNH01000517.1	QGNH01000517.1	31	27651	28742	-1	D			YP_009639117.1	YP_009639117.1 major head protein [Xylella phage Sano]	False	0.33	185.0	1.5960000000000001e-49								Phage major capsid protein E [PF03864.18]	VOG01069	sp|D6RRG1|CAPSD_BPKPP Major capsid protein; XhXs	Xs;Xh	0	False	V
QGNH01000517.1_32	QGNH01000517.1	QGNH01000517.1	32	28815	29846	-1	D																Bacteriophage lambda head decoration protein D [PF02924.17]				0	False	
QGNH01000517.1_33	QGNH01000517.1	QGNH01000517.1	33	29906	30109	-1	D			YP_010078159.1	YP_010078159.1 endonuclease VII [Ralstonia phage Raharianne]	False	0.546	60.0	3.072e-11								HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]				0	False	
QGNH01000517.1_34	QGNH01000517.1	QGNH01000517.1	34	30114	30731	-1	E																				0	False	
QGNH01000517.1_35	QGNH01000517.1	QGNH01000517.1	35	30761	31579	-1	D			YP_009997195.1	YP_009997195.1 head maturation protease [Ruegeria phage vB_RpoS-V16]	False	0.482	187.0	1.151e-51	MER0321355	S49B	MER0321355 - subfamily S49B unassigned peptidases (Gluconacetobacter sp. SXCC-1) [S49.UPB]#S49B#{peptidase unit: 91-274}~source ZP_08318828~	False	226.0	1.359e-64	0.626	Peptidase family S49 [PF01343.21]; Clp protease [PF00574.26]	VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xs;Xh	0	False	VP
QGNH01000517.1_36	QGNH01000517.1	QGNH01000517.1	36	31579	33306	-1	D			YP_009639121.1	YP_009639121.1 portal protein [Xylella phage Sano]	False	0.356	293.0	1.314e-83								Phage portal protein, lambda family [PF05136.16]	VOG01401	sp|P36272|PORTL_BPP21 Portal protein B; XpXrXs	Xs;Xp;Xr	0	False	V
QGNH01000517.1_37	QGNH01000517.1	QGNH01000517.1	37	33348	33917	1	D			YP_010678253.1	YP_010678253.1 endonuclease VII [Arthrobacter phage Crewmate]	False	0.585	100.0	5.803e-23								Recombination endonuclease VII [PF02945.18]	VOG00073	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	0	False	
QGNH01000517.1_38	QGNH01000517.1	QGNH01000517.1	38	33914	34165	-1	D																gpW [PF02831.18]				0	False	
QGNH01000517.1_39	QGNH01000517.1	QGNH01000517.1	39	34303	34896	-1	E																				0	False	
QGNH01000517.1_40	QGNH01000517.1	QGNH01000517.1	40	34880	35170	-1	E																				0	False	
QGNH01000517.1_41	QGNH01000517.1	QGNH01000517.1	41	35672	35923	-1	E																				0	False	
QGNH01000517.1_42	QGNH01000517.1	QGNH01000517.1	42	35999	37759	-1	D			YP_009167709.1	YP_009167709.1 terminase large subunit [Vibrio phage VP585]	False	0.352	337.0	2.409e-98								Phage terminase large subunit gpA, ATPase domain [PF05876.15]; Terminase large subunit gpA, endonuclease domain [PF20454.1]	VOG00695	sp|P03708|TERL_LAMBD Terminase, large subunit; XhXr	Xh;Xr	0	False	V
QGNH01000517.1_43	QGNH01000517.1	QGNH01000517.1	43	37756	38325	-1	D																Phage DNA packaging protein Nu1 [PF07471.15]				0	False	
QGNH01000517.1_44	QGNH01000517.1	QGNH01000517.1	44	38485	38682	-1	E																				0	False	
QGNH01000517.1_45	QGNH01000517.1	QGNH01000517.1	45	38960	40024	-1	C	K07486	transposase																		0	False	
QGNH01000517.1_46	QGNH01000517.1	QGNH01000517.1	46	40021	40854	-1	E																				0	False	
QGNH01000517.1_47	QGNH01000517.1	QGNH01000517.1	47	40851	41483	-1	E																				0	False	
QGNH01000517.1_48	QGNH01000517.1	QGNH01000517.1	48	41531	41743	-1	E																				0	False	
QGNH01000517.1_49	QGNH01000517.1	QGNH01000517.1	49	41740	42042	-1	E																				0	False	
QGNH01000517.1_50	QGNH01000517.1	QGNH01000517.1	50	42039	42512	-1	E																				0	False	
QGNH01000517.1_51	QGNH01000517.1	QGNH01000517.1	51	42509	42904	-1	E																				0	False	
QGNH01000517.1_52	QGNH01000517.1	QGNH01000517.1	52	42942	43634	-1	E																				0	False	
QGNH01000517.1_53	QGNH01000517.1	QGNH01000517.1	53	43646	45070	-1	C	K02314	replicative DNA helicase [EC:5.6.2.3]	YP_010078131.1	YP_010078131.1 DnaB-like replicative helicase [Ralstonia phage Raharianne]	False	0.271	172.0	5.108e-44								DnaB-like helicase C terminal domain [PF03796.18]; DnaB-like helicase N terminal domain [PF00772.24]	VOG00297	sp|Q8X5V3|DNAB_ECO57 Replicative DNA helicase; XhXr	Xh;Xr	0	False	V
QGNH01000517.1_54	QGNH01000517.1	QGNH01000517.1	54	45358	45609	-1	E																				0	False	
QGNH01000517.1_55	QGNH01000517.1	QGNH01000517.1	55	45606	45824	-1	E																				0	False	
QGNH01000517.1_56	QGNH01000517.1	QGNH01000517.1	56	45817	46275	-1	E																				0	False	
QGNH01000517.1_57	QGNH01000517.1	QGNH01000517.1	57	46259	47104	-1	D																C-5 cytosine-specific DNA methylase [PF00145.20]				0	False	
QGNH01000517.1_58	QGNH01000517.1	QGNH01000517.1	58	47101	47436	-1	E																	VOG04311	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000517.1_59	QGNH01000517.1	QGNH01000517.1	59	47433	47750	-1	D																Bacterial dnaA protein helix-turn-helix [PF08299.14]				0	False	
QGNH01000517.1_60	QGNH01000517.1	QGNH01000517.1	60	47747	48130	-1	D			YP_001686850.1	YP_001686850.1 Holliday junction resolvase [Azospirillum phage Cd]	False	0.431	84.0	2.29e-18								Protein of unknown function (DUF1064) [PF06356.14]				0	False	
QGNH01000517.1_61	QGNH01000517.1	QGNH01000517.1	61	48127	49299	-1	C	K03497	ParB family transcriptional regulator, chromosome partitioning protein	YP_010358373.1	YP_010358373.1 DNA methyltransferase [Halorubrum tailed virus 28]	False	0.437	139.0	6.394e-34								MT-A70 [PF05063.17]	VOG03909	sp|P43641|MTMU_MYCSP Type II methyltransferase M.MunI; XhXp	Xp;Xh	0	False	
QGNH01000517.1_62	QGNH01000517.1	QGNH01000517.1	62	49322	50386	-1	E			YP_009223008.1	YP_009223008.1 hypothetical protein VPLG_00159 [Vibrio phage eugene 12A10]	False	0.42	88.0	3.15e-17									VOG03880	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000517.1_63	QGNH01000517.1	QGNH01000517.1	63	50470	50727	-1	D			YP_010665217.1	YP_010665217.1 hypothetical protein PQB34_gp76 [Ochrobactrum phage POI1126]	False	0.499	69.0	6.474e-14								Uncharacterized protein conserved in bacteria (DUF2312) [PF10073.12]	VOG02322	sp|B9JS29|Y3695_AGRVS UPF0335 protein Avi_3695; Xu	Xu	0	False	
QGNH01000517.1_64	QGNH01000517.1	QGNH01000517.1	64	50724	50924	-1	E																				0	False	
