	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_055767_NC_055767_1	NC_055767	NC_055767	1	158	715	1	E								0
NC_055767_NC_055767_2	NC_055767	NC_055767	2	1319	1720	1	E								0
NC_055767_NC_055767_3	NC_055767	NC_055767	3	1717	3441	1	E								0
NC_055767_NC_055767_4	NC_055767	NC_055767	4	3560	4207	1	E								0
NC_055767_NC_055767_5	NC_055767	NC_055767	5	4204	4581	1	E								0
NC_055767_NC_055767_6	NC_055767	NC_055767	6	4578	4928	1	E								0
NC_055767_NC_055767_7	NC_055767	NC_055767	7	4925	5320	1	E								0
NC_055767_NC_055767_8	NC_055767	NC_055767	8	5313	5531	1	E								0
NC_055767_NC_055767_9	NC_055767	NC_055767	9	5770	6429	1	E								0
NC_055767_NC_055767_10	NC_055767	NC_055767	10	6426	6806	1	E								0
NC_055767_NC_055767_11	NC_055767	NC_055767	11	6812	7087	1	E								0
NC_055767_NC_055767_12	NC_055767	NC_055767	12	7137	7610	1	E								0
NC_055767_NC_055767_13	NC_055767	NC_055767	13	7636	7935	1	E								0
NC_055767_NC_055767_14	NC_055767	NC_055767	14	7944	8327	1	E								0
NC_055767_NC_055767_15	NC_055767	NC_055767	15	8320	8589	1	E								0
NC_055767_NC_055767_16	NC_055767	NC_055767	16	8851	9150	1	E								0
NC_055767_NC_055767_17	NC_055767	NC_055767	17	9171	9872	1	E								0
NC_055767_NC_055767_18	NC_055767	NC_055767	18	9969	10232	1	E								0
NC_055767_NC_055767_19	NC_055767	NC_055767	19	10310	12265	1	E								0
NC_055767_NC_055767_20	NC_055767	NC_055767	20	12283	12468	1	E								0
NC_055767_NC_055767_21	NC_055767	NC_055767	21	12465	12896	1	C	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	HNH endonuclease [PF01844.26]					0
NC_055767_NC_055767_22	NC_055767	NC_055767	22	12917	14644	1	D			Terminase large subunit, ATPase domain [PF03354.18]; Terminase large subunit, endonuclease domain [PF20441.1]					0
NC_055767_NC_055767_23	NC_055767	NC_055767	23	14685	16274	1	E								0
NC_055767_NC_055767_24	NC_055767	NC_055767	24	16271	17662	1	E								0
NC_055767_NC_055767_25	NC_055767	NC_055767	25	17659	18360	1	E								0
NC_055767_NC_055767_26	NC_055767	NC_055767	26	18378	18803	1	D			Bacteriophage lambda head decoration protein D [PF02924.17]					0
NC_055767_NC_055767_27	NC_055767	NC_055767	27	18843	19913	1	D			Phage major capsid protein E [PF03864.18]					0
NC_055767_NC_055767_28	NC_055767	NC_055767	28	19916	20401	1	E								0
NC_055767_NC_055767_29	NC_055767	NC_055767	29	20448	20903	1	E								0
NC_055767_NC_055767_30	NC_055767	NC_055767	30	20903	21295	1	E								0
NC_055767_NC_055767_31	NC_055767	NC_055767	31	21288	21653	1	E								0
NC_055767_NC_055767_32	NC_055767	NC_055767	32	21650	22165	1	E								0
NC_055767_NC_055767_33	NC_055767	NC_055767	33	22194	22877	1	E								0
NC_055767_NC_055767_34	NC_055767	NC_055767	34	22962	23342	1	E								0
NC_055767_NC_055767_35	NC_055767	NC_055767	35	23375	23689	1	E								0
NC_055767_NC_055767_36	NC_055767	NC_055767	36	23848	24177	1	E								0
NC_055767_NC_055767_37	NC_055767	NC_055767	37	24261	29657	1	D			Transglycosylase-like domain [PF06737.17]					0
NC_055767_NC_055767_38	NC_055767	NC_055767	38	29657	30598	1	E								0
NC_055767_NC_055767_39	NC_055767	NC_055767	39	30603	32216	1	E								0
NC_055767_NC_055767_40	NC_055767	NC_055767	40	32257	33384	1	E								0
NC_055767_NC_055767_41	NC_055767	NC_055767	41	33386	35752	1	E								0
NC_055767_NC_055767_42	NC_055767	NC_055767	42	35752	36810	1	E								0
NC_055767_NC_055767_43	NC_055767	NC_055767	43	36786	37088	1	E								0
NC_055767_NC_055767_44	NC_055767	NC_055767	44	37092	37433	1	E								0
NC_055767_NC_055767_45	NC_055767	NC_055767	45	37485	38123	1	D			Peptidase_C39 like family [PF13529.9]					0
NC_055767_NC_055767_46	NC_055767	NC_055767	46	38120	39145	1	C	K03791	putative chitinase	Chitinase class I [PF00182.22]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm	0
NC_055767_NC_055767_47	NC_055767	NC_055767	47	39142	39453	1	E								0
NC_055767_NC_055767_48	NC_055767	NC_055767	48	39522	39956	1	E								0
NC_055767_NC_055767_49	NC_055767	NC_055767	49	39931	40356	1	E								0
NC_055767_NC_055767_50	NC_055767	NC_055767	50	40353	42902	-1	C	K06919	putative DNA primase/helicase	Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]; D5 N terminal like [PF08706.14]; Family of unknown function (DUF5906) [PF19263.2]					0
NC_055767_NC_055767_51	NC_055767	NC_055767	51	42912	43316	-1	E								0
NC_055767_NC_055767_52	NC_055767	NC_055767	52	43617	43889	-1	E								0
NC_055767_NC_055767_53	NC_055767	NC_055767	53	43886	44362	-1	D			Helix-turn-helix domain [PF12728.10]					0
NC_055767_NC_055767_54	NC_055767	NC_055767	54	44392	45123	-1	E								0
NC_055767_NC_055767_55	NC_055767	NC_055767	55	45120	45350	-1	E								0
NC_055767_NC_055767_56	NC_055767	NC_055767	56	45347	45571	-1	E								0
NC_055767_NC_055767_57	NC_055767	NC_055767	57	45571	48882	-1	D			Bacterial DNA polymerase III alpha NTPase domain [PF07733.15]; Bacterial DNA polymerase III alpha subunit finger domain [PF17657.4]; PHP domain [PF02811.22]					0
NC_055767_NC_055767_58	NC_055767	NC_055767	58	48882	49211	-1	E								0
