locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
QGNH01000574.1_1												Hypothetical
QGNH01000574.1_2												Hypothetical
QGNH01000574.1_3			COG2320		phrog_24971		COG:COG2320	169	6.4e-56	181.5		GrpB; 
QGNH01000574.1_4												Hypothetical
QGNH01000574.1_5		K03413	COG4753		phrog_5982	VOG00352	KEGG:K03413	174	2.5e-37	120.9		cheY; two-component system, chemotaxis family, chemotaxis protein CheY
QGNH01000574.1_6												Hypothetical
QGNH01000574.1_7												Hypothetical
QGNH01000574.1_8												Hypothetical
QGNH01000574.1_9												Hypothetical
QGNH01000574.1_10												Hypothetical
QGNH01000574.1_11			COG4373			VOG07294	VOG:VOG07294	515	5.9e-30	96.2		sp|Q05219|VG13_BPML5 Gene 13 protein
QGNH01000574.1_12												Hypothetical
QGNH01000574.1_13		K03798	COG1223		phrog_3757	VOG00842	COG:COG1223	279	1.9e-90	295.8		; 
QGNH01000574.1_14												Hypothetical
QGNH01000574.1_15												Hypothetical
QGNH01000574.1_16												Hypothetical
QGNH01000574.1_17												Hypothetical
QGNH01000574.1_18												Hypothetical
QGNH01000574.1_19												Hypothetical
QGNH01000574.1_20												Hypothetical
QGNH01000574.1_21												Hypothetical
QGNH01000574.1_22												Hypothetical
QGNH01000574.1_23												Hypothetical
QGNH01000574.1_24												Hypothetical
QGNH01000574.1_25												Hypothetical
QGNH01000574.1_26												Hypothetical
QGNH01000574.1_27												Hypothetical
QGNH01000574.1_28					phrog_1216		PHROG:phrog_1216	115	2.4e-09	27.7		portal protein
QGNH01000574.1_29												Hypothetical
QGNH01000574.1_30												Hypothetical
QGNH01000574.1_31					phrog_1216		PHROG:phrog_1216	94	4.2e-11	33.5		portal protein
QGNH01000574.1_32												Hypothetical
QGNH01000574.1_33												Hypothetical
QGNH01000574.1_34												Hypothetical
QGNH01000574.1_35												Hypothetical
QGNH01000574.1_36												Hypothetical
QGNH01000574.1_37												Hypothetical
QGNH01000574.1_38					phrog_1216	VOG00516	PHROG:phrog_1216	780	1.6e-157	517.4		portal protein
QGNH01000574.1_39					phrog_644	VOG04189	VOG:VOG04189	140	5e-23	73.8		REFSEQ hypothetical protein
QGNH01000574.1_40												Hypothetical
QGNH01000574.1_41												Hypothetical
QGNH01000574.1_42												Hypothetical
QGNH01000574.1_43												Hypothetical
QGNH01000574.1_44												Hypothetical
QGNH01000574.1_45												Hypothetical
QGNH01000574.1_46					phrog_3927		PHROG:phrog_3927	364	5.3e-25	80.4		head scaffolding protein
QGNH01000574.1_47					phrog_1328	VOG02591	PHROG:phrog_1328	319	3.5e-105	344.7		major head protein
QGNH01000574.1_48												Hypothetical
QGNH01000574.1_49						VOG17905	VOG:VOG17905	164	6.5e-22	69.9		REFSEQ hypothetical protein
QGNH01000574.1_50												Hypothetical
QGNH01000574.1_51					phrog_2941	VOG09341	PHROG:phrog_2941	202	1.5e-46	150.0		virion structural protein
QGNH01000574.1_52					phrog_3287		PHROG:phrog_3287	487	3.3e-70	228.8		virion structural protein
QGNH01000574.1_53												Hypothetical
QGNH01000574.1_54												Hypothetical
QGNH01000574.1_55												Hypothetical
QGNH01000574.1_56												Hypothetical
QGNH01000574.1_57												Hypothetical
QGNH01000574.1_58												Hypothetical
QGNH01000574.1_59												Hypothetical
