locus_tag	ftype	length_bp	gene	EC_number	COG	product
FHNPPJKC_00001	CDS	207				hypothetical protein
FHNPPJKC_00002	CDS	348				hypothetical protein
FHNPPJKC_00003	CDS	231				hypothetical protein
FHNPPJKC_00004	CDS	249				hypothetical protein
FHNPPJKC_00005	CDS	426				hypothetical protein
FHNPPJKC_00006	CDS	1647				hypothetical protein
FHNPPJKC_00007	CDS	1437				hypothetical protein
FHNPPJKC_00008	CDS	1113				hypothetical protein
FHNPPJKC_00009	CDS	546				hypothetical protein
FHNPPJKC_00010	CDS	1074				hypothetical protein
FHNPPJKC_00011	CDS	444				hypothetical protein
FHNPPJKC_00012	CDS	312				hypothetical protein
FHNPPJKC_00013	CDS	399				hypothetical protein
FHNPPJKC_00014	CDS	504				hypothetical protein
FHNPPJKC_00015	CDS	753				hypothetical protein
FHNPPJKC_00016	CDS	324				hypothetical protein
FHNPPJKC_00017	CDS	180				hypothetical protein
FHNPPJKC_00018	CDS	3324				hypothetical protein
FHNPPJKC_00019	CDS	858				hypothetical protein
FHNPPJKC_00020	CDS	1212				hypothetical protein
FHNPPJKC_00021	CDS	246				hypothetical protein
FHNPPJKC_00022	CDS	1986				hypothetical protein
FHNPPJKC_00023	CDS	501				hypothetical protein
FHNPPJKC_00024	CDS	1347				hypothetical protein
FHNPPJKC_00025	CDS	354				hypothetical protein
FHNPPJKC_00026	CDS	1095				hypothetical protein
FHNPPJKC_00027	CDS	270				hypothetical protein
FHNPPJKC_00028	CDS	261				hypothetical protein
FHNPPJKC_00029	CDS	453				hypothetical protein
FHNPPJKC_00030	CDS	285				hypothetical protein
FHNPPJKC_00031	CDS	957				hypothetical protein
FHNPPJKC_00032	CDS	522				hypothetical protein
FHNPPJKC_00033	CDS	438				hypothetical protein
FHNPPJKC_00034	CDS	477				hypothetical protein
FHNPPJKC_00035	CDS	756				hypothetical protein
FHNPPJKC_00036	CDS	363				hypothetical protein
FHNPPJKC_00037	CDS	135				hypothetical protein
FHNPPJKC_00038	CDS	651				hypothetical protein
FHNPPJKC_00039	CDS	357				hypothetical protein
FHNPPJKC_00040	CDS	159				hypothetical protein
FHNPPJKC_00041	CDS	219				hypothetical protein
FHNPPJKC_00042	CDS	1191				hypothetical protein
FHNPPJKC_00043	CDS	357				hypothetical protein
FHNPPJKC_00044	CDS	399				hypothetical protein
FHNPPJKC_00045	CDS	354				hypothetical protein
FHNPPJKC_00046	CDS	2091				hypothetical protein
FHNPPJKC_00047	CDS	219				hypothetical protein
FHNPPJKC_00048	CDS	177				hypothetical protein
FHNPPJKC_00049	CDS	1578				hypothetical protein
FHNPPJKC_00050	CDS	714		2.1.1.148		putative flavin-dependent thymidylate synthase
FHNPPJKC_00051	CDS	273				hypothetical protein
FHNPPJKC_00052	CDS	123				hypothetical protein
FHNPPJKC_00053	CDS	3483				hypothetical protein
FHNPPJKC_00054	CDS	237				hypothetical protein
FHNPPJKC_00055	CDS	396				hypothetical protein
FHNPPJKC_00056	CDS	453				hypothetical protein
FHNPPJKC_00057	CDS	585				hypothetical protein
FHNPPJKC_00058	CDS	306				hypothetical protein
FHNPPJKC_00059	CDS	243				hypothetical protein
FHNPPJKC_00060	CDS	276				hypothetical protein
FHNPPJKC_00061	CDS	261				hypothetical protein
FHNPPJKC_00062	CDS	357				hypothetical protein
FHNPPJKC_00063	CDS	372				hypothetical protein
FHNPPJKC_00064	CDS	456				hypothetical protein
FHNPPJKC_00065	CDS	204				hypothetical protein
FHNPPJKC_00066	CDS	423				hypothetical protein
FHNPPJKC_00067	CDS	420				hypothetical protein
FHNPPJKC_00068	CDS	126				hypothetical protein
FHNPPJKC_00069	CDS	978				hypothetical protein
FHNPPJKC_00070	CDS	435				hypothetical protein
FHNPPJKC_00071	CDS	120				hypothetical protein
FHNPPJKC_00072	CDS	381				hypothetical protein
