	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_051608_1	NC_051608	NC_051608	1	69	209	1	E			YP_009952054.1	YP_009952054.1 hypothetical protein I5G87_gp01 [Mycobacterium phage Ekdilam]	False	0.967	96	2.888e-24						VOG05797	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_051608_2	NC_051608	NC_051608	2	206	415	1	E			YP_009952055.1	YP_009952055.1 hypothetical protein I5G87_gp02 [Mycobacterium phage Ekdilam]	False	1.0	154	4.005e-44						VOG02589	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_051608_3	NC_051608	NC_051608	3	715	918	1	E			YP_009952056.1	YP_009952056.1 hypothetical protein I5G87_gp03 [Mycobacterium phage Ekdilam]	False	0.957	137	4.068e-38						VOG01674	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_051608_4	NC_051608	NC_051608	4	911	1138	1	E			YP_009952057.1	YP_009952057.1 terminase small subunit [Mycobacterium phage Ekdilam]	False	0.933	149	4.554000000000001e-42						VOG01315	REFSEQ terminase small subunit; Xu	Xu	0	False	F
NC_051608_5	NC_051608	NC_051608	5	1110	2546	1	D			YP_009952058.1	YP_009952058.1 terminase [Mycobacterium phage Ekdilam]	True	0.978	979	8.2e-322	Terminase large subunit, endonuclease domain [PF20441.1]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
NC_051608_6	NC_051608	NC_051608	6	2558	4111	1	D			YP_009952059.1	YP_009952059.1 portal protein [Mycobacterium phage Ekdilam]	True	0.95	1034	0.0	Phage portal protein, SPP1 Gp6-like [PF05133.17]					VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xs;Xp;Xr	0	False	VF
NC_051608_7	NC_051608	NC_051608	7	4056	6641	1	E			YP_009952060.1	YP_009952060.1 head maturation protease [Mycobacterium phage Ekdilam]	True	0.923	1663	0.0						VOG02585	sp|Q04765|VSP1_BPLLH Structural protein; Xs	Xs	0	False	VF
NC_051608_8	NC_051608	NC_051608	8	6638	6826	1	E			YP_009952061.1	YP_009952061.1 hypothetical protein I5G87_gp08 [Mycobacterium phage Ekdilam]	False	0.999	133	7.497e-37						VOG00140	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_051608_9	NC_051608	NC_051608	9	6928	7482	1	E			YP_009952062.1	YP_009952062.1 head scaffolding protein [Mycobacterium phage Ekdilam]	False	0.891	344	2.021e-107						VOG08006	sp|Q05222|SCAF_BPML5 Probable capsid assembly scaffolding protein; Xs	Xs	0	False	V
NC_051608_10	NC_051608	NC_051608	10	7548	8483	1	D			YP_009952063.1	YP_009952063.1 major capsid protein [Mycobacterium phage Ekdilam]	True	0.912	595	6.397e-192	Phage capsid family [PF05065.16]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
NC_051608_11	NC_051608	NC_051608	11	8652	9026	1	E			YP_009952064.1	YP_009952064.1 head-to-tail adaptor [Mycobacterium phage Ekdilam]	False	0.921	241	3.711e-73						VOG00419	sp|Q05225|VG19_BPML5 Gene 19 protein; Xu	Xu	0	False	
NC_051608_12	NC_051608	NC_051608	12	9026	9418	1	E			YP_009952065.1	YP_009952065.1 head-tail adaptor [Mycobacterium phage Ekdilam]	False	1.0	284	7.617999999999999e-88						VOG00901	sp|O64214|VG20_BPMD2 Gene 20 protein; Xu	Xu	0	False	
NC_051608_13	NC_051608	NC_051608	13	9408	9686	1	E			YP_009952066.1	YP_009952066.1 neck protein [Mycobacterium phage Ekdilam]	False	0.954	187	6.816000000000001e-55						VOG00560	sp|Q05227|VG21_BPML5 Gene 21 protein; Xu	Xu	0	False	
NC_051608_14	NC_051608	NC_051608	14	9683	10099	1	E			YP_009952067.1	YP_009952067.1 tail terminator [Mycobacterium phage Ekdilam]	False	0.991	291	3.818e-90						VOG00096	sp|O64216|VG22_BPMD2 Gene 22 protein; Xu	Xu	0	False	
NC_051608_15	NC_051608	NC_051608	15	10249	10860	1	E			YP_009952068.1	YP_009952068.1 major tail protein [Mycobacterium phage Ekdilam]	True	0.949	407	5.974e-129						VOG00135	sp|Q05229|VG23_BPML5 Major tail protein Gp23; Xs	Xs	0	False	V
NC_051608_16	NC_051608	NC_051608	16	11036	11491	1	E			YP_009952070.1	YP_009952070.1 tail assembly chaperone [Mycobacterium phage Ekdilam]	False	0.963	308	9.08e-96						VOG08342	REFSEQ tail assembly chaperone; Xu	Xu	0	False	
NC_051608_17	NC_051608	NC_051608	17	11674	11907	1	E			YP_009952069.1	YP_009952069.1 tail assembly chaperone [Mycobacterium phage Ekdilam]	False	0.97	160	9.778e-46									0	False	
NC_051608_18	NC_051608	NC_051608	18	11907	16097	1	D			YP_009952071.1	YP_009952071.1 endolysin [Mycobacterium phage Ekdilam]	True	0.915	2668	0.0	Tape measure protein [PF20155.2]					VOG06180	REFSEQ tail length tape measure protein; Xu	Xu	0	False	
NC_051608_19	NC_051608	NC_051608	19	16204	17340	1	E			YP_009952072.1	YP_009952072.1 minor tail protein [Mycobacterium phage Ekdilam]	True	1.0	828	1.4060000000000002e-271									0	False	
NC_051608_20	NC_051608	NC_051608	20	17340	19106	1	E			YP_009952073.1	YP_009952073.1 minor tail protein [Mycobacterium phage Ekdilam]	True	0.99	1230	0.0						VOG02068	sp|Q05235|VG28_BPML5 Minor tail protein Gp28; Xu	Xu	0	False	
NC_051608_21	NC_051608	NC_051608	21	19106	19603	1	E			YP_009952074.1	YP_009952074.1 minor tail protein [Mycobacterium phage Ekdilam]	False	0.964	337	1.75e-105						VOG08343	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_051608_22	NC_051608	NC_051608	22	19682	20764	1	E			YP_009952075.1	YP_009952075.1 minor tail protein [Mycobacterium phage Ekdilam]	True	0.986	751	4.026e-245						VOG08267	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_051608_23	NC_051608	NC_051608	23	20770	21084	1	E			YP_009952076.1	YP_009952076.1 minor tail protein [Mycobacterium phage Ekdilam]	False	0.998	222	1.018e-66						VOG04601	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_051608_24	NC_051608	NC_051608	24	21084	23462	1	E			YP_009952077.1	YP_009952077.1 minor tail protein [Mycobacterium phage Ekdilam]	True	0.953	1587	0.0						VOG00660	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_051608_25	NC_051608	NC_051608	25	23459	24463	1	E			YP_009952078.1	YP_009952078.1 minor tail protein [Mycobacterium phage Ekdilam]	True	0.854	592	1.686e-190						VOG08021	sp|Q05241|VG32_BPML5 Gene 32 protein; Xu	Xu	0	False	
NC_051608_26	NC_051608	NC_051608	26	24557	24928	1	E			YP_009952079.1	YP_009952079.1 head protein [Mycobacterium phage Ekdilam]	False	0.932	243	1.371e-73						VOG04042	REFSEQ head protein; Xu	Xu	0	False	
NC_051608_27	NC_051608	NC_051608	27	24950	26653	1	C	K03791	putative chitinase	YP_009952080.1	YP_009952080.1 endolysin [Mycobacterium phage Ekdilam]	True	0.989	1185	0.0	Chitinase class I [PF00182.22]; Peptidase_C39 like family [PF13529.9]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm	VOG34984	REFSEQ endolysin; Xu	Xu	0	False	
NC_051608_28	NC_051608	NC_051608	28	26662	27390	1	D			YP_009952081.1	YP_009952081.1 lysin B [Mycobacterium phage Ekdilam]	True	0.976	500	1.8000000000000002e-160	Cutinase [PF01083.25]; PE-PPE domain [PF08237.14]					VOG00985	sp|O64205|LYSB_BPMD2 Endolysin B; XhXp	Xp;Xh	0	False	
NC_051608_29	NC_051608	NC_051608	29	27401	27862	1	E			YP_009952082.1	YP_009952082.1 holin [Mycobacterium phage Ekdilam]	False	0.946	306	4.844e-95						VOG00090	REFSEQ holin; Xu	Xu	0	False	
NC_051608_30	NC_051608	NC_051608	30	27859	28200	1	E			YP_009952083.1	YP_009952083.1 hypothetical protein I5G87_gp30 [Mycobacterium phage Ekdilam]	False	0.927	222	1.5799999999999998e-66						VOG02094	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_051608_31	NC_051608	NC_051608	31	28435	29565	1	E			YP_009952085.1	YP_009952085.1 MRE11 double-strand break endo/exonuclease [Mycobacterium phage Ekdilam]	True	0.984	782	1.317e-255						VOG02246	sp|O31948|YONJ_BACSU SPbeta prophage-derived uncharacterized protein YonJ; Xu	Xu	0	False	
NC_051608_32	NC_051608	NC_051608	32	29565	29792	1	E			YP_009952086.1	YP_009952086.1 hypothetical protein I5G87_gp33 [Mycobacterium phage Ekdilam]	False	0.968	155	2.876e-44						VOG03554	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_051608_33	NC_051608	NC_051608	33	29980	30399	1	E			YP_009952087.1	YP_009952087.1 HTH DNA binding protein [Mycobacterium phage Ekdilam]	False	0.908	266	2.393e-81						VOG00369	REFSEQ HTH DNA binding protein; Xu	Xu	0	False	
NC_051608_34	NC_051608	NC_051608	34	30396	30680	1	E			YP_009952088.1	YP_009952088.1 hypothetical protein I5G87_gp35 [Mycobacterium phage Ekdilam]	False	0.995	200	2.211e-59						VOG08344	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_051608_35	NC_051608	NC_051608	35	31037	31912	1	E			YP_009952090.1	YP_009952090.1 queuine tRNA-ribosyltransferase [Mycobacterium phage Ekdilam]	True	1.0	621	1.23e-201						VOG08487	REFSEQ queuine tRNA-ribosyltransferase; Xu	Xu	0	False	
NC_051608_36	NC_051608	NC_051608	36	32465	33844	1	C	K14059	integrase	YP_009952092.1	YP_009952092.1 endonuclease [Mycobacterium phage Ekdilam]	True	0.966	935	5.188e-307	Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF14659.9]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	V
NC_051608_37	NC_051608	NC_051608	37	33855	34130	1	E			YP_009952093.1	YP_009952093.1 hypothetical protein I5G87_gp40 [Mycobacterium phage Ekdilam]	False	0.925	179	4.972e-52						VOG18446	REFSEQ hypothetical protein; Xu	Xu	0	False	
