	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000891.1_1	QGNH01000891.1	QGNH01000891.1	1	1	693	1	E	NP_958711.1	NP_958711.1 DNA polymerase [Bordetella phage BPP-1]	False	0.415	143.0	4.006e-37									0	False	F
QGNH01000891.1_2	QGNH01000891.1	QGNH01000891.1	2	647	808	1	E															0	False	F
QGNH01000891.1_3	QGNH01000891.1	QGNH01000891.1	3	810	1325	1	D	YP_009957435.1	YP_009957435.1 HNH endonuclease [Mycobacterium phage Galactic]	False	0.427	102.0	8.804e-24	HNH endonuclease [PF13392.9]; NUMOD4 motif [PF07463.14]								0	False	F
QGNH01000891.1_4	QGNH01000891.1	QGNH01000891.1	4	1325	1546	1	E															0	False	F
QGNH01000891.1_5	QGNH01000891.1	QGNH01000891.1	5	1536	1844	1	E	NP_958712.1	NP_958712.1 endonuclease [Bordetella phage BPP-1]	False	0.38	63.0	1.555e-11									0	False	F
QGNH01000891.1_6	QGNH01000891.1	QGNH01000891.1	6	1826	3295	1	D	NP_958716.1	NP_958716.1 DNA helicase [Bordetella phage BPP-1]	True	0.498	441.0	1.873e-135	SNF2-related domain [PF00176.26]					VOG00205	sp|Q9T1Q7|VP41_BPAPS Putative protein p41; Xu	Xu	0	False	F
QGNH01000891.1_7	QGNH01000891.1	QGNH01000891.1	7	3285	3440	1	E															0	False	F
QGNH01000891.1_8	QGNH01000891.1	QGNH01000891.1	8	3437	3661	1	E															0	False	F
QGNH01000891.1_9	QGNH01000891.1	QGNH01000891.1	9	3661	4152	1	D	YP_009811783.1	YP_009811783.1 endolysin; inhibits RNA polymerase [Curvibacter phage P26059B]	False	0.522	107.0	1.105e-25	dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]					VOG06967	REFSEQ putative protein 580; Xu	Xu	0	False	F
QGNH01000891.1_10	QGNH01000891.1	QGNH01000891.1	10	4169	4348	1	E															0	False	F
