	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000047.1_1	QGNH01000047.1	QGNH01000047.1	1	1	168	-1	E											0	False	F
QGNH01000047.1_2	QGNH01000047.1	QGNH01000047.1	2	234	620	-1	E											0	False	F
QGNH01000047.1_3	QGNH01000047.1	QGNH01000047.1	3	617	1345	-1	E											0	False	F
QGNH01000047.1_4	QGNH01000047.1	QGNH01000047.1	4	1338	3698	-1	E	YP_007003410.1	YP_007003410.1 tail protein with lysin activity [Bacillus phage SP-10]	False	0.208	70.0	5.379e-11					0	False	F
QGNH01000047.1_5	QGNH01000047.1	QGNH01000047.1	5	3703	5667	-1	E											0	False	F
QGNH01000047.1_6	QGNH01000047.1	QGNH01000047.1	6	5667	6023	-1	E											0	False	
QGNH01000047.1_7	QGNH01000047.1	QGNH01000047.1	7	6036	6407	-1	E											0	False	
QGNH01000047.1_8	QGNH01000047.1	QGNH01000047.1	8	6446	6931	-1	E											0	False	
QGNH01000047.1_9	QGNH01000047.1	QGNH01000047.1	9	6960	8657	-1	E											0	False	
QGNH01000047.1_10	QGNH01000047.1	QGNH01000047.1	10	8743	8949	-1	E											0	False	
QGNH01000047.1_11	QGNH01000047.1	QGNH01000047.1	11	8960	9670	-1	E											0	False	
QGNH01000047.1_12	QGNH01000047.1	QGNH01000047.1	12	9671	10441	-1	E	YP_007003402.1	YP_007003402.1 hypothetical protein F373_gp145 [Bacillus phage SP-10]	False	0.332	83.0	2.13e-16		VOG07389	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000047.1_13	QGNH01000047.1	QGNH01000047.1	13	10442	11197	-1	E								VOG02665	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01000047.1_14	QGNH01000047.1	QGNH01000047.1	14	11201	11983	-1	E	YP_007003400.1	YP_007003400.1 tail fiber protein [Bacillus phage SP-10]	False	0.264	92.0	2.159e-19		VOG07388	REFSEQ tail fiber protein; Xu	Xu	0	False	
QGNH01000047.1_15	QGNH01000047.1	QGNH01000047.1	15	12105	12458	-1	E											0	False	
QGNH01000047.1_16	QGNH01000047.1	QGNH01000047.1	16	12615	14108	-1	E	YP_007003398.1	YP_007003398.1 major head protein [Bacillus phage SP-10]	False	0.329	254.0	3.146e-71		VOG02591	sp|Q6Y7S3|CAPSD_BPPGK Major capsid protein; Xs	Xs	0	False	V
QGNH01000047.1_17	QGNH01000047.1	QGNH01000047.1	17	14179	15066	-1	E											0	False	F
QGNH01000047.1_18	QGNH01000047.1	QGNH01000047.1	18	15255	16280	-1	E	YP_009626633.1	YP_009626633.1 head maturation protease [Bacillus phage BM15]	False	0.319	86.0	1.149e-16		VOG02183	sp|D3WAC4|PRO_BPLP2 Probable capsid maturation protease; XhXs	Xh;Xs	0	False	VF
QGNH01000047.1_19	QGNH01000047.1	QGNH01000047.1	19	16264	16440	-1	E											0	False	F
QGNH01000047.1_20	QGNH01000047.1	QGNH01000047.1	20	16437	18746	-1	D							Eukaryotic DNA topoisomerase I, catalytic core [PF01028.23]	VOG00976	sp|P68697|TOP1_VACCC DNA topoisomerase 1B; XhXs	Xh;Xs	0	False	VF
QGNH01000047.1_21	QGNH01000047.1	QGNH01000047.1	21	18736	19899	-1	D							NUDIX domain [PF00293.31]	VOG00917	sp|Q91FB1|VF414_IIV6 Putative hydrolase 414L; Xu	Xu	0	False	F
