	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001805.1_1	QGNH01001805.1	QGNH01001805.1	1	40	204	1	E																				0	False	F
QGNH01001805.1_2	QGNH01001805.1	QGNH01001805.1	2	218	361	1	E																				0	False	F
QGNH01001805.1_3	QGNH01001805.1	QGNH01001805.1	3	366	860	1	E																				0	False	F
QGNH01001805.1_4	QGNH01001805.1	QGNH01001805.1	4	1033	1194	1	E																				0	False	F
QGNH01001805.1_5	QGNH01001805.1	QGNH01001805.1	5	1354	1590	1	E																				0	False	F
QGNH01001805.1_6	QGNH01001805.1	QGNH01001805.1	6	2551	2733	1	E																				0	False	F
QGNH01001805.1_7	QGNH01001805.1	QGNH01001805.1	7	2763	3254	1	E			YP_009602975.1	YP_009602975.1 HNH endonuclease [Arthrobacter phage Wayne]	False	0.489	82.0	3.034e-17												0	False	F
QGNH01001805.1_8	QGNH01001805.1	QGNH01001805.1	8	3523	4731	1	D			YP_006907179.1	YP_006907179.1 portal protein [Streptomyces phage TG1]	False	0.262	82.0	4.014e-15								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xr;Xs;Xp;Xh	0	False	VF
QGNH01001805.1_9	QGNH01001805.1	QGNH01001805.1	9	4731	4958	1	E																				0	False	F
QGNH01001805.1_10	QGNH01001805.1	QGNH01001805.1	10	4972	5583	1	E																				0	False	F
QGNH01001805.1_11	QGNH01001805.1	QGNH01001805.1	11	5673	6107	1	D			YP_009149741.1	YP_009149741.1 endonuclease VII [Bacillus phage BCP8-2]	False	0.373	83.0	8.255e-18								HNH endonuclease [PF01844.26]; HNH endonuclease [PF14279.9]; HNH endonuclease [PF13395.9]; Recombination endonuclease VII [PF02945.18]	VOG00049	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	0	False	F
QGNH01001805.1_12	QGNH01001805.1	QGNH01001805.1	12	6104	8350	1	C	K06904	uncharacterized protein	YP_010754217.1	YP_010754217.1 capsid maturation protease [Streptomyces phage Chymera]	False	0.255	74.0	5.462e-12	MER0221453	S78	MER0221453 - prohead peptidase (bacteriophage T5) (Desulfarculus baarsii) [S78.002]#S78#{peptidase unit: 28-153}~source YP_003809229~	False	104.0	4.064e-21	0.419	Caudovirus prohead serine protease [PF04586.20]				0	False	PF
QGNH01001805.1_13	QGNH01001805.1	QGNH01001805.1	13	8404	9648	1	D			NP_536362.1	NP_536362.1 major capsid protein [Burkholderia phage phiE125]	False	0.401	248.0	3.255e-70								Phage capsid family [PF05065.16]	VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	VF
QGNH01001805.1_14	QGNH01001805.1	QGNH01001805.1	14	9663	10289	1	E																				0	False	F
QGNH01001805.1_15	QGNH01001805.1	QGNH01001805.1	15	10298	10504	1	E																				0	False	F
