	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_022328.1_NC_022328.1_1	NC_022328.1	NC_022328.1	1	1	798	1	E				0
NC_022328.1_NC_022328.1_2	NC_022328.1	NC_022328.1	2	785	1753	1	E				0
NC_022328.1_NC_022328.1_3	NC_022328.1	NC_022328.1	3	1807	2391	1	D			P-loop Nucleotide Kinase3 [PF18751.4]	0
NC_022328.1_NC_022328.1_4	NC_022328.1	NC_022328.1	4	2384	4132	1	D			Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	0
NC_022328.1_NC_022328.1_5	NC_022328.1	NC_022328.1	5	4129	4695	-1	C	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]	Crossover junction endodeoxyribonuclease RuvC [PF02075.20]	0
NC_022328.1_NC_022328.1_6	NC_022328.1	NC_022328.1	6	4730	5164	1	D			Protein of unknown function (DUF1360) [PF07098.14]	0
NC_022328.1_NC_022328.1_7	NC_022328.1	NC_022328.1	7	5194	7086	1	E				0
NC_022328.1_NC_022328.1_8	NC_022328.1	NC_022328.1	8	7184	9709	1	E				0
NC_022328.1_NC_022328.1_9	NC_022328.1	NC_022328.1	9	9709	9933	1	E				0
NC_022328.1_NC_022328.1_10	NC_022328.1	NC_022328.1	10	10044	11843	1	E				0
NC_022328.1_NC_022328.1_11	NC_022328.1	NC_022328.1	11	11939	12730	1	E				0
NC_022328.1_NC_022328.1_12	NC_022328.1	NC_022328.1	12	12742	13599	1	E				0
NC_022328.1_NC_022328.1_13	NC_022328.1	NC_022328.1	13	13603	14004	1	E				0
NC_022328.1_NC_022328.1_14	NC_022328.1	NC_022328.1	14	14052	14372	1	E				0
NC_022328.1_NC_022328.1_15	NC_022328.1	NC_022328.1	15	14369	14977	1	E				0
NC_022328.1_NC_022328.1_16	NC_022328.1	NC_022328.1	16	15062	15868	1	E				0
NC_022328.1_NC_022328.1_17	NC_022328.1	NC_022328.1	17	15937	16224	-1	E				0
