	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000165.1_1	QGNH01000165.1	QGNH01000165.1	1	43	414	1	E											0	False	F
QGNH01000165.1_2	QGNH01000165.1	QGNH01000165.1	2	486	806	-1	E											0	False	F
QGNH01000165.1_3	QGNH01000165.1	QGNH01000165.1	3	827	1303	-1	D							Tyrosine phosphatase family [PF03162.16]; Dual specificity phosphatase, catalytic domain [PF00782.23]; Tyrosine phosphatase family [PF13350.9]				0	False	F
QGNH01000165.1_4	QGNH01000165.1	QGNH01000165.1	4	1641	2057	-1	E											0	False	F
QGNH01000165.1_5	QGNH01000165.1	QGNH01000165.1	5	2108	2488	-1	E											0	False	F
QGNH01000165.1_6	QGNH01000165.1	QGNH01000165.1	6	2528	2881	-1	E											0	False	F
QGNH01000165.1_7	QGNH01000165.1	QGNH01000165.1	7	2918	3253	-1	E											0	False	F
QGNH01000165.1_8	QGNH01000165.1	QGNH01000165.1	8	3292	9516	-1	E	YP_010676965.1	YP_010676965.1 DNA methylase subunit [Shewanella phage X14]	False	0.325	145.0	5.3000000000000004e-33					0	False	F
QGNH01000165.1_9	QGNH01000165.1	QGNH01000165.1	9	9528	11648	-1	E											0	False	
QGNH01000165.1_10	QGNH01000165.1	QGNH01000165.1	10	11660	12535	-1	E											0	False	
QGNH01000165.1_11	QGNH01000165.1	QGNH01000165.1	11	12565	13980	-1	E											0	False	
QGNH01000165.1_12	QGNH01000165.1	QGNH01000165.1	12	13981	14832	-1	E											0	False	
QGNH01000165.1_13	QGNH01000165.1	QGNH01000165.1	13	14845	15696	-1	D	YP_009604381.1	YP_009604381.1 virion structural protein [Pseudomonas phage phiR18]	False	0.303	61.0	4.184e-09	Carbohydrate binding domain [PF02018.20]				0	False	
QGNH01000165.1_14	QGNH01000165.1	QGNH01000165.1	14	15715	17004	-1	E	YP_009030541.1	YP_009030541.1 head closure Hc3 [Pseudomonas phage KPP25]	False	0.215	96.0	2.18e-19		VOG17472	REFSEQ head closure Hc3; Xu	Xu	0	False	
QGNH01000165.1_15	QGNH01000165.1	QGNH01000165.1	15	17004	17339	-1	E											0	False	
QGNH01000165.1_16	QGNH01000165.1	QGNH01000165.1	16	17352	17741	-1	E											0	False	
QGNH01000165.1_17	QGNH01000165.1	QGNH01000165.1	17	17952	18269	1	E											0	False	
QGNH01000165.1_18	QGNH01000165.1	QGNH01000165.1	18	18466	19173	-1	E											0	False	
QGNH01000165.1_19	QGNH01000165.1	QGNH01000165.1	19	19307	19780	1	E											0	False	
QGNH01000165.1_20	QGNH01000165.1	QGNH01000165.1	20	20385	20888	-1	E											0	False	
QGNH01000165.1_21	QGNH01000165.1	QGNH01000165.1	21	20950	21753	-1	E											0	False	
QGNH01000165.1_22	QGNH01000165.1	QGNH01000165.1	22	21907	22560	-1	D							Methyltransferase domain [PF13578.9]; O-methyltransferase [PF01596.20]				0	False	MK
QGNH01000165.1_23	QGNH01000165.1	QGNH01000165.1	23	22553	23506	-1	E											0	False	
QGNH01000165.1_24	QGNH01000165.1	QGNH01000165.1	24	23457	23978	-1	D							Methyltransferase domain [PF13578.9]	VOG09710	sp|Q5UPK3|YR132_MIMIV Uncharacterized protein R132; Xu	Xu	0	False	
QGNH01000165.1_25	QGNH01000165.1	QGNH01000165.1	25	23975	24940	-1	E											0	False	
QGNH01000165.1_26	QGNH01000165.1	QGNH01000165.1	26	24944	25801	-1	E											0	False	
QGNH01000165.1_27	QGNH01000165.1	QGNH01000165.1	27	25856	26359	-1	D	YP_002284346.1	YP_002284346.1 methyltransferase [Pseudomonas phage PAJU2]	False	0.262	64.0	4.135e-11	Methyltransferase domain [PF13489.9]	VOG24096	REFSEQ methyltransferase; Xu	Xu	0	False	
QGNH01000165.1_28	QGNH01000165.1	QGNH01000165.1	28	26380	27288	-1	E											0	False	F
QGNH01000165.1_29	QGNH01000165.1	QGNH01000165.1	29	27864	28373	-1	E											0	False	F
QGNH01000165.1_30	QGNH01000165.1	QGNH01000165.1	30	28395	30275	-1	D	YP_009831957.1	YP_009831957.1 major head protein [Aeribacillus phage AP45]	False	0.248	93.0	3.681e-18	Phage capsid protein [PF19821.2]; P22 coat protein - gene protein 5 [PF11651.11]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xr;Xs	0	False	VF
QGNH01000165.1_31	QGNH01000165.1	QGNH01000165.1	31	30389	30553	-1	E											0	False	F
QGNH01000165.1_32	QGNH01000165.1	QGNH01000165.1	32	30570	31646	-1	E											0	False	F
QGNH01000165.1_33	QGNH01000165.1	QGNH01000165.1	33	31761	32021	-1	E											0	False	F
