	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000539.1_1	QGNH01000539.1	QGNH01000539.1	1	3	1379	-1	D	YP_009860210.1	YP_009860210.1 DEAD/DEAH box helicase [Leptospira phage LE1]	False	0.264	146.0	2.0300000000000002e-35	Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]; SWI2/SNF2 ATPase [PF18766.4]; DEAD/DEAH box helicase [PF00270.32]; SNF2-related domain [PF00176.26]					VOG00203	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	F
QGNH01000539.1_2	QGNH01000539.1	QGNH01000539.1	2	1383	2459	-1	E															0	False	F
QGNH01000539.1_3	QGNH01000539.1	QGNH01000539.1	3	2796	3281	-1	D	YP_009303225.1	YP_009303225.1 hypothetical protein KCH39_gp099 [Mycobacterium phage Bipper]	False	0.432	120.0	3.193e-30	Protein of unknown function (DUF1643) [PF07799.15]					VOG13506	REFSEQ DUF1643 domain-containing protein; Xu	Xu	0	False	F
QGNH01000539.1_4	QGNH01000539.1	QGNH01000539.1	4	3278	3475	-1	E															0	False	F
QGNH01000539.1_5	QGNH01000539.1	QGNH01000539.1	5	3492	3707	-1	E															0	False	F
QGNH01000539.1_6	QGNH01000539.1	QGNH01000539.1	6	3719	4792	-1	E															0	False	F
QGNH01000539.1_7	QGNH01000539.1	QGNH01000539.1	7	4789	5217	-1	E															0	False	F
QGNH01000539.1_8	QGNH01000539.1	QGNH01000539.1	8	5214	6155	-1	D	YP_009276588.1	YP_009276588.1 AAA ATPase [Gordonia phage BritBrat]	False	0.474	202.0	3.5520000000000007e-56	AAA domain [PF13479.9]					VOG01067	sp|P44662|Y361_HAEIN Probable iron transport system ATP-binding protein HI_0361; Xh	Xh	0	False	
QGNH01000539.1_9	QGNH01000539.1	QGNH01000539.1	9	6157	6648	-1	D	YP_009606500.1	YP_009606500.1 Mu Gam-like end protection [Brevibacillus phage Jimmer2]	False	0.27	63.0	1.272e-10	Siphovirus Gp157 [PF05565.14]					VOG09135	REFSEQ Mu Gam-like end protection; Xu	Xu	0	False	
QGNH01000539.1_10	QGNH01000539.1	QGNH01000539.1	10	6645	6836	-1	E															0	False	
QGNH01000539.1_11	QGNH01000539.1	QGNH01000539.1	11	6833	7168	-1	E												VOG00040	sp|P14107|Y8K6_BPP22 Uncharacterized 8.6 kDa protein in ral-gp17 intergenic region; Xu	Xu	0	False	
QGNH01000539.1_12	QGNH01000539.1	QGNH01000539.1	12	7183	7452	-1	E															0	False	
QGNH01000539.1_13	QGNH01000539.1	QGNH01000539.1	13	7452	7655	-1	E															0	False	
QGNH01000539.1_14	QGNH01000539.1	QGNH01000539.1	14	7652	7900	-1	E															0	False	
QGNH01000539.1_15	QGNH01000539.1	QGNH01000539.1	15	7957	8169	-1	E															0	False	
QGNH01000539.1_16	QGNH01000539.1	QGNH01000539.1	16	8304	8498	1	D							Helix-turn-helix domain [PF12728.10]								0	False	
QGNH01000539.1_17	QGNH01000539.1	QGNH01000539.1	17	8510	8683	1	E															0	False	
QGNH01000539.1_18	QGNH01000539.1	QGNH01000539.1	18	8706	8921	-1	E															0	False	
QGNH01000539.1_19	QGNH01000539.1	QGNH01000539.1	19	9004	9228	-1	E															0	False	
