locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJMKCNLF_00001	CDS	399				hypothetical protein
IJMKCNLF_00002	CDS	213				hypothetical protein
IJMKCNLF_00003	CDS	345				hypothetical protein
IJMKCNLF_00004	CDS	900				hypothetical protein
IJMKCNLF_00005	CDS	990				hypothetical protein
IJMKCNLF_00006	CDS	426				hypothetical protein
IJMKCNLF_00007	CDS	444				hypothetical protein
IJMKCNLF_00008	CDS	228				hypothetical protein
IJMKCNLF_00009	CDS	567				hypothetical protein
IJMKCNLF_00010	CDS	435		2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
IJMKCNLF_00011	tRNA	85				tRNA-Leu(tag)
IJMKCNLF_00012	tRNA	77				tRNA-Met(cat)
IJMKCNLF_00013	CDS	912				hypothetical protein
IJMKCNLF_00014	CDS	1401	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
IJMKCNLF_00015	CDS	1968				hypothetical protein
IJMKCNLF_00016	CDS	651	yxdL		COG1136	ABC transporter ATP-binding protein YxdL
IJMKCNLF_00017	CDS	408				hypothetical protein
IJMKCNLF_00018	CDS	828				hypothetical protein
IJMKCNLF_00019	CDS	1005	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
IJMKCNLF_00020	CDS	909	rssB_1			Regulator of RpoS
IJMKCNLF_00021	tRNA	85				tRNA-Leu(gag)
IJMKCNLF_00022	CDS	1329	yhaP		COG1668	putative protein YhaP
IJMKCNLF_00023	CDS	900		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
IJMKCNLF_00024	CDS	336				hypothetical protein
IJMKCNLF_00025	CDS	1038	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
IJMKCNLF_00026	CDS	462				hypothetical protein
IJMKCNLF_00027	CDS	1164				hypothetical protein
IJMKCNLF_00028	CDS	543				hypothetical protein
IJMKCNLF_00029	CDS	417				hypothetical protein
IJMKCNLF_00030	CDS	2136	yhgF		COG2183	Protein YhgF
IJMKCNLF_00031	CDS	615				hypothetical protein
IJMKCNLF_00032	CDS	2169	pbpB		COG0768	Penicillin-binding protein 2B
IJMKCNLF_00033	CDS	288	ftsL			Cell division protein FtsL
IJMKCNLF_00034	CDS	909	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
IJMKCNLF_00035	CDS	435	mraZ			Transcriptional regulator MraZ
IJMKCNLF_00036	CDS	984	prsA3	5.2.1.8	COG0760	Foldase protein PrsA 3
IJMKCNLF_00037	CDS	1131				hypothetical protein
IJMKCNLF_00038	CDS	1143				hypothetical protein
IJMKCNLF_00039	tRNA	74				tRNA-Trp(cca)
IJMKCNLF_00040	CDS	423	cwlJ		COG3773	Cell wall hydrolase CwlJ
IJMKCNLF_00041	CDS	1023	yneA			Cell division suppressor protein YneA
IJMKCNLF_00042	CDS	1317	rnj2	3.1.-.-		Ribonuclease J 2
IJMKCNLF_00043	CDS	1773				hypothetical protein
IJMKCNLF_00044	CDS	516				hypothetical protein
IJMKCNLF_00045	CDS	1044				hypothetical protein
IJMKCNLF_00046	CDS	207				hypothetical protein
IJMKCNLF_00047	CDS	927				hypothetical protein
IJMKCNLF_00048	CDS	1419				hypothetical protein
IJMKCNLF_00049	CDS	702	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
IJMKCNLF_00050	CDS	3036				hypothetical protein
IJMKCNLF_00051	CDS	1854	priA	3.6.4.-	COG1198	Primosomal protein N'
IJMKCNLF_00052	CDS	957	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
IJMKCNLF_00053	CDS	558				hypothetical protein
IJMKCNLF_00054	CDS	306				hypothetical protein
IJMKCNLF_00055	CDS	183				hypothetical protein
IJMKCNLF_00056	CDS	2703	ileS	6.1.1.5		Isoleucine--tRNA ligase
IJMKCNLF_00057	CDS	459	divIVA		COG3599	Septum site-determining protein DivIVA
IJMKCNLF_00058	CDS	441	sepF			Cell division protein SepF
IJMKCNLF_00059	CDS	756	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
IJMKCNLF_00060	CDS	1902				hypothetical protein
IJMKCNLF_00061	CDS	357	rplQ		COG0203	50S ribosomal protein L17
IJMKCNLF_00062	CDS	951	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
IJMKCNLF_00063	CDS	384	rpsK			30S ribosomal protein S11
IJMKCNLF_00064	CDS	366	rpsM			30S ribosomal protein S13
IJMKCNLF_00065	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
IJMKCNLF_00066	CDS	216	infA		COG0361	Translation initiation factor IF-1
IJMKCNLF_00067	CDS	741	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
IJMKCNLF_00068	CDS	663	adk	2.7.4.3		Adenylate kinase
IJMKCNLF_00069	CDS	1269	secY			Protein translocase subunit SecY
IJMKCNLF_00070	CDS	444	rplO			50S ribosomal protein L15
IJMKCNLF_00071	CDS	504	rpsE		COG0098	30S ribosomal protein S5
IJMKCNLF_00072	CDS	363	rplR		COG0256	50S ribosomal protein L18
IJMKCNLF_00073	CDS	531	rplF			50S ribosomal protein L6
IJMKCNLF_00074	CDS	393	rpsH		COG0096	30S ribosomal protein S8
IJMKCNLF_00075	CDS	186	rpsZ			30S ribosomal protein S14 type Z
IJMKCNLF_00076	CDS	540	rplE			50S ribosomal protein L5
IJMKCNLF_00077	CDS	309	rplX		COG0198	50S ribosomal protein L24
IJMKCNLF_00078	CDS	369	rplN			50S ribosomal protein L14
IJMKCNLF_00079	CDS	252	rpsQ			30S ribosomal protein S17
IJMKCNLF_00080	CDS	195	rpmC			50S ribosomal protein L29
IJMKCNLF_00081	CDS	429	rplP		COG0197	50S ribosomal protein L16
IJMKCNLF_00082	CDS	681	rpsC			30S ribosomal protein S3
IJMKCNLF_00083	CDS	336	rplV			50S ribosomal protein L22
IJMKCNLF_00084	CDS	273	rpsS			30S ribosomal protein S19
IJMKCNLF_00085	CDS	831	rplB			50S ribosomal protein L2
IJMKCNLF_00086	CDS	279	rplW			50S ribosomal protein L23
IJMKCNLF_00087	CDS	621	rplD			50S ribosomal protein L4
IJMKCNLF_00088	CDS	762	rplC		COG0087	50S ribosomal protein L3
IJMKCNLF_00089	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
IJMKCNLF_00090	CDS	2148				hypothetical protein
IJMKCNLF_00091	CDS	549				hypothetical protein
IJMKCNLF_00092	CDS	1125				hypothetical protein
IJMKCNLF_00093	CDS	219	rpsR		COG0238	30S ribosomal protein S18
IJMKCNLF_00094	CDS	438	ssb		COG0629	Single-stranded DNA-binding protein
IJMKCNLF_00095	CDS	291	rpsF		COG0360	30S ribosomal protein S6
IJMKCNLF_00096	CDS	1413		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
IJMKCNLF_00097	CDS	210				hypothetical protein
IJMKCNLF_00098	CDS	663	sigK_1			RNA polymerase sigma-28 factor
IJMKCNLF_00099	CDS	396				hypothetical protein
IJMKCNLF_00100	CDS	741	tkt	2.2.1.1		Transketolase
IJMKCNLF_00101	CDS	2238				hypothetical protein
IJMKCNLF_00102	CDS	921				hypothetical protein
IJMKCNLF_00103	CDS	534	cotE			Spore coat protein E
IJMKCNLF_00104	CDS	282	rpsP		COG0228	30S ribosomal protein S16
IJMKCNLF_00105	CDS	246				hypothetical protein
IJMKCNLF_00106	CDS	717	uppS	2.5.1.-	COG0020	Isoprenyl transferase
IJMKCNLF_00107	CDS	459				hypothetical protein
IJMKCNLF_00108	CDS	1260				hypothetical protein
IJMKCNLF_00109	CDS	129				hypothetical protein
IJMKCNLF_00110	CDS	273				hypothetical protein
IJMKCNLF_00111	CDS	918				hypothetical protein
IJMKCNLF_00112	CDS	468	greA		COG0782	Transcription elongation factor GreA
IJMKCNLF_00113	CDS	1236	tig	5.2.1.8	COG0544	Trigger factor
IJMKCNLF_00114	CDS	2217		7.2.2.10		Calcium-transporting ATPase 1
IJMKCNLF_00115	CDS	816				hypothetical protein
IJMKCNLF_00116	CDS	879	xerC_1		COG4974	Tyrosine recombinase XerC
IJMKCNLF_00117	CDS	615	tdk	2.7.1.21	COG1435	Thymidine kinase
IJMKCNLF_00118	CDS	1029	ftsY		COG0552	Signal recognition particle receptor FtsY
IJMKCNLF_00119	CDS	2040				hypothetical protein
IJMKCNLF_00120	CDS	480				hypothetical protein
IJMKCNLF_00121	CDS	1395	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
IJMKCNLF_00122	CDS	1437	gatA	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A
IJMKCNLF_00123	CDS	285	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
IJMKCNLF_00124	CDS	975				hypothetical protein
IJMKCNLF_00125	CDS	759	recX			Regulatory protein RecX
IJMKCNLF_00126	CDS	522				hypothetical protein
IJMKCNLF_00127	CDS	189				hypothetical protein
IJMKCNLF_00128	CDS	540	infC			Translation initiation factor IF-3
IJMKCNLF_00129	CDS	837				hypothetical protein
IJMKCNLF_00130	CDS	1083	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
IJMKCNLF_00131	CDS	462	rssB_2			Regulator of RpoS
IJMKCNLF_00132	CDS	291	rpmA			50S ribosomal protein L27
IJMKCNLF_00133	CDS	300				hypothetical protein
IJMKCNLF_00134	CDS	186	rplU		COG0261	50S ribosomal protein L21
IJMKCNLF_00135	CDS	525				hypothetical protein
IJMKCNLF_00136	CDS	495				hypothetical protein
IJMKCNLF_00137	CDS	1458				hypothetical protein
IJMKCNLF_00138	CDS	240				hypothetical protein
IJMKCNLF_00139	CDS	1182				hypothetical protein
IJMKCNLF_00140	CDS	603				hypothetical protein
IJMKCNLF_00141	CDS	441	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
IJMKCNLF_00142	CDS	390	dgkA_1	2.7.1.66	COG0818	Undecaprenol kinase
IJMKCNLF_00143	CDS	888	era		COG1159	GTPase Era
IJMKCNLF_00144	CDS	246				hypothetical protein
IJMKCNLF_00145	CDS	732	recO		COG1381	DNA repair protein RecO
IJMKCNLF_00146	CDS	597				hypothetical protein
IJMKCNLF_00147	CDS	1152	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IJMKCNLF_00148	CDS	1098	purR			HTH-type transcriptional repressor PurR
IJMKCNLF_00149	CDS	633				hypothetical protein
IJMKCNLF_00150	CDS	1248				hypothetical protein
IJMKCNLF_00151	CDS	657	cssR			Transcriptional regulatory protein CssR
IJMKCNLF_00152	CDS	1476	rep	3.6.4.12		ATP-dependent DNA helicase Rep
IJMKCNLF_00153	CDS	276				hypothetical protein
IJMKCNLF_00154	CDS	894	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
IJMKCNLF_00155	CDS	1659				hypothetical protein
IJMKCNLF_00156	CDS	789	ucpA	1.-.-.-		Oxidoreductase UcpA
IJMKCNLF_00157	CDS	357				hypothetical protein
IJMKCNLF_00158	CDS	273	hup			DNA-binding protein HU
IJMKCNLF_00159	CDS	1125	nahK	2.7.1.162		N-acetylhexosamine 1-kinase
IJMKCNLF_00160	CDS	1086	cca	2.7.7.72		CCA-adding enzyme
IJMKCNLF_00161	CDS	393				hypothetical protein
IJMKCNLF_00162	CDS	969	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
IJMKCNLF_00163	CDS	528				hypothetical protein
IJMKCNLF_00164	CDS	528				hypothetical protein
IJMKCNLF_00165	CDS	2130	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
IJMKCNLF_00166	CDS	270	rpsO			30S ribosomal protein S15
IJMKCNLF_00167	CDS	855	truB	5.4.99.25		tRNA pseudouridine synthase B
IJMKCNLF_00168	CDS	444				hypothetical protein
IJMKCNLF_00169	CDS	519				hypothetical protein
IJMKCNLF_00170	CDS	510				hypothetical protein
IJMKCNLF_00171	CDS	1002	ylbL		COG3480	putative protein YlbL
IJMKCNLF_00172	CDS	207				hypothetical protein
IJMKCNLF_00173	CDS	1110	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
IJMKCNLF_00174	CDS	1254	murF_1	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
IJMKCNLF_00175	CDS	858	yegS	2.7.1.-		lipid kinase YegS
IJMKCNLF_00176	CDS	708	prmC	2.1.1.297		Release factor glutamine methyltransferase
IJMKCNLF_00177	CDS	1056	prfA		COG0216	Peptide chain release factor 1
IJMKCNLF_00178	CDS	381				hypothetical protein
IJMKCNLF_00179	CDS	735				hypothetical protein
IJMKCNLF_00180	CDS	606				hypothetical protein
IJMKCNLF_00181	CDS	393				hypothetical protein
IJMKCNLF_00182	CDS	1281	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
IJMKCNLF_00183	CDS	471				hypothetical protein
IJMKCNLF_00184	CDS	696	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
IJMKCNLF_00185	CDS	306	trxA		COG0526	Thioredoxin
IJMKCNLF_00186	CDS	729				hypothetical protein
IJMKCNLF_00187	CDS	357				hypothetical protein
IJMKCNLF_00188	CDS	354				hypothetical protein
IJMKCNLF_00189	CDS	990	spoVAD			Stage V sporulation protein AD
IJMKCNLF_00190	CDS	441				hypothetical protein
IJMKCNLF_00191	CDS	657	sigF		COG1191	RNA polymerase sigma-F factor
IJMKCNLF_00192	CDS	381	spoIIAA		COG1366	Anti-sigma F factor antagonist
IJMKCNLF_00193	CDS	1908				hypothetical protein
IJMKCNLF_00194	CDS	2811	uvrA			UvrABC system protein A
IJMKCNLF_00195	CDS	1005	tsaD	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase
IJMKCNLF_00196	CDS	372				hypothetical protein
IJMKCNLF_00197	CDS	603				hypothetical protein
IJMKCNLF_00198	CDS	450	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
IJMKCNLF_00199	CDS	1224	tyrS	6.1.1.1		Tyrosine--tRNA ligase
IJMKCNLF_00200	CDS	480	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
IJMKCNLF_00201	CDS	816	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
IJMKCNLF_00202	CDS	873	trxB	1.8.1.9	COG0492	Thioredoxin reductase
IJMKCNLF_00203	CDS	918	whiA		COG1481	putative cell division protein WhiA
IJMKCNLF_00204	CDS	1038	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
IJMKCNLF_00205	CDS	438	rplI			50S ribosomal protein L9
IJMKCNLF_00206	CDS	798	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
