	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001879.1_1	QGNH01001879.1	QGNH01001879.1	1	50	205	1	E																				0	False	F
QGNH01001879.1_2	QGNH01001879.1	QGNH01001879.1	2	1030	1212	1	E																				0	False	F
QGNH01001879.1_3	QGNH01001879.1	QGNH01001879.1	3	1283	1717	1	D			YP_010656042.1	YP_010656042.1 HNH endonuclease [Arthrobacter phage Persistence]	False	0.452	75.0	6.002e-15								HNH endonuclease [PF13392.9]	VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01001879.1_4	QGNH01001879.1	QGNH01001879.1	4	1758	2009	1	E																				0	False	F
QGNH01001879.1_5	QGNH01001879.1	QGNH01001879.1	5	2009	2551	1	E																				0	False	F
QGNH01001879.1_6	QGNH01001879.1	QGNH01001879.1	6	3178	3738	1	E																	VOG02645	sp|P77174|YBDM_ECOLI Uncharacterized protein YbdM; Xu	Xu	0	False	F
QGNH01001879.1_7	QGNH01001879.1	QGNH01001879.1	7	3738	4892	1	D			YP_001111229.1	YP_001111229.1 gp29, conserved hypothetical protein [Burkholderia phage phiE255]	True	0.642	478.0	3.733e-150								ABC transporter [PF00005.30]	VOG01067	sp|P44662|Y361_HAEIN Probable iron transport system ATP-binding protein HI_0361; Xh	Xh	0	False	F
QGNH01001879.1_8	QGNH01001879.1	QGNH01001879.1	8	4972	5583	1	D			YP_001111230.1	YP_001111230.1 cyanobacterial phosphoribosylglycinamide formyltransferase [Burkholderia phage phiE255]	False	0.561	171.0	4.1879999999999997e-47								Formyl transferase [PF00551.22]	VOG03147	sp|Q5HH12|PUR3_STAAC Phosphoribosylglycinamide formyltransferase; Xh	Xh	0	False	MKF
QGNH01001879.1_9	QGNH01001879.1	QGNH01001879.1	9	5583	6110	1	D			NP_543087.1	NP_543087.1 terminase small subunit [Enterobacteria phage phiP27]	False	0.388	94.0	3.884e-21								Phage terminase, small subunit [PF05119.15]	VOG00738	REFSEQ terminase small subunit; Xu	Xu	0	False	
QGNH01001879.1_10	QGNH01001879.1	QGNH01001879.1	10	6111	7790	1	D			YP_010773295.1	YP_010773295.1 terminase large subunit [Pseudomonas phage PP9W2]	True	0.421	396.0	7.675e-119								Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001879.1_11	QGNH01001879.1	QGNH01001879.1	11	7803	9497	1	D			YP_010754216.1	YP_010754216.1 portal protein [Streptomyces phage Chymera]	False	0.333	199.0	4.269e-52								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xh;Xs;Xr;Xp	0	False	V
QGNH01001879.1_12	QGNH01001879.1	QGNH01001879.1	12	9478	10185	1	C	K06904	uncharacterized protein	NP_612834.1	NP_612834.1 head maturation protease [Clostridium phage phi3626]	False	0.406	124.0	2.057e-30	MER0323046	S78	MER0323046 - family S78 unassigned peptidases (Geobacter lovleyi) [S78.UPW]#S78#{peptidase unit: 16-155}~source YP_001951915~	False	0.539	141.0	3.0860000000000004e-36	Caudovirus prohead serine protease [PF04586.20]				0	False	P
QGNH01001879.1_13	QGNH01001879.1	QGNH01001879.1	13	10318	11478	1	D			YP_010082067.1	YP_010082067.1 major head protein [Ralstonia phage Dina]	False	0.223	106.0	4.875e-23								Phage capsid family [PF05065.16]	VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
QGNH01001879.1_14	QGNH01001879.1	QGNH01001879.1	14	11526	11717	1	E																				0	False	
QGNH01001879.1_15	QGNH01001879.1	QGNH01001879.1	15	11718	12362	1	D																Phage gp6-like head-tail connector protein [PF05135.16]	VOG00412	sp|Q6QGD9|HCP_BPT5 Head completion protein; XhXs	Xh;Xs	0	False	V
QGNH01001879.1_16	QGNH01001879.1	QGNH01001879.1	16	12362	12718	1	D																Phage head-tail joining protein [PF05521.14]	VOG00080	sp|O48446|HCP16_BPSPP Head completion protein gp16; XpXrXs	Xs;Xr;Xp	0	False	V
QGNH01001879.1_17	QGNH01001879.1	QGNH01001879.1	17	12719	13117	1	E																				0	False	
QGNH01001879.1_18	QGNH01001879.1	QGNH01001879.1	18	13110	13712	1	D																Bacteriophage HK97-gp10, putative tail-component [PF04883.15]				0	False	
QGNH01001879.1_19	QGNH01001879.1	QGNH01001879.1	19	13821	14261	1	D																Lambda phage tail tube protein, TTP [PF16461.8]	VOG00377	sp|P85503|STRU3_BPPAJ Structural protein 3; Xs	Xs	0	False	V
QGNH01001879.1_20	QGNH01001879.1	QGNH01001879.1	20	14329	14733	1	E																				0	False	
QGNH01001879.1_21	QGNH01001879.1	QGNH01001879.1	21	14754	15164	1	E																				0	False	
QGNH01001879.1_22	QGNH01001879.1	QGNH01001879.1	22	15137	17719	1	E																				0	False	F
QGNH01001879.1_23	QGNH01001879.1	QGNH01001879.1	23	17719	18516	1	D																Conserved hypothetical protein 2217 (DUF2460) [PF09343.13]				0	False	F
QGNH01001879.1_24	QGNH01001879.1	QGNH01001879.1	24	18519	20852	1	E																				0	False	F
QGNH01001879.1_25	QGNH01001879.1	QGNH01001879.1	25	20977	21912	1	D			YP_009126440.1	YP_009126440.1 tail assembly protein [Paracoccus phage vB_PmaS-R3]	False	0.291	76.0	8.828e-14								Phage conserved hypothetical protein BR0599 [PF09356.13]; Uncharacterized conserved protein (DUF2163) [PF09931.12]	VOG04054	REFSEQ tail assembly protein; Xu	Xu	0	False	F
QGNH01001879.1_26	QGNH01001879.1	QGNH01001879.1	26	21915	22373	1	D									MER0454187	C40	MER0454187 - family C40 unassigned peptidases (Dialister succinatiphilus) [C40.UPW]#C40#{peptidase unit: 5-142}~source ZP_09546384~	False	0.394	96.0	6.482999999999999e-22	NlpC/P60 family [PF00877.22]				0	False	PF
