	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
MZ334527.1_1	MZ334527	MZ334527.1	1	2	652	1	E			YP_010357865.1	YP_010357865.1 terminase small subunit [Haloarcula tailed virus 3]	True	0.952	434.0	2.853e-138		VOG05559	REFSEQ terminase small subunit; Xu	Xu	0	False	F
MZ334527.1_2	MZ334527	MZ334527.1	2	649	798	-1	E			YP_010357866.1	YP_010357866.1 hypothetical protein M1M35_gp02 [Haloarcula tailed virus 3]	False	0.921	97.0	1.791e-24					0	False	F
MZ334527.1_3	MZ334527	MZ334527.1	3	795	1025	-1	E			YP_010357867.1	YP_010357867.1 Zn ribbon [Haloarcula tailed virus 3]	False	1.0	177.0	6.088e-52					0	False	F
MZ334527.1_4	MZ334527	MZ334527.1	4	1015	1128	-1	E			YP_010357868.1	YP_010357868.1 hypothetical protein M1M35_gp04 [Haloarcula tailed virus 3]	False	1.0	85.0	1.787e-20					0	False	F
MZ334527.1_5	MZ334527	MZ334527.1	5	1157	1333	-1	E			YP_010357869.1	YP_010357869.1 hypothetical protein M1M35_gp05 [Haloarcula tailed virus 3]	False	0.953	119.0	7.556e-32					0	False	F
MZ334527.1_6	MZ334527	MZ334527.1	6	1356	1685	-1	E			YP_010357870.1	YP_010357870.1 hypothetical protein M1M35_gp06 [Haloarcula tailed virus 3]	False	0.96	222.0	6.912e-67					0	False	F
MZ334527.1_7	MZ334527	MZ334527.1	7	1682	2017	-1	E			YP_010357871.1	YP_010357871.1 hypothetical protein M1M35_gp07 [Haloarcula tailed virus 3]	False	0.957	226.0	6.0819999999999995e-68					0	False	F
MZ334527.1_8	MZ334527	MZ334527.1	8	2068	3675	1	E			YP_010357872.1	YP_010357872.1 terminase large subunit [Haloarcula tailed virus 3]	True	0.994	1125.0	0.0		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
MZ334527.1_9	MZ334527	MZ334527.1	9	3679	4014	1	E			YP_010357873.1	YP_010357873.1 hypothetical protein M1M35_gp09 [Haloarcula tailed virus 3]	False	0.922	216.0	8.72e-65					0	False	F
MZ334527.1_10	MZ334527	MZ334527.1	10	4014	4244	1	E			YP_010357874.1	YP_010357874.1 hypothetical protein M1M35_gp10 [Haloarcula tailed virus 3]	False	0.908	147.0	3.199e-41		VOG35562	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334527.1_11	MZ334527	MZ334527.1	11	4246	5097	1	E			YP_010357875.1	YP_010357875.1 hypothetical protein M1M35_gp11 [Haloarcula tailed virus 3]	True	0.937	558.0	9.272e-180					0	False	F
