	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001379.1_1	QGNH01001379.1	QGNH01001379.1	1	81	1877	-1	D			YP_009001225.1	YP_009001225.1 ABC transporter [Pithovirus sibericum]	False	0.268	81.0	1.908e-14	ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]					VOG06047	sp|G0SEV9|RLI1_CHATD Translation initiation factor RLI1; Xh	Xh	0	False	F
QGNH01001379.1_2	QGNH01001379.1	QGNH01001379.1	2	2260	2883	1	E																	0	False	F
QGNH01001379.1_3	QGNH01001379.1	QGNH01001379.1	3	2955	3755	-1	C	K06223	DNA adenine methylase [EC:2.1.1.72]	YP_010665113.1	YP_010665113.1 site-specific DNA methylase [Ochrobactrum phage POA1180]	False	0.51	242.0	1.491e-70	D12 class N6 adenine-specific DNA methyltransferase [PF02086.18]								0	False	F
QGNH01001379.1_4	QGNH01001379.1	QGNH01001379.1	4	4245	4826	-1	D									Domain of unknown function (DUF4376) [PF14301.9]								0	False	F
QGNH01001379.1_5	QGNH01001379.1	QGNH01001379.1	5	4839	6437	-1	E			YP_008129863.1	YP_008129863.1 tail fiber protein [Rhizobium phage RR1-B]	False	0.334	98.0	8.410000000000001e-20									0	False	F
QGNH01001379.1_6	QGNH01001379.1	QGNH01001379.1	6	6440	7558	-1	E			YP_009785427.1	YP_009785427.1 hypothetical protein HOR07_gp039 [Caulobacter phage Sansa]	False	0.265	72.0	4.043e-12									0	False	
QGNH01001379.1_7	QGNH01001379.1	QGNH01001379.1	7	7555	9612	-1	E			YP_009785426.1	YP_009785426.1 hypothetical protein HOR07_gp038 [Caulobacter phage Sansa]	False	0.235	151.0	6.964e-36									0	False	
QGNH01001379.1_8	QGNH01001379.1	QGNH01001379.1	8	9609	16619	-1	C	K21449	trimeric autotransporter adhesin	YP_001686888.1	YP_001686888.1 hypothetical protein APCd_gp47 [Azospirillum phage Cd]	False	0.794	64.0	1.274e-08	Transglycosylase SLT domain [PF01464.23]; Prophage tail length tape measure protein [PF06791.16]	GH23	GH23 lysozyme type G (EC 3.2.1.17); peptidoglycan lyase (EC 4.2.2.n1) also known in the literature as peptidoglycan lytic transglycosylase; chitinase (EC 3.2.1.14)	3.2.1.17,3.2.1.17_or_4.2.2.n1,4.2.2.n1	GH23.hmm				0	False	
QGNH01001379.1_9	QGNH01001379.1	QGNH01001379.1	9	16629	16952	-1	D									Phage related hypothetical protein (DUF1799) [PF08809.14]								0	False	
QGNH01001379.1_10	QGNH01001379.1	QGNH01001379.1	10	16973	17395	-1	D									Phage tail assembly chaperone [PF08748.14]								0	False	
QGNH01001379.1_11	QGNH01001379.1	QGNH01001379.1	11	17443	18714	-1	E			YP_004934612.1	YP_004934612.1 hypothetical protein S-CBS1_gp12 [Synechococcus phage S-CBS1]	False	0.333	61.0	2.023e-08									0	False	
QGNH01001379.1_12	QGNH01001379.1	QGNH01001379.1	12	18711	18884	-1	E																	0	False	
QGNH01001379.1_13	QGNH01001379.1	QGNH01001379.1	13	18888	19313	-1	E														VOG08640	REFSEQ portal protein; Xu	Xu	0	False	
QGNH01001379.1_14	QGNH01001379.1	QGNH01001379.1	14	19303	19911	-1	D			YP_009625953.1	YP_009625953.1 tail completion or Neck1 protein [Pseudomonas phage JBD67]	False	0.324	98.0	5.776e-22	Phage virion morphogenesis family [PF05069.16]					VOG00556	sp|P36934|VPS_BPP2 Tail completion protein S; Xu	Xu	0	False	
QGNH01001379.1_15	QGNH01001379.1	QGNH01001379.1	15	19908	20354	-1	D									Bacteriophage Mu, Gp36 [PF07030.15]					VOG01664	sp|Q9T1V9|GPJ_BPMU Gene product J; Xh	Xh	0	False	
QGNH01001379.1_16	QGNH01001379.1	QGNH01001379.1	16	20354	21340	-1	E			YP_010665090.1	YP_010665090.1 major head protein [Ochrobactrum phage POA1180]	False	0.434	246.0	3.9230000000000004e-71						VOG10432	sp|Q6QIB5|CAPSD_BPBMU Major capsid protein; XhXs	Xs;Xh	0	False	V
QGNH01001379.1_17	QGNH01001379.1	QGNH01001379.1	17	21351	21773	-1	E			YP_164074.1	YP_164074.1 head scaffolding protein [Pseudomonas phage B3]	False	0.321	73.0	1.825e-14									0	False	
QGNH01001379.1_18	QGNH01001379.1	QGNH01001379.1	18	21770	22774	-1	D			YP_009188546.1	YP_009188546.1 head maturation protease [Pseudomonas phage vB_PaeS_PM105]	False	0.297	180.0	2.647e-48	Mu-like prophage I protein [PF10123.12]					VOG01958	sp|Q01267|PRO_BPMU Protease I; XhXs	Xs;Xh	0	False	V
