	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000963.1_1	QGNH01000963.1	QGNH01000963.1	1	2	400	1	D							Phage P22-like portal protein [PF16510.8]								0	False	F
QGNH01000963.1_2	QGNH01000963.1	QGNH01000963.1	2	400	699	1	E															0	False	F
QGNH01000963.1_3	QGNH01000963.1	QGNH01000963.1	3	705	1205	1	E															0	False	F
QGNH01000963.1_4	QGNH01000963.1	QGNH01000963.1	4	1208	1615	1	E															0	False	F
QGNH01000963.1_5	QGNH01000963.1	QGNH01000963.1	5	1617	2417	1	D	YP_007674373.1	YP_007674373.1 hypothetical protein SWZG_00008 [Synechococcus phage S-SKS1]	False	0.396	151.0	2.005e-39	Concanavalin A-like lectin/glucanases superfamily [PF13385.9]								0	False	MKF
QGNH01000963.1_6	QGNH01000963.1	QGNH01000963.1	6	2425	2934	1	E	YP_009222576.1	YP_009222576.1 hypothetical protein AXJ08_gp26 [Rhodoferax phage P26218]	False	0.403	60.0	1.773e-09									0	False	F
QGNH01000963.1_7	QGNH01000963.1	QGNH01000963.1	7	2937	3509	1	E															0	False	F
QGNH01000963.1_8	QGNH01000963.1	QGNH01000963.1	8	3518	4963	1	D							Pectate lyase superfamily protein [PF12708.10]								0	False	F
QGNH01000963.1_9	QGNH01000963.1	QGNH01000963.1	9	4972	5322	1	E															0	False	F
QGNH01000963.1_10	QGNH01000963.1	QGNH01000963.1	10	5403	5609	1	E															0	False	
QGNH01000963.1_11	QGNH01000963.1	QGNH01000963.1	11	5606	6085	1	D	YP_010768506.1	YP_010768506.1 Phage lysozyme [Salmonella phage STYP1]	False	0.618	192.0	2.621e-55		GH104	GH104 peptidoglycan lytic transglycosylase (EC 3.2.1.-)	4.2.2.n1	GH104.hmm				0	False	
QGNH01000963.1_12	QGNH01000963.1	QGNH01000963.1	12	6082	6429	1	E															0	False	
QGNH01000963.1_13	QGNH01000963.1	QGNH01000963.1	13	6426	6962	1	E												VOG01449	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000963.1_14	QGNH01000963.1	QGNH01000963.1	14	6991	7728	1	E	YP_007518353.1	YP_007518353.1 head scaffolding protein [Vibrio phage VvAW1]	False	0.325	82.0	3.063e-16						VOG04366	REFSEQ head scaffolding protein; Xu	Xu	0	False	
QGNH01000963.1_15	QGNH01000963.1	QGNH01000963.1	15	7750	8970	1	D	YP_010676997.1	YP_010676997.1 major head protein [Shewanella phage X14]	False	0.314	199.0	8.645e-54	P22 coat protein - gene protein 5 [PF11651.11]					VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	VF
QGNH01000963.1_16	QGNH01000963.1	QGNH01000963.1	16	9024	9437	1	E															0	False	F
QGNH01000963.1_17	QGNH01000963.1	QGNH01000963.1	17	9602	10312	1	E	YP_009222583.1	YP_009222583.1 hypothetical protein AXJ08_gp33 [Rhodoferax phage P26218]	False	0.396	145.0	1.041e-37						VOG12454	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000963.1_18	QGNH01000963.1	QGNH01000963.1	18	10313	11743	1	D	YP_009222582.1	YP_009222582.1 head closure Hc3 [Rhodoferax phage P26218]	True	0.504	437.0	1.878e-134	Phage stabilisation protein [PF11134.11]					VOG10156	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10; Xh	Xh	0	False	F
QGNH01000963.1_19	QGNH01000963.1	QGNH01000963.1	19	11799	12410	1	E															0	False	F
QGNH01000963.1_20	QGNH01000963.1	QGNH01000963.1	20	12414	12749	1	E															0	False	F
QGNH01000963.1_21	QGNH01000963.1	QGNH01000963.1	21	12746	13102	1	E															0	False	F
