	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
MZ334492.1_1	MZ334492	MZ334492.1	1	2	238	1	E																				0	False	F
MZ334492.1_2	MZ334492	MZ334492.1	2	388	939	-1	D			YP_008058567.1	YP_008058567.1 hypothetical protein M192_gp001 [Halorubrum tailed phage 8]	True	0.926	357.0	4.232e-112								Halobacterial output domain 1 [PF18545.4]	VOG23910	REFSEQ HalOD1 domain-containing protein; Xu	Xu	0	False	F
MZ334492.1_3	MZ334492	MZ334492.1	3	1299	2075	1	E			YP_008058568.1	YP_008058568.1 terminase small subunit [Halorubrum tailed phage 8]	True	0.957	521.0	1.546e-167									VOG05559	REFSEQ terminase small subunit; Xu	Xu	0	False	F
MZ334492.1_4	MZ334492	MZ334492.1	4	2068	2331	1	E			YP_010357600.1	YP_010357600.1 hypothetical protein M1M33_gp003 [Haloarcula virus HJTV-2]	False	0.945	175.0	7.032999999999999e-51									VOG04981	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334492.1_5	MZ334492	MZ334492.1	5	2442	2549	1	E			YP_008058570.1	YP_008058570.1 hypothetical protein M192_gp004 [Halorubrum tailed phage 8]	False	0.937	71.0	7.938e-16									VOG23911	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334492.1_6	MZ334492	MZ334492.1	6	2552	2746	1	E			YP_008058571.1	YP_008058571.1 hypothetical protein M192_gp005 [Halorubrum tailed phage 8]	False	1.0	139.0	5.224e-39									VOG23913	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334492.1_7	MZ334492	MZ334492.1	7	2783	2989	1	E			YP_008058572.1	YP_008058572.1 hypothetical protein M192_gp006 [Halorubrum tailed phage 8]	False	1.0	151.0	9.026e-43									VOG23914	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334492.1_8	MZ334492	MZ334492.1	8	3082	4779	1	E			YP_008058573.1	YP_008058573.1 terminase large subunit [Halorubrum tailed phage 8]	True	0.945	1122.0	0.0									VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
MZ334492.1_9	MZ334492	MZ334492.1	9	4794	6233	1	E			YP_008058574.1	YP_008058574.1 portal protein [Halorubrum tailed phage 8]	True	0.956	964.0	9.907e-317									VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
MZ334492.1_10	MZ334492	MZ334492.1	10	6233	6523	1	E			YP_008058575.1	YP_008058575.1 hypothetical protein M192_gp122 [Halorubrum tailed phage 8]	False	0.895	181.0	6.943999999999999e-53									VOG23915	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334492.1_11	MZ334492	MZ334492.1	11	6520	7281	1	E			YP_008058576.1	YP_008058576.1 head maturation protease [Halorubrum tailed phage 8]	True	0.968	518.0	2.085e-166									VOG14382	REFSEQ head maturation protease; Xu	Xu	0	False	
MZ334492.1_12	MZ334492	MZ334492.1	12	7288	7719	1	E			YP_008058577.1	YP_008058577.1 hypothetical protein M192_gp120 [Halorubrum tailed phage 8]	False	0.868	260.0	3.302e-79												0	False	
MZ334492.1_13	MZ334492	MZ334492.1	13	7743	8258	1	E			YP_008058578.1	YP_008058578.1 hypothetical protein M192_gp119 [Halorubrum tailed phage 8]	True	0.976	354.0	2.982e-111									VOG14381	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334492.1_14	MZ334492	MZ334492.1	14	8300	9256	1	E			YP_008058579.1	YP_008058579.1 major head protein [Halorubrum tailed phage 8]	True	0.976	656.0	5.410000000000001e-213									VOG01973	REFSEQ major head protein; Xu	Xu	0	False	
MZ334492.1_15	MZ334492	MZ334492.1	15	9302	9742	1	E			YP_008058580.1	YP_008058580.1 hypothetical protein M192_gp117 [Halorubrum tailed phage 8]	False	0.937	289.0	2.721e-89									VOG14383	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334492.1_16	MZ334492	MZ334492.1	16	9742	10086	1	E			YP_008058581.1	YP_008058581.1 hypothetical protein M192_gp116 [Halorubrum tailed phage 8]	False	0.999	243.0	6.454e-74									VOG00125	REFSEQ head closure Hc1; Xu	Xu	0	False	
MZ334492.1_17	MZ334492	MZ334492.1	17	10089	13202	1	E			YP_008058582.1	YP_008058582.1 hypothetical protein M192_gp115 [Halorubrum tailed phage 8]	True	0.968	2115.0	0.0									VOG23916	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334492.1_18	MZ334492	MZ334492.1	18	13204	13425	1	E			YP_008058583.1	YP_008058583.1 hypothetical protein M192_gp114 [Halorubrum tailed phage 8]	False	1.0	165.0	1.3069999999999998e-47									VOG05018	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334492.1_19	MZ334492	MZ334492.1	19	13462	13971	1	E			YP_008058584.1	YP_008058584.1 tail tube protein [Halorubrum tailed phage 8]	False	0.963	345.0	3.846e-108									VOG04913	REFSEQ tail tube protein; Xu	Xu	0	False	
MZ334492.1_20	MZ334492	MZ334492.1	20	13981	15273	1	E			YP_008058585.1	YP_008058585.1 tail sheath [Halorubrum tailed phage 8]	True	0.897	805.0	1.376e-262									VOG01001	sp|P85225|VPN1_BPPHE Putative tail sheath protein; Xs	Xs	0	False	V
MZ334492.1_21	MZ334492	MZ334492.1	21	15302	15847	1	E			YP_010357618.1	YP_010357618.1 tail tube protein [Haloarcula virus HJTV-2]	False	0.878	332.0	1.2039999999999998e-103									VOG14384	REFSEQ tail tube protein; Xu	Xu	0	False	
MZ334492.1_22	MZ334492	MZ334492.1	22	15902	16372	1	E			YP_008058587.1	YP_008058587.1 tail assembly chaperone [Halorubrum tailed phage 8]	False	0.91	299.0	2.249e-92									VOG04953	REFSEQ tail assembly chaperone; Xu	Xu	0	False	
MZ334492.1_23	MZ334492	MZ334492.1	23	16449	16685	1	E			YP_008058588.1	YP_008058588.1 tail assembly chaperone [Halorubrum tailed phage 8]	False	0.909	151.0	1.491e-42												0	False	
MZ334492.1_24	MZ334492	MZ334492.1	24	16688	18508	1	E			YP_008058589.1	YP_008058589.1 tail length tape measure protein [Halorubrum tailed phage 8]	True	0.904	1144.0	0.0									VOG14385	REFSEQ tail length tape measure protein; Xu	Xu	0	False	
MZ334492.1_25	MZ334492	MZ334492.1	25	18509	19072	1	E			YP_008058590.1	YP_008058590.1 hypothetical protein M192_gp107 [Halorubrum tailed phage 8]	True	0.98	389.0	5.5950000000000005e-123									VOG14386	REFSEQ hypothetical protein; Xu	Xu	0	False	
