	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000536.1_1	QGNH01000536.1	QGNH01000536.1	1	3	440	-1	E															VOG04555	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000536.1_2	QGNH01000536.1	QGNH01000536.1	2	453	815	-1	E																		0	False	F
QGNH01000536.1_3	QGNH01000536.1	QGNH01000536.1	3	866	985	-1	E																		0	False	F
QGNH01000536.1_4	QGNH01000536.1	QGNH01000536.1	4	985	1263	-1	E																		0	False	F
QGNH01000536.1_5	QGNH01000536.1	QGNH01000536.1	5	1389	2918	-1	E																		0	False	F
QGNH01000536.1_6	QGNH01000536.1	QGNH01000536.1	6	2915	3289	-1	D	YP_004934677.1	YP_004934677.1 hypothetical protein RcapMu34 [Rhodobacter phage RcapMu]	False	0.347	63.0	3.609e-11								Family of unknown function (DUF6527) [PF20137.2]	VOG09989	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000536.1_7	QGNH01000536.1	QGNH01000536.1	7	3293	3562	-1	E																		0	False	F
QGNH01000536.1_8	QGNH01000536.1	QGNH01000536.1	8	3587	3904	-1	E																		0	False	F
QGNH01000536.1_9	QGNH01000536.1	QGNH01000536.1	9	4011	4370	-1	E																		0	False	F
QGNH01000536.1_10	QGNH01000536.1	QGNH01000536.1	10	4380	4751	-1	E																		0	False	F
QGNH01000536.1_11	QGNH01000536.1	QGNH01000536.1	11	4819	5601	-1	E																		0	False	F
QGNH01000536.1_12	QGNH01000536.1	QGNH01000536.1	12	5598	5996	-1	E																		0	False	
QGNH01000536.1_13	QGNH01000536.1	QGNH01000536.1	13	5996	6520	-1	E																		0	False	
QGNH01000536.1_14	QGNH01000536.1	QGNH01000536.1	14	6546	8510	-1	E																		0	False	
QGNH01000536.1_15	QGNH01000536.1	QGNH01000536.1	15	8473	12780	-1	E	YP_002922525.1	YP_002922525.1 tail fiber protein [Escherichia phage JS10]	False	0.28	64.0	7.314e-09									VOG03096	sp|B2RNN3|C1T9B_HUMAN Complement C1q and tumor necrosis factor-related protein 9B; Xh	Xh	0	False	
QGNH01000536.1_16	QGNH01000536.1	QGNH01000536.1	16	12799	13335	-1	E																		0	False	
