	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_014229_NC_014229_1	NC_014229	NC_014229	1	98	565	1	E				0
NC_014229_NC_014229_2	NC_014229	NC_014229	2	558	2168	1	D			Terminase large subunit, endonuclease domain [PF20441.1]	0
NC_014229_NC_014229_3	NC_014229	NC_014229	3	2181	3668	1	D			Phage portal protein, SPP1 Gp6-like [PF05133.17]	0
NC_014229_NC_014229_4	NC_014229	NC_014229	4	3643	4287	1	E				0
NC_014229_NC_014229_5	NC_014229	NC_014229	5	4319	4546	1	E				0
NC_014229_NC_014229_6	NC_014229	NC_014229	6	4637	5314	1	E				0
NC_014229_NC_014229_7	NC_014229	NC_014229	7	5351	6226	1	D			P22 coat protein - gene protein 5 [PF11651.11]; Phage capsid protein [PF19821.2]	0
NC_014229_NC_014229_8	NC_014229	NC_014229	8	6309	6491	1	E				0
NC_014229_NC_014229_9	NC_014229	NC_014229	9	6506	7102	1	E				0
NC_014229_NC_014229_10	NC_014229	NC_014229	10	7099	7437	1	E				0
NC_014229_NC_014229_11	NC_014229	NC_014229	11	7450	7773	1	E				0
NC_014229_NC_014229_12	NC_014229	NC_014229	12	7773	8141	1	D			Bacteriophage HK97-gp10, putative tail-component [PF04883.15]	0
NC_014229_NC_014229_13	NC_014229	NC_014229	13	8143	8547	1	D			Protein of unknown function (DUF3168) [PF11367.11]	0
NC_014229_NC_014229_14	NC_014229	NC_014229	14	8565	8987	1	D			Lambda phage tail tube protein, TTP [PF16461.8]	0
NC_014229_NC_014229_15	NC_014229	NC_014229	15	8991	9356	1	E				0
NC_014229_NC_014229_16	NC_014229	NC_014229	16	9407	9709	1	D			Protein of unknown function (DUF4035) [PF13227.9]	0
NC_014229_NC_014229_17	NC_014229	NC_014229	17	9706	11628	1	E				0
NC_014229_NC_014229_18	NC_014229	NC_014229	18	11644	14799	1	E				0
NC_014229_NC_014229_19	NC_014229	NC_014229	19	14833	16452	1	D			Pectate lyase superfamily protein [PF12708.10]	0
NC_014229_NC_014229_20	NC_014229	NC_014229	20	16536	17432	1	E				0
NC_014229_NC_014229_21	NC_014229	NC_014229	21	17450	17689	1	E				0
NC_014229_NC_014229_22	NC_014229	NC_014229	22	17697	17885	1	E				0
NC_014229_NC_014229_23	NC_014229	NC_014229	23	17942	18490	1	E				0
NC_014229_NC_014229_24	NC_014229	NC_014229	24	19051	19908	1	E				0
NC_014229_NC_014229_25	NC_014229	NC_014229	25	19911	20138	1	E				0
NC_014229_NC_014229_26	NC_014229	NC_014229	26	20337	21287	1	D			Phosphoadenosine phosphosulfate reductase family [PF01507.22]	0
NC_014229_NC_014229_27	NC_014229	NC_014229	27	21215	21601	-1	E				0
NC_014229_NC_014229_28	NC_014229	NC_014229	28	21806	22309	1	E				0
NC_014229_NC_014229_29	NC_014229	NC_014229	29	22365	23072	1	D			Recombination directionality factor-like [PF18897.3]	0
NC_014229_NC_014229_30	NC_014229	NC_014229	30	23321	23488	1	E				0
NC_014229_NC_014229_31	NC_014229	NC_014229	31	23485	23631	1	E				0
NC_014229_NC_014229_32	NC_014229	NC_014229	32	23951	24565	1	E				0
NC_014229_NC_014229_33	NC_014229	NC_014229	33	24653	24847	1	E				0
NC_014229_NC_014229_34	NC_014229	NC_014229	34	24844	24945	1	E				0
NC_014229_NC_014229_35	NC_014229	NC_014229	35	24948	25058	1	E				0
NC_014229_NC_014229_36	NC_014229	NC_014229	36	25051	25515	1	E				0
NC_014229_NC_014229_37	NC_014229	NC_014229	37	25621	28125	1	C	K06919	putative DNA primase/helicase	D5 N terminal like [PF08706.14]; Family of unknown function (DUF5906) [PF19263.2]; Toprim-like [PF13155.9]	0
NC_014229_NC_014229_38	NC_014229	NC_014229	38	28284	30140	1	D			DNA polymerase family A [PF00476.23]	0
NC_014229_NC_014229_39	NC_014229	NC_014229	39	30375	31697	1	E				0
NC_014229_NC_014229_40	NC_014229	NC_014229	40	31790	32200	1	E				0
NC_014229_NC_014229_41	NC_014229	NC_014229	41	32286	33056	1	D			Protein of unknown function (DUF2637) [PF10935.11]	0
NC_014229_NC_014229_42	NC_014229	NC_014229	42	33088	33852	1	E				0
NC_014229_NC_014229_43	NC_014229	NC_014229	43	34052	34429	1	E				0
NC_014229_NC_014229_44	NC_014229	NC_014229	44	34426	35082	1	D			HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]	1
NC_014229_NC_014229_45	NC_014229	NC_014229	45	35260	35535	1	E				0
NC_014229_NC_014229_46	NC_014229	NC_014229	46	36222	36452	1	E				0
