	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_055889_1	NC_055889	NC_055889	1	143	586	1	E			YP_010112167.1	YP_010112167.1 hypothetical protein KNV47_gp01 [uncultured phage cr53_1]	False	0.984	307.0	1.408e-95		VOG24186	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055889_2	NC_055889	NC_055889	2	588	806	1	E			YP_010112168.1	YP_010112168.1 hypothetical protein KNV47_gp02 [uncultured phage cr53_1]	False	1.0	156.0	9.571e-45		VOG24187	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055889_3	NC_055889	NC_055889	3	808	1695	1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	YP_010112169.1	YP_010112169.1 thymidylate synthase [uncultured phage cr53_1]	True	0.999	625.0	8.708e-203	Thymidylate synthase complementing protein [PF02511.18]	VOG00743	sp|A6LP90|THYX_THEM4 Flavin-dependent thymidylate synthase; XhXr	Xh;Xr	0	False	VF
NC_055889_4	NC_055889	NC_055889	4	1855	2046	1	E			YP_010112170.1	YP_010112170.1 hypothetical protein KNV47_gp04 [uncultured phage cr53_1]	False	1.0	139.0	9.355e-39		VOG01114	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055889_5	NC_055889	NC_055889	5	2043	2357	1	D			YP_010112171.1	YP_010112171.1 dATP / dGTP pyrophosphohydrolase [uncultured phage cr53_1]	False	1.0	226.0	4.318e-68	dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]	VOG02778	REFSEQ endolysin; inhibits RNA polymerase; Xu	Xu	0	False	F
NC_055889_6	NC_055889	NC_055889	6	2585	2944	1	E			YP_010112172.1	YP_010112172.1 putative chaperonin [uncultured phage cr53_1]	False	0.949	239.0	1.4140000000000001e-72		VOG24110	REFSEQ putative chaperonin; Xu	Xu	0	False	F
NC_055889_7	NC_055889	NC_055889	7	3090	3467	1	E			YP_010112173.1	YP_010112173.1 hypothetical protein KNV47_gp07 [uncultured phage cr53_1]	False	0.936	248.0	2.486e-75		VOG24109	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055889_8	NC_055889	NC_055889	8	3460	3837	1	E			YP_010112174.1	YP_010112174.1 transcriptional regulator [uncultured phage cr53_1]	False	0.915	241.0	3.894e-73		VOG15474	REFSEQ transcriptional regulator; Xu	Xu	0	False	F
NC_055889_9	NC_055889	NC_055889	9	3827	4210	1	E			YP_010112175.1	YP_010112175.1 hypothetical protein KNV47_gp09 [uncultured phage cr53_1]	False	0.999	271.0	3.032e-83		VOG24108	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055889_10	NC_055889	NC_055889	10	4182	4376	1	E			YP_010112607.1	YP_010112607.1 antichymotrypsin-like protein [uncultured phage cr4_1]	False	0.808	107.0	1.0100000000000001e-27		VOG02769	REFSEQ hypothetical protein; Xu	Xu	0	False	F
