	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334503_MZ334503.1_1	MZ334503	MZ334503.1	1	322	792	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334503_MZ334503.1_2	MZ334503	MZ334503.1	2	1199	1975	1	E											0
MZ334503_MZ334503.1_3	MZ334503	MZ334503.1	3	1968	2231	1	E											0
MZ334503_MZ334503.1_4	MZ334503	MZ334503.1	4	2342	2449	1	E											0
MZ334503_MZ334503.1_5	MZ334503	MZ334503.1	5	2452	2646	1	E											0
MZ334503_MZ334503.1_6	MZ334503	MZ334503.1	6	2982	4673	1	E											0
MZ334503_MZ334503.1_7	MZ334503	MZ334503.1	7	4688	6127	1	E											0
MZ334503_MZ334503.1_8	MZ334503	MZ334503.1	8	6127	6417	1	E											0
MZ334503_MZ334503.1_9	MZ334503	MZ334503.1	9	6414	7178	1	E											0
MZ334503_MZ334503.1_10	MZ334503	MZ334503.1	10	7185	7613	1	E											0
MZ334503_MZ334503.1_11	MZ334503	MZ334503.1	11	7636	8151	1	E											0
MZ334503_MZ334503.1_12	MZ334503	MZ334503.1	12	8193	9149	1	E											0
MZ334503_MZ334503.1_13	MZ334503	MZ334503.1	13	9195	9638	1	E											0
MZ334503_MZ334503.1_14	MZ334503	MZ334503.1	14	9638	9976	1	E											0
MZ334503_MZ334503.1_15	MZ334503	MZ334503.1	15	9979	13095	1	E											0
MZ334503_MZ334503.1_16	MZ334503	MZ334503.1	16	13097	13318	1	E											0
MZ334503_MZ334503.1_17	MZ334503	MZ334503.1	17	13355	13864	1	E											0
MZ334503_MZ334503.1_18	MZ334503	MZ334503.1	18	13873	15165	1	E											0
MZ334503_MZ334503.1_19	MZ334503	MZ334503.1	19	15194	15736	1	E											0
MZ334503_MZ334503.1_20	MZ334503	MZ334503.1	20	15793	16263	1	E											0
MZ334503_MZ334503.1_21	MZ334503	MZ334503.1	21	16211	16573	1	E											0
MZ334503_MZ334503.1_22	MZ334503	MZ334503.1	22	16576	18393	1	E											0
MZ334503_MZ334503.1_23	MZ334503	MZ334503.1	23	18394	18924	1	E											0
MZ334503_MZ334503.1_24	MZ334503	MZ334503.1	24	18921	20363	1	E											0
MZ334503_MZ334503.1_25	MZ334503	MZ334503.1	25	20365	20802	1	E											0
MZ334503_MZ334503.1_26	MZ334503	MZ334503.1	26	20799	21170	1	E											0
MZ334503_MZ334503.1_27	MZ334503	MZ334503.1	27	21235	21561	1	E											0
MZ334503_MZ334503.1_28	MZ334503	MZ334503.1	28	21558	22793	1	D										Baseplate J-like protein [PF04865.17]	0
MZ334503_MZ334503.1_29	MZ334503	MZ334503.1	29	22798	23448	1	E											0
MZ334503_MZ334503.1_30	MZ334503	MZ334503.1	30	23452	25143	1	E											0
MZ334503_MZ334503.1_31	MZ334503	MZ334503.1	31	25194	26216	1	E											0
MZ334503_MZ334503.1_32	MZ334503	MZ334503.1	32	26219	26614	1	E											0
MZ334503_MZ334503.1_33	MZ334503	MZ334503.1	33	26636	27127	1	E											0
MZ334503_MZ334503.1_34	MZ334503	MZ334503.1	34	27143	27970	-1	D										Family of unknown function (DUF6065) [PF19541.2]	0
MZ334503_MZ334503.1_35	MZ334503	MZ334503.1	35	28036	28161	1	E											0
MZ334503_MZ334503.1_36	MZ334503	MZ334503.1	36	28404	30824	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
MZ334503_MZ334503.1_37	MZ334503	MZ334503.1	37	30831	31358	-1	E											0
MZ334503_MZ334503.1_38	MZ334503	MZ334503.1	38	31376	32143	-1	E											0
