target	query	e-value	score	length	start	end
CP001157.1_2345	COG0001	1.8e-103	78.5	4748	489	1078
CP001157.1_2345	COG0001	1.8e-103	85.8	4748	1553	2152
CP001157.1_2345	COG0001	1.8e-103	84.3	4748	3067	3666
CP001157.1_2345	COG0001	1.8e-103	90.2	4748	4134	4725
CP001157.1_2344	COG0001	1.3e-101	75.7	5214	502	1092
CP001157.1_2344	COG0001	1.3e-101	84.6	5214	1999	2602
CP001157.1_2344	COG0001	1.3e-101	88.1	5214	3066	3656
CP001157.1_2344	COG0001	1.3e-101	84.0	5214	4587	5180
CP001157.1_4281	COG0001	9.4e-85	281.3	427	20	425
CP001157.1_2351	COG0001	2.3e-83	49.8	4319	11	651
CP001157.1_2351	COG0001	2.3e-83	76.2	4319	1122	1727
CP001157.1_2351	COG0001	2.3e-83	79.4	4319	2169	2758
CP001157.1_2351	COG0001	2.3e-83	66.8	4319	3694	4299
CP001157.1_3148	COG0001	5.3e-75	248.1	407	25	403
CP001157.1_2350	COG0001	1.1e-66	89.9	465	42	173
CP001157.1_2350	COG0001	1.1e-66	133.5	465	232	424
CP001157.1_4488	COG0001	3.5e-52	67.9	458	27	137
CP001157.1_4488	COG0001	3.5e-52	108.5	458	215	452
CP001157.1_2343	COG0001	4.4e-52	88.3	2879	504	1091
CP001157.1_2343	COG0001	4.4e-52	83.7	2879	2020	2615
CP001157.1_2700	COG0001	7.3e-10	34.0	2504	679	1317
CP001157.1_4051	COG0001	1.3e-08	27.3	401	260	389
CP001157.1_4055	COG0001	1.8e-07	26.8	382	50	206
CP001157.1_2757	COG0001	3.3e-07	25.8	568	29	247
CP001157.1_4223	COG0002	8.6e-152	502.4	345	1	344
CP001157.1_3122	COG0002	1.5e-13	40.1	337	4	103
CP001157.1_3201	COG0003	3.8e-14	45.3	272	5	88
CP001157.1_4138	COG0003	9.2e-13	37.3	257	1	42
CP001157.1_2786	COG0003	8.6e-12	35.6	280	12	50
CP001157.1_3282	COG0003	2.6e-08	25.9	213	9	42
CP001157.1_2889	COG0003	3.6e-07	25.7	260	98	134
CP001157.1_3333	COG0003	3.6e-07	25.7	260	98	134
CP001157.1_4561	COG0003	3.6e-07	25.7	260	98	134
CP001157.1_4388	COG0004	1e-178	592.2	439	12	437
CP001157.1_4344	COG0006	1.4e-122	407.0	445	4	438
CP001157.1_3569	COG0006	2.5e-49	165.1	261	5	250
CP001157.1_2575	COG0007	8.6e-195	645.4	465	1	461
CP001157.1_3903	COG0008	3.3e-101	336.7	299	8	276
CP001157.1_4638	COG0009	7e-14	45.5	769	197	396
CP001157.1_3803	COG0012	2.5e-180	596.3	367	1	365
CP001157.1_3731	COG0012	1.9e-20	65.7	406	159	276
CP001157.1_3681	COG0012	8.8e-15	29.7	492	5	46
CP001157.1_4361	COG0012	5.3e-09	31.4	619	6	48
CP001157.1_3144	COG0013	0	1321.1	875	1	872
CP001157.1_4412	COG0014	3.6e-13	39.1	498	156	456
CP001157.1_2952	COG0014	1.9e-10	35.9	485	128	324
CP001157.1_2802	COG0014	1.6e-09	31.9	487	39	311
CP001157.1_3493	COG0015	1.4e-155	515.7	451	2	447
CP001157.1_2594	COG0015	4.1e-152	504.2	457	5	456
CP001157.1_3178	COG0015	2.6e-37	124.8	465	129	459
CP001157.1_4374	COG0015	8.6e-37	123.7	465	44	453
CP001157.1_2485	COG0015	4.6e-29	98.0	459	42	454
CP001157.1_4532	COG0015	9e-24	80.4	533	112	390
CP001157.1_3359	COG0017	4.8e-81	193.8	592	1	269
CP001157.1_3359	COG0017	4.8e-81	74.1	592	470	561
CP001157.1_3606	COG0017	8.4e-56	186.2	501	68	497
CP001157.1_4158	COG0018	2.2e-197	654.2	580	1	579
CP001157.1_4380	COG0019	4.3e-179	593.2	416	7	413
CP001157.1_3564	COG0020	4.2e-129	428.7	252	8	249
CP001157.1_2499	COG0021	0	1111.3	677	9	671
CP001157.1_4115	COG0021	1.6e-41	62.6	886	74	294
CP001157.1_4115	COG0021	1.6e-41	28.6	886	355	424
CP001157.1_4115	COG0021	1.6e-41	43.7	886	646	865
CP001157.1_3820	COG0021	2.6e-13	42.0	340	148	285
CP001157.1_3819	COG0021	3.5e-12	41.7	326	114	241
CP001157.1_4237	COG0021	2.8e-11	38.8	329	121	241
CP001157.1_3523	COG0021	1.1e-08	29.7	807	581	697
CP001157.1_4236	COG0021	1.2e-07	26.8	324	139	243
CP001157.1_3820	COG0022	7.9e-167	553.9	340	2	336
CP001157.1_4236	COG0022	4.7e-157	521.6	324	1	322
CP001157.1_3819	COG0022	5.7e-82	273.1	326	4	313
CP001157.1_4237	COG0022	1.1e-74	248.9	329	12	308
CP001157.1_2720	COG0022	1.2e-14	47.2	944	327	796
CP001157.1_2499	COG0022	2.6e-10	30.6	677	113	250
CP001157.1_3569	COG0024	6.2e-138	456.1	261	1	254
CP001157.1_4344	COG0024	3.3e-27	89.5	445	167	424
CP001157.1_3572	COG0025	4e-147	488.7	546	1	541
CP001157.1_2914	COG0025	1e-115	384.9	424	2	416
CP001157.1_4131	COG0025	1.3e-83	278.7	583	6	400
CP001157.1_3626	COG0026	1.8e-78	261.0	394	7	390
CP001157.1_3930	COG0026	1.1e-30	35.5	1074	119	308
CP001157.1_3930	COG0026	1.1e-30	65.8	1074	645	846
CP001157.1_4550	COG0026	6.3e-24	80.8	657	101	369
CP001157.1_3626	COG0027	2.9e-220	728.5	394	1	392
CP001157.1_3930	COG0027	6.6e-32	30.5	1074	66	200
CP001157.1_3930	COG0027	6.6e-32	74.7	1074	624	848
CP001157.1_4550	COG0027	3.8e-16	55.0	657	10	374
CP001157.1_3890	COG0028	1.1e-243	807.4	575	4	568
CP001157.1_3973	COG0028	6.5e-135	447.7	510	2	482
CP001157.1_4604	COG0028	5.8e-105	347.6	646	31	607
CP001157.1_3958	COG0028	9.7e-19	64.0	89	2	65
CP001157.1_3819	COG0028	1.2e-07	26.9	326	116	260
CP001157.1_2722	COG0029	4.4e-160	531.3	591	5	562
CP001157.1_2766	COG0029	1.7e-46	59.6	573	8	76
CP001157.1_2766	COG0029	1.7e-46	98.4	573	213	568
CP001157.1_3183	COG0029	1.4e-09	28.3	665	266	312
CP001157.1_4087	COG0029	1e-08	30.6	392	6	54
CP001157.1_4410	COG0029	2.1e-08	29.3	439	36	82
CP001157.1_2562	COG0029	9.4e-08	27.9	395	3	39
CP001157.1_2718	COG0029	1.1e-07	26.1	478	2	45
CP001157.1_4408	COG0029	3.1e-07	25.1	433	2	254
CP001157.1_4295	COG0030	1.2e-111	370.1	273	4	267
CP001157.1_2417	COG0030	1.1e-11	41.1	266	41	108
CP001157.1_4163	COG0030	2.1e-08	30.3	254	58	138
CP001157.1_3098	COG0030	2.9e-08	29.3	275	44	116
CP001157.1_3390	COG0030	2e-07	27.1	455	283	361
CP001157.1_3540	COG0030	5.9e-07	25.9	227	89	143
CP001157.1_3004	COG0031	8.8e-154	509.8	326	1	323
CP001157.1_3391	COG0031	8.7e-144	476.9	300	5	298
CP001157.1_4435	COG0031	9.9e-47	156.3	505	14	306
CP001157.1_3924	COG0033	1.1e-28	90.6	446	3	362
CP001157.1_3114	COG0034	5.6e-209	692.2	502	1	488
CP001157.1_3185	COG0034	1.2e-14	49.1	590	40	165
CP001157.1_2358	COG0034	3.1e-10	32.8	229	15	162
CP001157.1_3007	COG0034	4.2e-09	32.3	258	33	114
CP001157.1_3785	COG0035	2.6e-98	325.0	213	1	210
CP001157.1_2358	COG0035	1.1e-08	31.0	229	115	180
CP001157.1_3800	COG0035	1.4e-08	30.2	311	199	266
CP001157.1_4280	COG0036	1.1e-129	430.8	225	1	223
CP001157.1_2499	COG0036	3e-23	79.2	677	15	253
CP001157.1_3551	COG0037	8.5e-106	352.1	436	3	428
CP001157.1_3038	COG0037	6.9e-92	306.0	275	9	258
CP001157.1_2592	COG0037	1.7e-09	33.8	373	6	128
CP001157.1_3636	COG0037	4.3e-08	28.6	527	218	286
CP001157.1_4459	COG0038	1.7e-12	43.5	464	238	415
CP001157.1_3625	COG0038	4.5e-09	30.8	427	177	338
CP001157.1_2988	COG0042	7.2e-111	367.7	337	13	331
CP001157.1_3130	COG0042	1.2e-95	317.4	327	2	311
CP001157.1_4352	COG0043	2e-235	779.4	489	1	487
CP001157.1_3654	COG0044	1.3e-21	53.0	521	88	258
CP001157.1_2394	COG0044	2.6e-20	34.4	404	24	78
CP001157.1_3872	COG0044	1.5e-13	38.6	657	37	121
CP001157.1_2717	COG0045	2.3e-192	636.7	390	1	387
CP001157.1_3631	COG0046	0	1314.3	1299	1	1297
CP001157.1_3631	COG0047	0	2158.1	1299	1	1297
CP001157.1_4205	COG0050	2e-36	122.5	607	7	246
CP001157.1_3920	COG0050	3.4e-20	69.3	837	341	542
CP001157.1_3568	COG0052	9.5e-130	429.6	247	1	234
CP001157.1_4353	COG0055	9.6e-11	32.8	420	160	277
CP001157.1_4353	COG0056	1.3e-07	27.1	420	160	276
CP001157.1_2372	COG0057	1.6e-166	552.5	335	1	332
CP001157.1_4187	COG0058	1.6e-256	850.3	816	10	813
CP001157.1_3888	COG0059	3.1e-172	569.1	339	1	337
CP001157.1_3107	COG0061	1.6e-123	410.3	296	1	291
CP001157.1_3359	COG0064	2.4e-113	377.1	592	3	585
CP001157.1_3606	COG0064	2e-23	60.2	501	88	323
CP001157.1_3126	COG0065	1.3e-234	777.8	475	1	473
CP001157.1_3125	COG0066	6.8e-107	355.2	216	1	212
CP001157.1_3126	COG0066	6.6e-20	68.6	475	83	239
CP001157.1_4143	COG0067	0	2141.2	1481	2	1474
CP001157.1_2353	COG0067	1.1e-47	158.0	538	158	484
CP001157.1_3114	COG0067	7.3e-17	47.9	502	51	235
CP001157.1_4638	COG0068	1.2e-290	963.0	769	2	757
CP001157.1_3363	COG0068	9e-14	47.4	92	4	90
CP001157.1_4309	COG0068	7e-11	32.3	342	218	307
CP001157.1_4143	COG0069	2e-278	922.8	1481	2	1471
CP001157.1_2353	COG0069	1.5e-142	473.3	538	39	493
CP001157.1_4143	COG0070	0	2220.9	1481	2	1471
CP001157.1_2353	COG0070	6e-47	57.9	538	133	285
CP001157.1_2353	COG0070	6e-47	99.6	538	337	474
CP001157.1_3114	COG0070	1e-08	28.8	502	52	232
CP001157.1_2361	COG0071	6.8e-48	160.2	199	27	192
CP001157.1_3532	COG0071	4.2e-37	124.8	153	5	147
CP001157.1_3531	COG0071	9e-37	123.7	153	5	147
CP001157.1_3128	COG0071	6e-36	121.2	148	6	143
CP001157.1_2716	COG0074	4e-163	541.0	296	1	289
CP001157.1_3579	COG0075	9.9e-18	60.6	449	174	446
CP001157.1_3696	COG0075	7.9e-17	57.3	405	114	279
CP001157.1_2565	COG0075	4.1e-11	36.1	409	149	226
CP001157.1_4337	COG0076	3.1e-16	43.8	958	548	681
CP001157.1_2383	COG0076	6.1e-13	40.6	955	538	681
CP001157.1_3696	COG0076	4.8e-10	35.2	405	54	226
CP001157.1_3025	COG0079	2.7e-86	287.1	354	4	328
CP001157.1_3901	COG0079	5.1e-49	164.0	392	22	365
CP001157.1_3677	COG0079	1e-47	159.8	383	23	320
CP001157.1_3571	COG0079	4.5e-44	147.8	399	8	328
CP001157.1_4425	COG0079	8.3e-41	136.6	463	129	443
CP001157.1_3299	COG0079	1.3e-30	103.1	473	135	420
CP001157.1_3113	COG0079	3.1e-16	55.4	404	65	201
CP001157.1_4051	COG0079	3.4e-12	42.4	401	92	394
CP001157.1_3579	COG0079	6.4e-12	31.0	449	114	246
CP001157.1_2750	COG0079	7e-08	26.8	392	17	128
CP001157.1_2565	COG0079	1.4e-07	25.1	409	74	197
CP001157.1_3614	COG0083	8.3e-10	35.0	470	1	179
CP001157.1_3799	COG0083	7.5e-09	29.9	289	40	136
CP001157.1_3120	COG0101	3.4e-118	391.6	289	12	273
CP001157.1_3689	COG0105	1.3e-85	284.4	144	1	141
CP001157.1_4166	COG0107	8.9e-22	74.1	134	34	117
CP001157.1_4167	COG0107	1.9e-15	53.2	112	5	101
CP001157.1_4000	COG0108	9.2e-188	621.8	507	101	498
CP001157.1_4456	COG0109	1.9e-27	93.2	296	19	292
CP001157.1_2536	COG0110	1.4e-38	129.6	163	22	161
CP001157.1_3698	COG0110	1.7e-25	86.9	259	50	189
CP001157.1_3556	COG0110	2e-25	72.8	259	51	200
CP001157.1_2749	COG0110	2.7e-22	75.7	210	60	205
CP001157.1_3558	COG0110	3.4e-14	31.4	356	119	220
CP001157.1_2669	COG0110	1.5e-12	42.4	187	31	136
CP001157.1_4440	COG0111	3.4e-139	461.6	410	8	408
CP001157.1_2465	COG0111	2.7e-109	362.9	330	2	319
CP001157.1_2795	COG0111	2.1e-100	333.7	327	3	318
CP001157.1_3772	COG0111	6.7e-99	328.8	321	17	315
CP001157.1_3639	COG0111	6.2e-96	318.8	326	1	318
CP001157.1_3998	COG0111	2.1e-88	294.0	320	5	317
CP001157.1_2730	COG0111	5.6e-80	266.3	381	1	302
CP001157.1_3233	COG0111	2.7e-07	26.1	350	175	232
CP001157.1_3748	COG0112	1.1e-249	827.0	418	6	416
CP001157.1_4357	COG0113	3.1e-159	526.5	350	19	347
CP001157.1_3178	COG0114	1.3e-224	743.0	465	2	460
CP001157.1_2485	COG0114	2.9e-202	669.4	459	2	456
CP001157.1_3493	COG0114	1.5e-23	79.4	451	105	429
CP001157.1_4374	COG0114	6.2e-23	76.8	465	110	378
CP001157.1_4113	COG0115	2.4e-123	409.0	308	3	307
CP001157.1_3633	COG0117	9.9e-29	97.1	159	8	155
CP001157.1_3024	COG0118	3.1e-10	36.2	486	285	361
CP001157.1_3883	COG0119	7.5e-210	695.4	517	3	511
CP001157.1_3671	COG0119	7.7e-152	503.7	558	36	552
CP001157.1_2380	COG0119	1.9e-83	277.8	313	8	304
CP001157.1_4549	COG0119	1.6e-82	274.8	301	3	288
CP001157.1_2797	COG0119	8.3e-74	246.0	351	8	312
CP001157.1_3852	COG0119	2.1e-72	241.4	341	6	301
CP001157.1_4436	COG0120	1.6e-95	316.1	227	1	225
CP001157.1_3007	COG0121	1.6e-96	321.1	258	1	254
CP001157.1_3114	COG0121	3.2e-17	58.9	502	29	248
CP001157.1_4247	COG0122	9.7e-40	133.3	356	13	256
CP001157.1_3764	COG0122	3.2e-11	39.5	262	149	251
CP001157.1_3149	COG0122	9.6e-10	34.1	325	210	305
CP001157.1_3875	COG0122	3.2e-09	32.5	319	193	291
CP001157.1_2972	COG0122	3.5e-09	32.1	315	180	284
CP001157.1_2507	COG0122	3.4e-08	29.3	300	187	289
CP001157.1_3684	COG0124	1.7e-178	590.8	429	1	426
CP001157.1_4419	COG0125	2.4e-08	29.8	452	32	292
CP001157.1_4526	COG0129	1e-223	741.3	579	6	565
CP001157.1_2495	COG0129	3.2e-197	653.5	609	15	599
CP001157.1_3918	COG0130	8.8e-135	447.2	306	5	303
CP001157.1_4214	COG0132	1.3e-90	300.8	232	1	226
CP001157.1_3024	COG0132	4e-19	61.7	486	1	237
