locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MZ334509.1_1_219_+												Hypothetical
MZ334509.1_368_919_-					phrog_19274	VOG23910	VOG:VOG23910	183	4.6e-111	361.3		REFSEQ HalOD1 domain-containing protein
MZ334509.1_1327_2103_+					phrog_9231	VOG05559	PHROG:phrog_9231	258	2.8e-115	376.7		terminase small subunit
MZ334509.1_2090_2359_+												Hypothetical
MZ334509.1_2580_2774_+					phrog_19453	VOG23913	VOG:VOG23913	64	3.2e-50	160.7		REFSEQ hypothetical protein
MZ334509.1_2812_3018_+					phrog_19186	VOG23914	VOG:VOG23914	68	2.9e-50	160.8		REFSEQ hypothetical protein
MZ334509.1_3110_4801_+		K21523	COG4373		phrog_9	VOG07294	COG:COG4373	563	2.7e-43	139.7		; 
MZ334509.1_4816_6255_+					phrog_9232	VOG00562	PHROG:phrog_9232	479	1.7e-218	718.8		portal protein
MZ334509.1_6542_7306_+					phrog_15680	VOG14382	PHROG:phrog_15680	254	1.8e-156	511.8		head maturation protease
MZ334509.1_7313_7741_+												Hypothetical
MZ334509.1_7764_8279_+												Hypothetical
MZ334509.1_8321_9277_+					phrog_3990	VOG01973	PHROG:phrog_3990	318	3.7e-94	308.0		major head protein
MZ334509.1_9323_9766_+												Hypothetical
MZ334509.1_9766_10104_+												Hypothetical
MZ334509.1_10107_13223_+												Hypothetical
MZ334509.1_13225_13446_+												Hypothetical
MZ334509.1_13483_13992_+					phrog_12281	VOG04913	PHROG:phrog_12281	169	6.9e-87	282.0		tail tube protein
MZ334509.1_14001_15293_+			COG4386		phrog_10244	VOG01001	PHROG:phrog_10244	430	4.6e-205	674.1		tail sheath
MZ334509.1_15322_15867_+					phrog_12452	VOG14384	PHROG:phrog_12452	181	3e-93	302.7		tail tube protein
MZ334509.1_15924_16394_+					phrog_14268	VOG04953	PHROG:phrog_14268	156	4.6e-85	275.8		tail assembly chaperone
MZ334509.1_16492_16704_+					phrog_12163	VOG04953	PHROG:phrog_12163	70	9.2e-36	115.3		tail assembly chaperone
MZ334509.1_16707_18524_+			COG5283		phrog_14901	VOG14385	PHROG:phrog_14901	605	0	1110.9		tail length tape measure protein
MZ334509.1_18525_19055_+					phrog_14280	VOG14386	VOG:VOG14386	176	1.5e-92	301.1		REFSEQ hypothetical protein
MZ334509.1_19052_20494_+					phrog_12403	VOG14388	VOG:VOG14388	480	1.9e-239	787.6		REFSEQ hypothetical protein
MZ334509.1_20496_20933_+												Hypothetical
MZ334509.1_20930_21295_+												Hypothetical
MZ334509.1_21360_21686_+												Hypothetical
MZ334509.1_21683_22918_+			COG3299		phrog_6	VOG00735	VOG:VOG00735	411	5.7e-118	385.1		REFSEQ baseplate wedge subunit
