	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_055736_NC_055736_1	NC_055736	NC_055736	1	3	95	-1	E											0
NC_055736_NC_055736_2	NC_055736	NC_055736	2	427	639	-1	E											0
NC_055736_NC_055736_3	NC_055736	NC_055736	3	636	794	-1	E											0
NC_055736_NC_055736_4	NC_055736	NC_055736	4	961	1185	-1	E											0
NC_055736_NC_055736_5	NC_055736	NC_055736	5	1182	1424	-1	E											0
NC_055736_NC_055736_6	NC_055736	NC_055736	6	1421	1636	-1	E											0
NC_055736_NC_055736_7	NC_055736	NC_055736	7	1633	1842	-1	E											0
NC_055736_NC_055736_8	NC_055736	NC_055736	8	1829	1999	-1	E											0
NC_055736_NC_055736_9	NC_055736	NC_055736	9	1987	2184	-1	E											0
NC_055736_NC_055736_10	NC_055736	NC_055736	10	2168	2329	-1	E											0
NC_055736_NC_055736_11	NC_055736	NC_055736	11	2333	2515	-1	E											0
NC_055736_NC_055736_12	NC_055736	NC_055736	12	2508	2708	-1	E											0
NC_055736_NC_055736_13	NC_055736	NC_055736	13	2809	3501	1	E											0
NC_055736_NC_055736_14	NC_055736	NC_055736	14	3494	6370	1	D			MER0347497	N09	MER0347497 - family N9 unassigned peptide lyases () [N09.UPW]#N09#{peptidase unit: 34-371}~source ZP_10269248~	False	72.0	4.348e-11	0.239	Homing endonuclease [PF05204.17]; Pretoxin HINT domain [PF07591.14]; LAGLIDADG-like domain [PF14528.9]; Intein splicing domain [PF14890.9]	0
NC_055736_NC_055736_15	NC_055736	NC_055736	15	6905	7222	1	E											0
NC_055736_NC_055736_16	NC_055736	NC_055736	16	7255	7965	1	E											0
NC_055736_NC_055736_17	NC_055736	NC_055736	17	7968	9191	1	E											0
NC_055736_NC_055736_18	NC_055736	NC_055736	18	9203	11170	1	E											0
NC_055736_NC_055736_19	NC_055736	NC_055736	19	11163	11852	1	E											2
NC_055736_NC_055736_20	NC_055736	NC_055736	20	11839	13128	1	E											0
NC_055736_NC_055736_21	NC_055736	NC_055736	21	13128	13982	1	E											0
NC_055736_NC_055736_22	NC_055736	NC_055736	22	14182	14316	1	E											0
NC_055736_NC_055736_23	NC_055736	NC_055736	23	14316	15140	1	D										PhoH-like protein [PF02562.19]	0
NC_055736_NC_055736_24	NC_055736	NC_055736	24	15150	15311	1	E											0
NC_055736_NC_055736_25	NC_055736	NC_055736	25	15304	15681	1	D										Peptidase M15 [PF08291.14]	0
NC_055736_NC_055736_26	NC_055736	NC_055736	26	15678	16103	1	E											0
NC_055736_NC_055736_27	NC_055736	NC_055736	27	16215	16556	1	E											0
NC_055736_NC_055736_28	NC_055736	NC_055736	28	16601	19492	1	D										Prophage tail fibre N-terminal [PF08400.13]; Fibronectin type III protein [PF12421.11]	0
NC_055736_NC_055736_29	NC_055736	NC_055736	29	19508	19681	1	E											0
NC_055736_NC_055736_30	NC_055736	NC_055736	30	19691	19930	1	E											0
NC_055736_NC_055736_31	NC_055736	NC_055736	31	19969	20157	-1	E											0
NC_055736_NC_055736_32	NC_055736	NC_055736	32	20169	20783	-1	E											0
NC_055736_NC_055736_33	NC_055736	NC_055736	33	21019	21318	1	E											0
NC_055736_NC_055736_34	NC_055736	NC_055736	34	21319	23427	1	E											0
NC_055736_NC_055736_35	NC_055736	NC_055736	35	23441	23785	1	E											0
NC_055736_NC_055736_36	NC_055736	NC_055736	36	23790	24866	1	E											0
NC_055736_NC_055736_37	NC_055736	NC_055736	37	24879	26111	1	E											0
NC_055736_NC_055736_38	NC_055736	NC_055736	38	26188	26808	1	E											0
NC_055736_NC_055736_39	NC_055736	NC_055736	39	26880	27392	1	E											0
NC_055736_NC_055736_40	NC_055736	NC_055736	40	27454	28278	1	E											0
NC_055736_NC_055736_41	NC_055736	NC_055736	41	28295	30169	1	E											0
