	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000375.1_1	QGNH01000375.1	QGNH01000375.1	1	1	735	1	E																		0	False	F
QGNH01000375.1_2	QGNH01000375.1	QGNH01000375.1	2	802	1011	1	E																		0	False	F
QGNH01000375.1_3	QGNH01000375.1	QGNH01000375.1	3	1159	1539	1	E																		0	False	F
QGNH01000375.1_4	QGNH01000375.1	QGNH01000375.1	4	1536	1856	1	E																		0	False	F
QGNH01000375.1_5	QGNH01000375.1	QGNH01000375.1	5	1863	2357	1	D														Phage DNA packaging protein Nu1 [PF07471.15]				0	False	F
QGNH01000375.1_6	QGNH01000375.1	QGNH01000375.1	6	2342	4312	1	D	YP_009103717.1	YP_009103717.1 terminase large subunit [Shewanella sp. phage 1/44]	True	0.356	373.0	1.3150000000000002e-109								Terminase large subunit gpA, endonuclease domain [PF20454.1]; Phage terminase large subunit gpA, ATPase domain [PF05876.15]	VOG00695	sp|P03708|TERL_LAMBD Terminase, large subunit; XhXr	Xr;Xh	0	False	VF
QGNH01000375.1_7	QGNH01000375.1	QGNH01000375.1	7	4309	4587	1	E																		0	False	F
QGNH01000375.1_8	QGNH01000375.1	QGNH01000375.1	8	4811	5014	1	E																		0	False	F
QGNH01000375.1_9	QGNH01000375.1	QGNH01000375.1	9	5015	6529	1	D	YP_002321457.1	YP_002321457.1 portal protein [Stenotrophomonas phage S1]	False	0.317	236.0	3.949000000000001e-65								Phage portal protein, lambda family [PF05136.16]	VOG01401	sp|P36272|PORTL_BPP21 Portal protein B; XpXrXs	Xs;Xr;Xp	0	False	VF
QGNH01000375.1_10	QGNH01000375.1	QGNH01000375.1	10	6540	8669	1	D	YP_002321458.1	YP_002321458.1 major head and protease protein [Stenotrophomonas phage S1]	False	0.222	168.0	3.891e-41	MER0253184	S14	MER0253184 - family S14 unassigned peptidases (Cupriavidus necator) [S14.UPW]#S14#{peptidase unit: 217-678}~source YP_004685026~	False	182.0	3.031e-45	0.275	Caudovirus prohead serine protease [PF04586.20]; Mu-like prophage major head subunit gpT [PF10124.12]	VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	VPF
QGNH01000375.1_11	QGNH01000375.1	QGNH01000375.1	11	8746	9135	1	E																		0	False	F
QGNH01000375.1_12	QGNH01000375.1	QGNH01000375.1	12	9138	9521	1	E																		0	False	F
QGNH01000375.1_13	QGNH01000375.1	QGNH01000375.1	13	9527	9844	1	E																		0	False	F
QGNH01000375.1_14	QGNH01000375.1	QGNH01000375.1	14	9855	9986	1	E																		0	False	F
QGNH01000375.1_15	QGNH01000375.1	QGNH01000375.1	15	9983	10282	1	E																		0	False	F
QGNH01000375.1_16	QGNH01000375.1	QGNH01000375.1	16	10282	10398	1	E																		0	False	F
