Name	Count
Purine nucleoside phosphorylase	1
Glutamyl- or glutaminyl-tRNA synthetase	1
Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	1
Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	2
Cysteine synthase	1
Malate/lactate dehydrogenase	1
Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	1
6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	1
Ketol-acid reductoisomerase	2
Ribosomal protein L11	1
Ribosomal protein L1	1
Phosphoglycerate dehydrogenase or related dehydrogenase	1
Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	2
Histidyl-tRNA synthetase	1
Thymidylate kinase	1
Dihydroxyacid dehydratase/phosphogluconate dehydratase	2
Aspartate-semialdehyde dehydrogenase	1
Enolase	1
2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	1
Tryptophanyl-tRNA synthetase	1
Peptidyl-tRNA hydrolase	1
Thymidine phosphorylase	1
Ribosomal protein L7/L12	1
Ribosomal protein L10	1
Transcription termination/antitermination protein NusG	1
Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	1
FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	1
Acetate kinase	1
Cytidine deaminase	1
Riboflavin synthase alpha chain	1
Biotin-(acetyl-CoA carboxylase) ligase	1
Recombinational DNA repair protein RecR	1
6-phosphogluconate dehydrogenase	1
Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	1
Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate	1
7-methyl-GTP pyrophosphatase and related NTP pyrophosphatases, Maf/HAM1 superfamily	1
Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains	1
Aspartate/methionine/tyrosine aminotransferase	1
Acetolactate synthase, small subunit	1
Phosphoribosylpyrophosphate synthetase	1
Isocitrate/isopropylmalate dehydrogenase	2
MFS family permease, includes anhydromuropeptide permease AmpG	4
Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	1
Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	1
Thioredoxin reductase	1
Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE	1
S-adenosylhomocysteine hydrolase	1
Sugar or nucleoside kinase, ribokinase family	1
Thiol-disulfide isomerase or thioredoxin	1
Aspartate kinase	1
Serine transporter YbeC, amino acid:H+ symporter family	1
L-2-hydroxyglutarate oxidase LhgO	1
Na+/proline symporter	1
Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family	1
ABC-type dipeptide/oligopeptide/nickel transport system, permease component	4
Cystathionine beta-lyase/cystathionine gamma-synthase	1
Predicted PurR-regulated permease PerM	1
2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	2
Glycine/D-amino acid oxidase (deaminating)	1
Exonuclease III	1
Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase	1
ABC-type transport system, periplasmic component	1
Transcription elongation factor, GreA/GreB family	1
Cytochrome c biogenesis protein CcdA	2
DNA-binding transcriptional regulator, MerR family	1
Arsenite efflux pump ArsB, ACR3 family	1
GTP cyclohydrolase II	1
Mannose-1-phosphate guanylyltransferase	1
ABC-type multidrug transport system, permease component	1
