Name	Count
Nucleotide transport and metabolism	12
Translation, ribosomal structure and biogenesis	11
Amino acid transport and metabolism	21
Coenzyme transport and metabolism	13
Energy production and conversion	15
Carbohydrate transport and metabolism	26
Secondary metabolites biosynthesis, transport and catabolism	6
Transcription	13
Defense mechanisms	6
Replication, recombination and repair	9
Lipid transport and metabolism	8
Inorganic ion transport and metabolism	5
General function prediction only	16
Posttranslational modification, protein turnover, chaperones	7
Cell wall/membrane/envelope biogenesis	14
Cell motility	1
Function unknown	11
Signal transduction mechanisms	7
Extracellular structures	4
Mobilome: prophages, transposons	4
Cell cycle control, cell division, chromosome partitioning	3
Intracellular trafficking, secretion, and vesicular transport	3
