Name	Count
nan	143
Pyruvate fermentation to acetate and lactate I	1
Pyruvate fermentation to ethanol III	1
Cysteine and methionine	6
Oxaloacetate to lysine	3
Pyruvate fermentation to butanoate	2
Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	2
PEP	3
Histidine	4
Pyruvate to leucine	1
PEPtide and nickel transporters	4
Superpathway of clostridium acetobutylicum acidogenic fermentation	1
Superpathway of clostridium acetobutylicum solventogenic fermentation	1
Enzyme I and hpr	2
Lactose	1
Sucrose	1
Maltose	1
Organic acid transporters	3
Murein	1
Lipopolysaccharide biosynthesis	6
Mucin type O-glycan biosynthesis	5
N-glycan biosynthesis	5
Peptidoglycan biosynthesis	5
Drug transporters	2
Oxaloacetate to aspartate and asparagine	1
Unknown transporters	1
ABC-2 type and other transporters	4
Monosaccharide transporters	3
Sulfolactate degradation	1
