Name	Count
nan	195
PEPtides/nickel transporter [mD:m00239]	1
Ascorbate-specific II component [mD:m00283]	1
Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	3
Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	1
Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	1
Others	1
Enzyme I	1
Lipopolysaccharide transporter [mD:m00250]	2
Lipooligosaccharide transporter [mD:m00252]	2
Putative multiple sugar transporter [mD:m00216]	3
DiPEPtide transporter [mD:m00324]	2
Microcin c transporter [mD:m00349]	1
