Name	Count
Carbohydrate metabolism	64
Glycan biosynthesis and metabolism	10
Amino acid metabolism	51
Signal transduction	8
Endocrine system	1
Cancer: overview	1
Protein families: signaling and cellular processes	58
Metabolism of other amino acids	5
Unclassified: metabolism	20
Metabolism of cofactors and vitamins	18
Energy metabolism	21
Biosynthesis of other secondary metabolites	8
Infectious disease: bacterial	1
Lipid metabolism	2
Xenobiotics biodegradation and metabolism	15
Protein families: metabolism	24
Nucleotide metabolism	14
Cancer: specific types	1
Membrane transport	20
Metabolism of terpenoids and polyketides	4
Protein families: genetic information processing	42
Replication and repair	9
Poorly characterized	12
Immune disease	1
Folding, sorting and degradation	1
Translation	8
Cellular community - prokaryotes	5
Unclassified: signaling and cellular processes	4
Drug resistance: antimicrobial	2
Signaling molecules and interaction	1
Cell growth and death	1
Digestive system	1
Infectious disease: viral	1
Unclassified: genetic information processing	4
Cell motility	1
