locus_tag	ftype	length_bp	gene	EC_number	COG	product
PEBDBBFM_00001	tRNA	76				tRNA-Pro(cgg)
PEBDBBFM_00002	CDS	222				hypothetical protein
PEBDBBFM_00003	CDS	723				hypothetical protein
PEBDBBFM_00004	CDS	2721				hypothetical protein
PEBDBBFM_00005	CDS	963				hypothetical protein
PEBDBBFM_00006	CDS	1074				hypothetical protein
PEBDBBFM_00007	CDS	1071	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
PEBDBBFM_00008	CDS	678				hypothetical protein
PEBDBBFM_00009	CDS	801				hypothetical protein
PEBDBBFM_00010	CDS	3081	rep	3.6.4.12		ATP-dependent DNA helicase Rep
PEBDBBFM_00011	CDS	1089				hypothetical protein
PEBDBBFM_00012	CDS	636				hypothetical protein
PEBDBBFM_00013	CDS	432				hypothetical protein
PEBDBBFM_00014	CDS	1068				hypothetical protein
PEBDBBFM_00015	CDS	528				hypothetical protein
PEBDBBFM_00016	CDS	192				hypothetical protein
PEBDBBFM_00017	CDS	405				IS200/IS605 family transposase ISEha1
PEBDBBFM_00018	CDS	234				hypothetical protein
PEBDBBFM_00019	CDS	3492	vgb_1	4.2.99.-		Virginiamycin B lyase
PEBDBBFM_00020	CDS	2898				hypothetical protein
PEBDBBFM_00021	CDS	1539				hypothetical protein
PEBDBBFM_00022	CDS	909	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
PEBDBBFM_00023	CDS	669				hypothetical protein
PEBDBBFM_00024	CDS	1308	serS	6.1.1.11	COG0172	Serine--tRNA ligase
PEBDBBFM_00025	CDS	411				hypothetical protein
PEBDBBFM_00026	CDS	627	ppa	3.6.1.1		Inorganic pyrophosphatase
PEBDBBFM_00027	CDS	774				hypothetical protein
PEBDBBFM_00028	CDS	1422	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
PEBDBBFM_00029	CDS	831				hypothetical protein
PEBDBBFM_00030	CDS	987	thrB	2.7.1.39		Homoserine kinase
PEBDBBFM_00031	CDS	1233	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
PEBDBBFM_00032	CDS	669				hypothetical protein
PEBDBBFM_00033	CDS	1353				hypothetical protein
PEBDBBFM_00034	tRNA	90				tRNA-Ser(gga)
PEBDBBFM_00035	CDS	1488				hypothetical protein
PEBDBBFM_00036	CDS	663	dedA		COG0586	Protein DedA
PEBDBBFM_00037	CDS	303				hypothetical protein
PEBDBBFM_00038	CDS	435	mscL		COG1970	Large-conductance mechanosensitive channel
PEBDBBFM_00039	CDS	816	parB		COG1475	putative chromosome-partitioning protein ParB
PEBDBBFM_00040	CDS	564	sipS	3.4.21.89	COG0681	Signal peptidase I S
PEBDBBFM_00041	CDS	1281				hypothetical protein
PEBDBBFM_00042	CDS	930				hypothetical protein
PEBDBBFM_00043	CDS	864	cphA	6.3.2.29	COG0769	Cyanophycin synthetase
PEBDBBFM_00044	CDS	2091	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
PEBDBBFM_00045	CDS	1539				hypothetical protein
PEBDBBFM_00046	CDS	555	rssB			Regulator of RpoS
PEBDBBFM_00047	tRNA	76				tRNA-Val(tac)
PEBDBBFM_00048	CDS	93				hypothetical protein
PEBDBBFM_00049	CDS	4152				hypothetical protein
PEBDBBFM_00050	CDS	675		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
PEBDBBFM_00051	CDS	1371	gph_1	3.1.3.18		Phosphoglycolate phosphatase
PEBDBBFM_00052	CDS	618				hypothetical protein
PEBDBBFM_00053	CDS	216				hypothetical protein
PEBDBBFM_00054	CDS	1296				hypothetical protein
PEBDBBFM_00055	CDS	612				hypothetical protein
PEBDBBFM_00056	CDS	738				hypothetical protein
PEBDBBFM_00057	CDS	912	qmcA		COG0330	Protein QmcA
PEBDBBFM_00058	CDS	819	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
PEBDBBFM_00059	CDS	693				hypothetical protein
PEBDBBFM_00060	CDS	570				hypothetical protein
PEBDBBFM_00061	CDS	1809	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PEBDBBFM_00062	CDS	1905	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PEBDBBFM_00063	tRNA	72				tRNA-Gly(ccc)
PEBDBBFM_00064	CDS	2109				hypothetical protein
PEBDBBFM_00065	CDS	537				hypothetical protein
PEBDBBFM_00066	CDS	1773				hypothetical protein
PEBDBBFM_00067	CDS	708				hypothetical protein
PEBDBBFM_00068	CDS	915	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
PEBDBBFM_00069	CDS	804				hypothetical protein
PEBDBBFM_00070	CDS	1176	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
PEBDBBFM_00071	CDS	963	rodZ			Cytoskeleton protein RodZ
PEBDBBFM_00072	CDS	1806	aspS	6.1.1.12		Aspartate--tRNA(Asp) ligase
PEBDBBFM_00073	tRNA	86				tRNA-Leu(cag)
PEBDBBFM_00074	CDS	579				hypothetical protein
PEBDBBFM_00075	CDS	657				hypothetical protein
PEBDBBFM_00076	CDS	1998	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
PEBDBBFM_00077	CDS	759				hypothetical protein
PEBDBBFM_00078	CDS	1353				hypothetical protein
PEBDBBFM_00079	CDS	513				hypothetical protein
PEBDBBFM_00080	CDS	447	nudI	3.6.1.12		Nucleoside triphosphatase NudI
PEBDBBFM_00081	CDS	1140				hypothetical protein
PEBDBBFM_00082	CDS	2247	topA	5.6.2.1		DNA topoisomerase 1
PEBDBBFM_00083	CDS	666				hypothetical protein
PEBDBBFM_00084	CDS	1038				hypothetical protein
PEBDBBFM_00085	CDS	585	tsf		COG0264	Elongation factor Ts
PEBDBBFM_00086	CDS	564	frr		COG0233	Ribosome-recycling factor
PEBDBBFM_00087	CDS	1107				hypothetical protein
PEBDBBFM_00088	CDS	615				hypothetical protein
PEBDBBFM_00089	CDS	1725	proS	6.1.1.15	COG0442	Proline--tRNA ligase
PEBDBBFM_00090	CDS	237				hypothetical protein
PEBDBBFM_00091	CDS	456	ybeY	3.1.-.-		Endoribonuclease YbeY
PEBDBBFM_00092	CDS	564	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
PEBDBBFM_00093	CDS	579	hpf		COG1544	Ribosome hibernation promotion factor
PEBDBBFM_00094	CDS	795				hypothetical protein
PEBDBBFM_00095	CDS	1374				hypothetical protein
PEBDBBFM_00096	CDS	918	ftsX		COG2177	Cell division protein FtsX
PEBDBBFM_00097	CDS	873	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PEBDBBFM_00098	CDS	657				hypothetical protein
PEBDBBFM_00099	CDS	690				hypothetical protein
PEBDBBFM_00100	CDS	702				hypothetical protein
PEBDBBFM_00101	CDS	921	prfB			Peptide chain release factor 2
PEBDBBFM_00102	CDS	1587	gpmI_1	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
PEBDBBFM_00103	CDS	840				hypothetical protein
PEBDBBFM_00104	CDS	903				hypothetical protein
PEBDBBFM_00105	CDS	1245	murJ_1			lipid II flippase MurJ
PEBDBBFM_00106	CDS	273				hypothetical protein
PEBDBBFM_00107	tRNA	76				tRNA-Asn(gtt)
PEBDBBFM_00108	CDS	561				hypothetical protein
PEBDBBFM_00109	CDS	3045				hypothetical protein
PEBDBBFM_00110	CDS	756				hypothetical protein
PEBDBBFM_00111	CDS	579				hypothetical protein
PEBDBBFM_00112	CDS	396				hypothetical protein
PEBDBBFM_00113	CDS	480				hypothetical protein
PEBDBBFM_00114	CDS	1926				hypothetical protein
PEBDBBFM_00115	CDS	849				hypothetical protein
PEBDBBFM_00116	CDS	1191	rarA		COG2256	Replication-associated recombination protein A
PEBDBBFM_00117	CDS	351				hypothetical protein
PEBDBBFM_00118	CDS	1488	cbbM	4.1.1.39	COG1850	Ribulose bisphosphate carboxylase
PEBDBBFM_00119	CDS	594				hypothetical protein
PEBDBBFM_00120	CDS	1506				hypothetical protein
PEBDBBFM_00121	CDS	1515				hypothetical protein
PEBDBBFM_00122	CDS	471				hypothetical protein
PEBDBBFM_00123	CDS	273				hypothetical protein
PEBDBBFM_00124	CDS	480	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
PEBDBBFM_00125	CDS	327				hypothetical protein
PEBDBBFM_00126	CDS	675	nagAa	1.18.1.7		Naphthalene 1,2-dioxygenase/salicylate 5-hydroxylase systems, ferredoxin--NAD(P)(+), reductase component
PEBDBBFM_00127	CDS	582				hypothetical protein
PEBDBBFM_00128	CDS	375				hypothetical protein
PEBDBBFM_00129	CDS	369				hypothetical protein
PEBDBBFM_00130	CDS	228				hypothetical protein
PEBDBBFM_00131	CDS	432				hypothetical protein
PEBDBBFM_00132	CDS	909	trxB	1.8.1.9	COG0492	Thioredoxin reductase
PEBDBBFM_00133	CDS	2325				hypothetical protein
PEBDBBFM_00134	CDS	384				hypothetical protein
PEBDBBFM_00135	CDS	1806	murJ_2			lipid II flippase MurJ
PEBDBBFM_00136	CDS	150				hypothetical protein
PEBDBBFM_00137	CDS	618				hypothetical protein
PEBDBBFM_00138	CDS	1224	sufS	2.8.1.7	COG0520	Cysteine desulfurase
PEBDBBFM_00139	CDS	681	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
PEBDBBFM_00140	CDS	828				hypothetical protein
PEBDBBFM_00141	CDS	3372				hypothetical protein
PEBDBBFM_00142	CDS	1824	lig	6.5.1.1		DNA ligase
PEBDBBFM_00143	CDS	264				hypothetical protein
PEBDBBFM_00144	CDS	297				hypothetical protein
PEBDBBFM_00145	CDS	3957				hypothetical protein
PEBDBBFM_00146	CDS	1860	xpsE		COG2804	Type II secretion system protein E
PEBDBBFM_00147	CDS	1569				hypothetical protein
PEBDBBFM_00148	CDS	1227	epsF_1		COG1459	Type II secretion system protein F
PEBDBBFM_00149	CDS	570				hypothetical protein
PEBDBBFM_00150	CDS	747				hypothetical protein
PEBDBBFM_00151	CDS	561				hypothetical protein
PEBDBBFM_00152	CDS	585				hypothetical protein
PEBDBBFM_00153	CDS	684				hypothetical protein
