	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_049349_NC_049349_1	NC_049349	NC_049349	1	231	755	1	D										Putative bacteriophage terminase small subunit [PF07141.14]	0
NC_049349_NC_049349_2	NC_049349	NC_049349	2	756	2378	1	D										Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	0
NC_049349_NC_049349_3	NC_049349	NC_049349	3	2368	2652	1	C	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]								HNH endonuclease [PF01844.26]	1
NC_049349_NC_049349_4	NC_049349	NC_049349	4	2665	3801	1	D										Phage portal protein [PF04860.15]	0
NC_049349_NC_049349_5	NC_049349	NC_049349	5	3782	4318	1	C	K06904	uncharacterized protein	MER0079954	S78	MER0079954 - family S78 unassigned peptidases () [S78.UPW]#S78#{peptidase unit: 6-142}~source ABB77626~	False	269.0	1.6139999999999996e-81	0.931	Caudovirus prohead serine protease [PF04586.20]	0
NC_049349_NC_049349_6	NC_049349	NC_049349	6	4311	5492	1	E											0
NC_049349_NC_049349_7	NC_049349	NC_049349	7	5513	5776	1	E											0
NC_049349_NC_049349_8	NC_049349	NC_049349	8	5776	6090	1	E											0
NC_049349_NC_049349_9	NC_049349	NC_049349	9	6087	6584	1	D										HNH endonuclease [PF13392.9]	0
NC_049349_NC_049349_10	NC_049349	NC_049349	10	6574	6912	1	E											0
NC_049349_NC_049349_11	NC_049349	NC_049349	11	6903	7268	1	E											0
NC_049349_NC_049349_12	NC_049349	NC_049349	12	7281	8186	1	D										Phage tail tube protein [PF06488.14]; Phage tail tube protein C-terminal domain [PF20608.1]	0
NC_049349_NC_049349_13	NC_049349	NC_049349	13	8188	8811	1	E											0
NC_049349_NC_049349_14	NC_049349	NC_049349	14	8831	9106	1	E											0
NC_049349_NC_049349_15	NC_049349	NC_049349	15	9126	9638	1	E											0
NC_049349_NC_049349_16	NC_049349	NC_049349	16	9638	12388	1	D										Tape measure protein [PF20155.2]	0
NC_049349_NC_049349_17	NC_049349	NC_049349	17	12388	13284	1	E											0
NC_049349_NC_049349_18	NC_049349	NC_049349	18	13284	14411	1	D										Phage tail base-plate attachment protein of Caudovirales ORF16 [PF16792.8]	0
NC_049349_NC_049349_19	NC_049349	NC_049349	19	14401	14694	1	E											0
NC_049349_NC_049349_20	NC_049349	NC_049349	20	14684	15493	1	D										Receptor-binding protein of phage tail base-plate Siphoviridae, head [PF08931.13]	0
NC_049349_NC_049349_21	NC_049349	NC_049349	21	15507	15860	1	E											0
NC_049349_NC_049349_22	NC_049349	NC_049349	22	15857	16558	1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]								N-acetylmuramoyl-L-alanine amidase [PF01510.28]	0
NC_049349_NC_049349_23	NC_049349	NC_049349	23	16665	17201	-1	E											0
NC_049349_NC_049349_24	NC_049349	NC_049349	24	17291	17548	-1	E											0
NC_049349_NC_049349_25	NC_049349	NC_049349	25	17577	17825	-1	E											0
NC_049349_NC_049349_26	NC_049349	NC_049349	26	17846	18115	-1	E											0
NC_049349_NC_049349_27	NC_049349	NC_049349	27	18288	18635	-1	E											0
NC_049349_NC_049349_28	NC_049349	NC_049349	28	18635	18802	-1	E											0
NC_049349_NC_049349_29	NC_049349	NC_049349	29	18992	19183	-1	E											0
