	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000811.1_1	QGNH01000811.1	QGNH01000811.1	1	81	452	1	E													0	False	F
QGNH01000811.1_2	QGNH01000811.1	QGNH01000811.1	2	449	856	1	E													0	False	F
QGNH01000811.1_3	QGNH01000811.1	QGNH01000811.1	3	1148	1369	1	E													0	False	F
QGNH01000811.1_4	QGNH01000811.1	QGNH01000811.1	4	1384	1896	1	E													1	False	F
QGNH01000811.1_5	QGNH01000811.1	QGNH01000811.1	5	1940	2383	1	E													0	False	F
QGNH01000811.1_6	QGNH01000811.1	QGNH01000811.1	6	2743	2922	-1	E													0	False	F
QGNH01000811.1_7	QGNH01000811.1	QGNH01000811.1	7	3080	3268	1	E													0	False	F
QGNH01000811.1_8	QGNH01000811.1	QGNH01000811.1	8	3301	3477	1	E													0	False	F
QGNH01000811.1_9	QGNH01000811.1	QGNH01000811.1	9	3501	3758	1	D									Chaperonin 10 Kd subunit [PF00166.24]				0	False	F
QGNH01000811.1_10	QGNH01000811.1	QGNH01000811.1	10	3760	3900	1	E													0	False	F
QGNH01000811.1_11	QGNH01000811.1	QGNH01000811.1	11	3902	4165	1	E													0	False	F
QGNH01000811.1_12	QGNH01000811.1	QGNH01000811.1	12	4158	5678	1	C	K04077	chaperonin GroEL [EC:5.6.1.7]	YP_009838324.1	YP_009838324.1 chaperonin groEL [Vibrio phage YC]	False	0.259	183.0	3.971e-47	TCP-1/cpn60 chaperonin family [PF00118.27]	VOG10769	sp|A8Z640|CH60_SULMW Chaperonin GroEL; Xh	Xh	0	False	F
QGNH01000811.1_13	QGNH01000811.1	QGNH01000811.1	13	5723	5860	-1	E													0	False	
QGNH01000811.1_14	QGNH01000811.1	QGNH01000811.1	14	5907	6275	1	E													0	False	
QGNH01000811.1_15	QGNH01000811.1	QGNH01000811.1	15	6256	6675	1	C	K07474	phage terminase small subunit							Terminase small subunit [PF03592.19]				0	False	
QGNH01000811.1_16	QGNH01000811.1	QGNH01000811.1	16	6785	8314	1	D			YP_009216027.1	YP_009216027.1 terminase large subunit [Bacillus phage Shanette]	False	0.204	108.0	7.922e-23	Phage terminase large subunit gpA, ATPase domain [PF05876.15]				0	False	
QGNH01000811.1_17	QGNH01000811.1	QGNH01000811.1	17	8316	8507	1	E													0	False	
QGNH01000811.1_18	QGNH01000811.1	QGNH01000811.1	18	8571	9503	1	E													0	False	
QGNH01000811.1_19	QGNH01000811.1	QGNH01000811.1	19	9586	10443	1	E													0	False	
QGNH01000811.1_20	QGNH01000811.1	QGNH01000811.1	20	10450	10644	1	E													0	False	
QGNH01000811.1_21	QGNH01000811.1	QGNH01000811.1	21	10649	10825	1	E													0	False	
QGNH01000811.1_22	QGNH01000811.1	QGNH01000811.1	22	10828	11052	1	E													0	False	
QGNH01000811.1_23	QGNH01000811.1	QGNH01000811.1	23	11202	11975	1	E													0	False	
QGNH01000811.1_24	QGNH01000811.1	QGNH01000811.1	24	12048	12656	1	D			YP_010682380.1	YP_010682380.1 HNH endonuclease [Streptococcus phage CHPC1042]	False	0.312	69.0	2.599e-12	HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]; NUMOD3 motif [PF07460.14]				0	False	
QGNH01000811.1_25	QGNH01000811.1	QGNH01000811.1	25	12797	13690	1	E													0	False	
QGNH01000811.1_26	QGNH01000811.1	QGNH01000811.1	26	13745	14014	1	E													0	False	F
QGNH01000811.1_27	QGNH01000811.1	QGNH01000811.1	27	14016	14570	1	E													0	False	F
QGNH01000811.1_28	QGNH01000811.1	QGNH01000811.1	28	14594	15484	1	E													0	False	F
QGNH01000811.1_29	QGNH01000811.1	QGNH01000811.1	29	15586	16053	1	E													0	False	F
QGNH01000811.1_30	QGNH01000811.1	QGNH01000811.1	30	16056	16328	1	E													0	False	F
QGNH01000811.1_31	QGNH01000811.1	QGNH01000811.1	31	16315	16629	1	E													0	False	F
QGNH01000811.1_32	QGNH01000811.1	QGNH01000811.1	32	16632	17120	1	E													0	False	F
QGNH01000811.1_33	QGNH01000811.1	QGNH01000811.1	33	17242	17949	1	E													0	False	F
QGNH01000811.1_34	QGNH01000811.1	QGNH01000811.1	34	17925	18266	1	E													0	False	F
QGNH01000811.1_35	QGNH01000811.1	QGNH01000811.1	35	18263	18715	1	E													0	False	F
