	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000952.1_1	QGNH01000952.1	QGNH01000952.1	1	31	858	-1	D	YP_009099580.1	YP_009099580.1 Gpu-like tail protein [Rhizobium phage vB_RleM_PPF1]	False	0.368	83.0	4.239e-16								DNA circularisation protein N-terminus [PF07157.15]				0	False	F
QGNH01000952.1_2	QGNH01000952.1	QGNH01000952.1	2	913	2124	-1	E	YP_010664132.1	YP_010664132.1 tail length tape-measure protein [Burkholderia phage PhiBP82.2]	False	0.35	101.0	3.765e-21												0	False	F
QGNH01000952.1_3	QGNH01000952.1	QGNH01000952.1	3	2154	3341	-1	E																		0	False	F
QGNH01000952.1_4	QGNH01000952.1	QGNH01000952.1	4	3356	3736	-1	E	YP_009609764.1	YP_009609764.1 hypothetical protein FDI24_gp164 [Acidovorax phage ACP17]	False	0.491	85.0	1.171e-18												0	False	F
QGNH01000952.1_5	QGNH01000952.1	QGNH01000952.1	5	3782	4159	-1	D														Phage tail tube protein [PF10618.12]				0	False	F
QGNH01000952.1_6	QGNH01000952.1	QGNH01000952.1	6	4242	5756	-1	E	YP_009099576.1	YP_009099576.1 tail sheath [Rhizobium phage vB_RleM_PPF1]	False	0.341	271.0	4.929e-77									VOG03536	sp|P44233|VPL_HAEIN Mu-like prophage FluMu tail sheath protein; Xu	Xu	0	False	F
QGNH01000952.1_7	QGNH01000952.1	QGNH01000952.1	7	5784	6014	-1	D														Protein of unknown function (DUF2635) [PF10948.11]				0	False	
QGNH01000952.1_8	QGNH01000952.1	QGNH01000952.1	8	6047	6823	-1	E	YP_009099574.1	YP_009099574.1 hypothetical protein PPF1_11 [Rhizobium phage vB_RleM_PPF1]	False	0.259	76.0	3.739e-14									VOG27954	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000952.1_9	QGNH01000952.1	QGNH01000952.1	9	6827	7222	-1	E																		0	False	
QGNH01000952.1_10	QGNH01000952.1	QGNH01000952.1	10	7305	8363	-1	D	YP_009823120.1	YP_009823120.1 major head protein [Rheinheimera phage vB_RspM_Barba19A]	False	0.273	132.0	1.16e-31								Phage major capsid protein E [PF03864.18]	VOG01069	sp|D6RRG1|CAPSD_BPKPP Major capsid protein; XhXs	Xs;Xh	0	False	V
QGNH01000952.1_11	QGNH01000952.1	QGNH01000952.1	11	8490	9188	-1	D														Bacteriophage lambda head decoration protein D [PF02924.17]				0	False	F
QGNH01000952.1_12	QGNH01000952.1	QGNH01000952.1	12	9268	9726	-1	E															VOG11912	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xs;Xh	0	False	VF
QGNH01000952.1_13	QGNH01000952.1	QGNH01000952.1	13	9776	10693	-1	D	YP_009099568.1	YP_009099568.1 head maturation protease [Rhizobium phage vB_RleM_PPF1]	False	0.528	301.0	2.557e-90	MER0248211	S49B	MER0248211 - subfamily S49B unassigned peptidases (Sinorhizobium meliloti) [S49.UPB]#S49B#{peptidase unit: 120-297}~source YP_004549189~	False	199.0	5.994e-55	0.588	Peptidase family S49 [PF01343.21]	VOG28640	REFSEQ head maturation protease; Xu	Xu	0	False	PF
QGNH01000952.1_14	QGNH01000952.1	QGNH01000952.1	14	10690	12327	-1	D	YP_009997537.1	YP_009997537.1 portal protein [Achromobacter phage vB_AchrS_AchV4]	False	0.325	263.0	1.066e-73								Phage portal protein, lambda family [PF05136.16]	VOG01401	sp|P36272|PORTL_BPP21 Portal protein B; XpXrXs	Xp;Xs;Xr	0	False	VF
QGNH01000952.1_15	QGNH01000952.1	QGNH01000952.1	15	12558	12779	-1	E																		0	False	F
