CCI88WCFB3	removeN	0:00:00.015215	FragGeneScan_DJ
CCI88WCFB3	removeN	0:00:00.024796	FragGeneScan_Rleg
CCI88WCFB3	removeN	0:00:00.008317	FragGeneScan_GIC31
CCI88WCFB3	removeN	0:00:00.006114	FragGeneScan_RW1
CCI88WCFB3	removeN	0:00:00.008786	FragGeneScan_RW2
CCI88WCFB3	findORF_fgs	0:00:00.550209	FragGeneScan_RW1
CCI88WCFB3	findORF_fgs	0:00:03.995328	FragGeneScan_RW2
CCI88WCFB3	findORF_fgs	0:00:06.234329	FragGeneScan_DJ
CCI88WCFB3	findORF_fgs	0:00:04.152376	FragGeneScan_GIC31
CCI88WCFB3	findORF_fgs	0:00:10.247398	FragGeneScan_Rleg
CCI88WCFB3	searchHMM	0:13:37.367351	FragGeneScan_RW1
CCI88WCFB3	searchHMM	0:28:26.190253	FragGeneScan_Rleg
CCI88WCFB3	searchHMM	0:29:06.278681	FragGeneScan_GIC31
CCI88WCFB3	searchHMM	0:29:06.466838	FragGeneScan_DJ
CCI88WCFB3	searchHMM	0:29:24.436925	FragGeneScan_RW2
CCI88WCFB3	searchHMM	0:44:05.415927	FragGeneScan_RW1
CCI88WCFB3	searchHMM	1:00:46.659597	FragGeneScan_Rleg
CCI88WCFB3	searchHMM	1:00:54.296241	FragGeneScan_GIC31
CCI88WCFB3	searchHMM	1:01:08.699159	FragGeneScan_RW2
CCI88WCFB3	searchHMM	1:02:24.865001	FragGeneScan_DJ
CCI88WCFB3	filterHMM	0:00:19.524383	FragGeneScan_RW1
CCI88WCFB3	filterHMM	0:02:33.541316	FragGeneScan_GIC31
CCI88WCFB3	filterHMM	0:02:41.176416	FragGeneScan_RW2
CCI88WCFB3	filterHMM	0:03:58.662367	FragGeneScan_DJ
CCI88WCFB3	filterHMM	0:07:44.022097	FragGeneScan_Rleg
CCI88WCFB3	parseHmmer	0:00:01.991676	step_09-parse/FragGeneScan_RW1
CCI88WCFB3	createCountTables	0:00:00.076316	step_09-parse/FragGeneScan_RW1
CCI88WCFB3	parseHmmer	0:00:14.557631	step_09-parse/FragGeneScan_GIC31
CCI88WCFB3	parseHmmer	0:00:15.011037	step_09-parse/FragGeneScan_RW2
CCI88WCFB3	createCountTables	0:00:00.493417	step_09-parse/FragGeneScan_GIC31
CCI88WCFB3	createCountTables	0:00:00.467940	step_09-parse/FragGeneScan_RW2
CCI88WCFB3	parseHmmer	0:00:20.488107	step_09-parse/FragGeneScan_DJ
CCI88WCFB3	createCountTables	0:00:00.641511	step_09-parse/FragGeneScan_DJ
CCI88WCFB3	parseHmmer	0:00:22.367309	step_09-parse/FragGeneScan_Rleg
CCI88WCFB3	createCountTables	0:00:00.639480	step_09-parse/FragGeneScan_Rleg
CCI88WCFB3	removeN	0:00:00.010112	FragGeneScan_RW1
CCI88WCFB3	removeN	0:00:00.013666	FragGeneScan_RW2
CCI88WCFB3	removeN	0:00:00.019234	FragGeneScan_DJ
CCI88WCFB3	removeN	0:00:00.024942	FragGeneScan_Rleg
CCI88WCFB3	removeN	0:00:00.008933	FragGeneScan_GIC31
CCI88WCFB3	findORF_fgs	0:00:00.000239	FragGeneScan_RW1
CCI88WCFB3	findORF_fgs	0:00:00.000133	FragGeneScan_GIC31
CCI88WCFB3	findORF_fgs	0:00:00.000132	FragGeneScan_DJ
CCI88WCFB3	findORF_fgs	0:00:00.000196	FragGeneScan_Rleg
CCI88WCFB3	findORF_fgs	0:00:00.000213	FragGeneScan_RW2
CCI88WCFB3	parseHmmer	0:00:07.667061	step_09-parse/FragGeneScan_RW1
CCI88WCFB3	createCountTables	0:00:00.000246	step_09-parse/FragGeneScan_RW1
CCI88WCFB3	parseHmmer	0:00:53.520143	step_09-parse/FragGeneScan_GIC31
CCI88WCFB3	createCountTables	0:00:00.000236	step_09-parse/FragGeneScan_GIC31
CCI88WCFB3	parseHmmer	0:00:54.708283	step_09-parse/FragGeneScan_RW2
CCI88WCFB3	createCountTables	0:00:00.000301	step_09-parse/FragGeneScan_RW2
CCI88WCFB3	parseHmmer	0:01:13.649704	step_09-parse/FragGeneScan_DJ
CCI88WCFB3	createCountTables	0:00:00.000180	step_09-parse/FragGeneScan_DJ
CCI88WCFB3	parseHmmer	0:01:19.836733	step_09-parse/FragGeneScan_Rleg
CCI88WCFB3	createCountTables	0:00:00.000185	step_09-parse/FragGeneScan_Rleg
