	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_010147_1	NC_010147	NC_010147	1	9	1385	-1	C	K06400	site-specific DNA recombinase	YP_001604091.1	YP_001604091.1 integrase [Staphylococcus phage phiMR11]	True	0.959	925.0	1.786e-303								Resolvase, N terminal domain [PF00239.24]; Recombinase [PF07508.16]					VOG00303	sp|P03014|PINE_ECOLI Serine recombinase PinE; Xr	Xr	0	False	VF
NC_010147_2	NC_010147	NC_010147	2	1443	1946	-1	E			YP_001604092.1	YP_001604092.1 hypothetical protein SPphiMR11_gp02 [Staphylococcus phage phiMR11]	False	0.852	297.0	1.836e-91													VOG06146	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_010147_3	NC_010147	NC_010147	3	1964	2425	-1	E			YP_001604093.1	YP_001604093.1 metallo-protease [Staphylococcus phage phiMR11]	False	0.974	316.0	1.321e-98													VOG01389	REFSEQ metallo-protease; Xu	Xu	0	False	F
NC_010147_4	NC_010147	NC_010147	4	2438	2752	-1	C	K07727	putative transcriptional regulator	YP_009204372.1	YP_009204372.1 repressor [Staphylococcus phage phinm4]	False	0.946	209.0	2.513e-62								Cro/C1-type HTH DNA-binding domain [PF13443.9]; Helix-turn-helix domain [PF13560.9]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]								0	False	F
NC_010147_5	NC_010147	NC_010147	5	2904	3140	1	E			YP_010083568.1	YP_010083568.1 helix-turn-helix domain-containing protein [Staphylococcus phage phiSa2wa_st1]	False	0.963	160.0	5.4580000000000014e-46																0	False	F
NC_010147_6	NC_010147	NC_010147	6	3154	3930	1	D			YP_001604096.1	YP_001604096.1 putative anti-repressor protein [Staphylococcus phage phiMR11]	True	0.933	507.0	1.7990000000000002e-162								Phage regulatory protein Rha (Phage_pRha) [PF09669.13]					VOG18638	REFSEQ anti-repressor; Xu	Xu	0	False	F
NC_010147_7	NC_010147	NC_010147	7	3956	4399	1	E			YP_010083776.1	YP_010083776.1 anti-repressor Ant [Staphylococcus phage phiSa2wa_st78]	False	0.927	287.0	1.009e-88													VOG14773	REFSEQ anti-repressor Ant; Xu	Xu	0	False	F
NC_010147_8	NC_010147	NC_010147	8	4414	4554	1	E			NP_958631.1	NP_958631.1 77ORF117 [Staphylococcus phage 77]	False	0.905	89.0	6.382e-22													VOG12804	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_010147_9	NC_010147	NC_010147	9	4547	4756	-1	E			NP_958632.1	NP_958632.1 77ORF066 [Staphylococcus phage 77]	False	0.937	138.0	2.389e-38													VOG12806	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_010147_10	NC_010147	NC_010147	10	4813	5502	1	D			YP_001604100.1	YP_001604100.1 anti-repressor [Staphylococcus phage phiMR11]	True	0.952	460.0	6.605000000000002e-147								BRO family, N-terminal domain [PF02498.20]; ORF6C domain [PF10552.12]					VOG01289	REFSEQ hypothetical protein; Xu	Xu	0	False	F
