	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_010237_1	NC_010237	NC_010237	1	29	1339	-1	C	K14059	integrase	YP_009908185.1	YP_009908185.1 integrase [Stx converting phage vB_EcoS_ST2-8624]	True	0.97	892.0	1.452e-292								Arm DNA-binding domain [PF12167.11]; Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	VF
NC_010237_2	NC_010237	NC_010237	2	1392	1676	-1	D			YP_007001421.1	YP_007001421.1 excisionase [Escherichia phage TL-2011c]	False	1.0	205.0	2.645e-61								Putative excisionase (DUF1233) [PF06806.15]					VOG02405	REFSEQ excisionase; Xu	Xu	0	False	F
NC_010237_3	NC_010237	NC_010237	3	1762	2061	-1	E			YP_009908187.1	YP_009908187.1 hypothetical protein H3H27_gp03 [Stx converting phage vB_EcoS_ST2-8624]	False	1.0	214.0	3.23e-64													VOG09553	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_010237_4	NC_010237	NC_010237	4	2133	2417	-1	E			YP_009908188.1	YP_009908188.1 ASCH domain-containing protein [Stx converting phage vB_EcoS_ST2-8624]	False	1.0	203.0	2.418e-60													VOG09552	REFSEQ ASCH domain-containing protein; Xu	Xu	0	False	F
NC_010237_5	NC_010237	NC_010237	5	2410	3033	-1	D			NP_859333.1	NP_859333.1 DUF551 domain-containing protein [Escherichia phage Stx2 II]	True	0.993	436.0	3.844e-139								Protein of unknown function (DUF551) [PF04448.15]					VOG00212	sp|P59193|YFDT_SHIFL Uncharacterized protein YfdT; Xu	Xu	0	False	F
NC_010237_6	NC_010237	NC_010237	6	3037	3324	-1	E			YP_009187327.1	YP_009187327.1 hypothetical protein (endogenous virus) [Enterobacteria phage VT2phi_272]	False	1.0	204.0	7.173e-61													VOG03190	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_010237_7	NC_010237	NC_010237	7	3326	3544	-1	D			NP_049467.1	NP_049467.1 released from the phage upon host infection [Escherichia phage 933W]	False	0.953	147.0	2.6189999999999997e-41								Protein of unknown function (DUF4014) [PF13198.9]					VOG07470	REFSEQ released from the phage upon host infection; Xu	Xu	0	False	F
NC_010237_8	NC_010237	NC_010237	8	3546	3761	-1	E			YP_009908192.1	YP_009908192.1 hypothetical protein H3H27_gp08 [Stx converting phage vB_EcoS_ST2-8624]	False	1.0	158.0	1.87e-45													VOG04714	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_010237_9	NC_010237	NC_010237	9	3763	3951	-1	E			YP_001648900.1	YP_001648900.1 hypothetical protein pMIN27_09 [Escherichia phage Min27]	False	1.0	138.0	1.675e-38													VOG02955	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_010237_10	NC_010237	NC_010237	10	3948	4103	-1	E			YP_512304.1	YP_512304.1 hypothetical protein PhiV10p49 [Escherichia phage phiV10]	False	0.718	87.0	7.658e-21																0	False	F
NC_010237_11	NC_010237	NC_010237	11	4103	4876	-1	D			NP_859174.1	NP_859174.1 ead/Ea22-like family protein [Escherichia Stx1 converting phage]	True	0.953	517.0	4.73e-166								Ead/Ea22-like protein [PF13935.9]					VOG00429	REFSEQ ead/Ea22-like family protein; Xu	Xu	0	False	F
NC_010237_12	NC_010237	NC_010237	12	4873	5094	-1	D			YP_009601892.1	YP_009601892.1 DksA-like zinc-finger protein [Escherichia phage PA28]	False	0.988	154.0	4.9e-44								Prokaryotic dksA/traR C4-type zinc finger [PF01258.20]					VOG00066	sp|P41039|YBII_ECOLI Uncharacterized protein YbiI; Xu	Xu	0	False	F
NC_010237_13	NC_010237	NC_010237	13	5193	5408	-1	E			YP_001648902.1	YP_001648902.1 cell division protein ZapA [Escherichia phage Min27]	False	0.944	143.0	4.3039999999999996e-40													VOG01477	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_010237_14	NC_010237	NC_010237	14	5485	5676	-1	D			YP_001648903.1	YP_001648903.1 DUF1382 family protein [Escherichia phage Min27]	False	0.936	126.0	2.365e-34								Protein of unknown function (DUF1382) [PF07131.14]					VOG09554	REFSEQ DUF1382 family protein; Xu	Xu	0	False	
NC_010237_15	NC_010237	NC_010237	15	5649	5831	-1	D			YP_001648904.1	YP_001648904.1 DUF1317 domain-containing protein [Escherichia phage Min27]	False	1.0	130.0	8.537000000000001e-36								Protein of unknown function (DUF1317) [PF07026.14]					VOG09556	REFSEQ DUF1317 domain-containing protein; Xu	Xu	0	False	
NC_010237_16	NC_010237	NC_010237	16	5831	6508	-1	C	K01143	Enterobacteriaceae phage exonuclease [EC:3.1.11.3]	YP_001648905.1	YP_001648905.1 exonuclease [Escherichia phage Min27]	True	0.998	477.0	9.668e-153								YqaJ-like viral recombinase domain [PF09588.13]; Viral alkaline exonuclease [PF01771.20]								0	False	
NC_010237_17	NC_010237	NC_010237	17	6505	7290	-1	D			YP_001648906.1	YP_001648906.1 RecT-like ssDNA annealing protein [Escherichia phage Min27]	True	0.976	539.0	1.228e-173								RecT family [PF03837.17]					VOG08192	sp|P03698|VBET_LAMBD Recombination protein bet; Xr	Xr	0	False	V
NC_010237_18	NC_010237	NC_010237	18	7296	7592	-1	D			YP_001648907.1	YP_001648907.1 gam-like host nuclease inhibitor [Escherichia phage Min27]	False	0.952	198.0	9.537e-59								Host-nuclease inhibitor protein Gam [PF06064.14]					VOG03812	sp|P03702|GAM_LAMBD Host-nuclease inhibitor protein gam; Xp	Xp	0	False	
NC_010237_19	NC_010237	NC_010237	19	7668	7811	-1	D			YP_001648908.1	YP_001648908.1 Kil protein for bacterial septation inhibition [Escherichia phage Min27]	False	0.967	98.0	6.224e-25	MER0124257	I75	MER0124257 - bacteriophage lambda CIII protein (Escherichia coli) [I75.001]#I75#{inhibitor unit: 1-91}~source WP_001445052~	False	0.902	91.0	3.49e-22	Bacteriophage lambda Kil protein [PF06301.14]					VOG07475	sp|P03758|VKIL_LAMBD Protein kil; Xu	Xu	0	False	P
NC_010237_20	NC_010237	NC_010237	20	7780	7944	-1	D			YP_001648909.1	YP_001648909.1 CIII anti-termination [Escherichia phage Min27]	False	1.0	124.0	9.983e-34	MER0094396	I75	MER0094396 - bacteriophage lambda CIII protein () [I75.001]#I75#{inhibitor unit: 1-54}~source AAD25422~	False	1.0	124.0	1.845e-33	Lambda Phage CIII [PF02061.19]					VOG02078	sp|P03044|RPC3_LAMBD Protease inhibitor III; Xp	Xp	0	False	P
NC_010237_21	NC_010237	NC_010237	21	8017	8385	-1	D			YP_009908278.1	YP_009908278.1 hypothetical protein H3H28_gp09 [Stx2-converting phage Stx2a_WGPS9]	False	0.983	255.0	5.321e-78								Protein of unknown function (DUF2528) [PF10800.11]					VOG09559	sp|P68657|EA10_ECOL6 Lambda prophage-derived protein ea10; Xu	Xu	0	False	
