	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_028805_1	NC_028805	NC_028805	1	454	624	1	E			YP_009199062.1	YP_009199062.1 hypothetical protein AVV11_gp001 [Brevibacillus phage Jenst]	False	1.0	124.0	1.107e-33																0	False	TF
NC_028805_2	NC_028805	NC_028805	2	1057	1341	-1	E			YP_009199064.1	YP_009199064.1 hypothetical protein AVV11_gp003 [Brevibacillus phage Jenst]	False	0.993	199.0	3.034e-59																0	False	TF
NC_028805_3	NC_028805	NC_028805	3	1469	2512	-1	D			YP_009199065.1	YP_009199065.1 replication initiation protein [Brevibacillus phage Jenst]	True	0.962	704.0	3.0859999999999998e-229								DnaA N-terminal domain [PF11638.11]; Helix-turn-helix domain [PF13730.9]								0	False	TF
NC_028805_4	NC_028805	NC_028805	4	3122	4288	1	C	K18640	plasmid segregation protein ParM	YP_009199067.1	YP_009199067.1 partition protein [Brevibacillus phage Jenst]	True	0.973	797.0	1.063e-260								StbA protein [PF06406.14]					VOG04400	sp|P11904|PARM_ECOLX Plasmid segregation protein ParM; Xh	Xh	0	False	TF
NC_028805_5	NC_028805	NC_028805	5	4288	4596	1	E			YP_009199068.1	YP_009199068.1 hypothetical protein AVV11_gp007 [Brevibacillus phage Jenst]	False	0.968	196.0	7.730000000000001e-58													VOG10861	REFSEQ hypothetical protein; Xu	Xu	0	False	TF
NC_028805_6	NC_028805	NC_028805	6	5111	5347	1	E			YP_009199069.1	YP_009199069.1 hypothetical protein AVV11_gp008 [Brevibacillus phage Jenst]	False	0.967	161.0	2.899e-46																0	False	T
NC_028805_7	NC_028805	NC_028805	7	6365	6997	-1	E			YP_009199073.1	YP_009199073.1 tail fiber protein [Brevibacillus phage Jenst]	True	0.908	400.0	1.772e-126													VOG08894	REFSEQ tail fiber protein; Xu	Xu	0	False	T
NC_028805_8	NC_028805	NC_028805	8	7750	8364	-1	E			YP_009199075.1	YP_009199075.1 hypothetical protein AVV11_gp177 [Brevibacillus phage Jenst]	True	0.843	357.0	8.295e-112																0	False	T
NC_028805_9	NC_028805	NC_028805	9	8810	9031	1	E			YP_009199076.1	YP_009199076.1 hypothetical protein AVV11_gp176 [Brevibacillus phage Jenst]	False	1.0	158.0	3.894e-45																0	False	T
NC_028805_10	NC_028805	NC_028805	10	9034	9798	1	E			YP_009199077.1	YP_009199077.1 DNA repair exonuclease [Brevibacillus phage Jenst]	True	1.0	543.0	2.748e-175													VOG02246	sp|O31948|YONJ_BACSU SPbeta prophage-derived uncharacterized protein YonJ; Xu	Xu	0	False	T
