	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_055767_1	NC_055767	NC_055767	1	158	715	1	E			YP_010098349.1	YP_010098349.1 minor tail protein [Gordonia phage KidneyBean]	True	0.958	375.0	3.177e-118						VOG00726	sp|O64201|VG05_BPMD2 Gene 5 protein; Xu	Xu	0	False	F
NC_055767_2	NC_055767	NC_055767	2	1319	1720	1	E			YP_010098350.1	YP_010098350.1 hypothetical protein KNU11_gp02 [Gordonia phage KidneyBean]	False	0.954	269.0	1.434e-82						VOG10481	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055767_3	NC_055767	NC_055767	3	1717	3441	1	E			YP_010098351.1	YP_010098351.1 hypothetical protein KNU11_gp03 [Gordonia phage KidneyBean]	True	0.937	1129.0	0.0						VOG00567	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055767_4	NC_055767	NC_055767	4	3560	4207	1	E			YP_010098352.1	YP_010098352.1 hypothetical protein KNU11_gp04 [Gordonia phage KidneyBean]	True	0.965	439.0	8.473e-140						VOG04654	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055767_5	NC_055767	NC_055767	5	4204	4581	1	E			YP_010098353.1	YP_010098353.1 hypothetical protein KNU11_gp05 [Gordonia phage KidneyBean]	False	0.987	263.0	1.524e-80						VOG32243	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055767_6	NC_055767	NC_055767	6	4578	4928	1	E			YP_010098354.1	YP_010098354.1 hypothetical protein KNU11_gp06 [Gordonia phage KidneyBean]	False	0.992	245.0	1.069e-74						VOG01356	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055767_7	NC_055767	NC_055767	7	4925	5320	1	E			YP_010098355.1	YP_010098355.1 hypothetical protein KNU11_gp07 [Gordonia phage KidneyBean]	False	1.0	281.0	9.999999999999999e-87						VOG19108	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_055767_8	NC_055767	NC_055767	8	5313	5531	1	E			YP_010098356.1	YP_010098356.1 hypothetical protein KNU11_gp08 [Gordonia phage KidneyBean]	False	0.923	141.0	1.606e-39						VOG19109	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_055767_9	NC_055767	NC_055767	9	5770	6429	1	E			YP_010098358.1	YP_010098358.1 hypothetical protein KNU11_gp10 [Gordonia phage KidneyBean]	True	1.0	467.0	1.408e-149						VOG04547	sp|Q38488|GP12_BPMU Uncharacterized protein gp12; Xh	Xh	0	False	
NC_055767_10	NC_055767	NC_055767	10	6426	6806	1	E			YP_010098359.1	YP_010098359.1 hypothetical protein KNU11_gp11 [Gordonia phage KidneyBean]	False	0.963	258.0	9.709e-79						VOG10483	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_055767_11	NC_055767	NC_055767	11	6812	7087	1	E			YP_010098360.1	YP_010098360.1 hypothetical protein KNU11_gp12 [Gordonia phage KidneyBean]	False	1.0	205.0	2.279e-61						VOG19110	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_055767_12	NC_055767	NC_055767	12	7137	7610	1	E			YP_010098270.1	YP_010098270.1 membrane protein [Gordonia phage Foxboro]	False	0.975	325.0	2.117e-101						VOG10451	REFSEQ membrane protein; Xu	Xu	0	False	
NC_055767_13	NC_055767	NC_055767	13	7636	7935	1	E			YP_010098362.1	YP_010098362.1 hypothetical protein KNU11_gp14 [Gordonia phage KidneyBean]	False	1.0	216.0	9.121e-65						VOG10454	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_055767_14	NC_055767	NC_055767	14	7944	8327	1	E			YP_010098363.1	YP_010098363.1 hypothetical protein KNU11_gp15 [Gordonia phage KidneyBean]	False	0.909	243.0	8.838e-74						VOG10453	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_055767_15	NC_055767	NC_055767	15	8320	8589	1	E			YP_010098273.1	YP_010098273.1 hypothetical protein KNU10_gp17 [Gordonia phage Foxboro]	False	0.925	175.0	1.065e-50						VOG10455	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_055767_16	NC_055767	NC_055767	16	8851	9150	1	E			YP_010098906.1	YP_010098906.1 hypothetical protein KNU15_gp18 [Gordonia phage Emianna]	False	0.918	192.0	1.149e-56						VOG10458	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_055767_17	NC_055767	NC_055767	17	9171	9872	1	E			YP_010098276.1	YP_010098276.1 lysin B [Gordonia phage Foxboro]	True	0.989	489.0	8.028e-157						VOG00985	sp|O64205|LYSB_BPMD2 Endolysin B; XhXp	Xh;Xp	0	False	
NC_055767_18	NC_055767	NC_055767	18	9969	10232	1	E			YP_010098368.1	YP_010098368.1 hypothetical protein KNU11_gp20 [Gordonia phage KidneyBean]	False	0.986	183.0	9.169999999999999e-54									0	False	
NC_055767_19	NC_055767	NC_055767	19	10310	12265	1	E			YP_010098909.1	YP_010098909.1 minor tail protein [Gordonia phage Emianna]	True	0.969	1330.0	0.0						VOG02072	sp|P11220|CHIT_STRPL Chitinase 63; Xh	Xh	0	False	
NC_055767_20	NC_055767	NC_055767	20	12283	12468	1	E			YP_010098910.1	YP_010098910.1 hypothetical protein KNU15_gp22 [Gordonia phage Emianna]	False	0.9	117.0	3.13e-31						VOG19101	REFSEQ hypothetical protein; Xu	Xu	0	False	
