locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MZ334497.1_3_305_-												Hypothetical
MZ334497.1_363_914_-					phrog_19274	VOG23910	VOG:VOG23910	183	1.3e-114	372.9		REFSEQ HalOD1 domain-containing protein
MZ334497.1_1323_2099_+					phrog_9231	VOG05559	PHROG:phrog_9231	258	6.3e-115	375.5		terminase small subunit
MZ334497.1_2354_2548_+					phrog_19453	VOG23913	VOG:VOG23913	64	3.2e-50	160.7		REFSEQ hypothetical protein
MZ334497.1_2586_2792_+					phrog_19186	VOG23914	VOG:VOG23914	68	4.8e-50	160.1		REFSEQ hypothetical protein
MZ334497.1_2884_4575_+		K21523	COG4373		phrog_9	VOG07294	COG:COG4373	563	8.8e-43	138.0		; 
MZ334497.1_4590_6029_+					phrog_9232	VOG00562	PHROG:phrog_9232	479	1.6e-218	718.9		portal protein
MZ334497.1_6316_7080_+					phrog_15680	VOG14382	PHROG:phrog_15680	254	1.7e-156	511.8		head maturation protease
MZ334497.1_7087_7512_+												Hypothetical
MZ334497.1_7535_8050_+												Hypothetical
MZ334497.1_8091_9047_+					phrog_3990	VOG01973	PHROG:phrog_3990	318	9.3e-93	303.4		major head protein
MZ334497.1_9093_9536_+												Hypothetical
MZ334497.1_9740_9874_+												Hypothetical
MZ334497.1_9877_12993_+												Hypothetical
MZ334497.1_12995_13216_+												Hypothetical
MZ334497.1_13253_13762_+					phrog_12281	VOG04913	PHROG:phrog_12281	169	7.4e-86	278.6		tail tube protein
MZ334497.1_13771_15063_+			COG4386		phrog_10244	VOG01001	PHROG:phrog_10244	430	8.8e-202	663.3		tail sheath
MZ334497.1_15092_15637_+					phrog_12452	VOG14384	PHROG:phrog_12452	181	1.1e-92	300.8		tail tube protein
MZ334497.1_15691_16161_+					phrog_14268	VOG04953	PHROG:phrog_14268	156	3.9e-85	276.0		tail assembly chaperone
MZ334497.1_16259_16471_+					phrog_12163	VOG04953	PHROG:phrog_12163	70	1.3e-34	111.6		tail assembly chaperone
MZ334497.1_16474_18291_+			COG5283		phrog_14901	VOG14385	PHROG:phrog_14901	605	0	1103.7		tail length tape measure protein
MZ334497.1_18292_18855_+					phrog_14280	VOG14386	VOG:VOG14386	187	2e-94	307.2		REFSEQ hypothetical protein
MZ334497.1_18852_20285_+					phrog_12403	VOG14388	VOG:VOG14388	477	4.7e-226	743.4		REFSEQ hypothetical protein
MZ334497.1_20288_20725_+												Hypothetical
MZ334497.1_20722_21087_+												Hypothetical
MZ334497.1_21151_21477_+												Hypothetical
MZ334497.1_21474_22709_+			COG3299		phrog_6	VOG00735	VOG:VOG00735	411	6.6e-112	367.5		REFSEQ baseplate wedge subunit
MZ334497.1_22714_23367_+					phrog_1160	VOG00207	PHROG:phrog_1160	217	3.7e-56	182.9		baseplate protein
MZ334497.1_23368_24774_+												Hypothetical
MZ334497.1_24792_25994_+					phrog_13336	VOG14392	VOG:VOG14392	400	3.4e-177	581.8		REFSEQ hypothetical protein
MZ334497.1_25996_26367_+					phrog_18438	VOG14394	VOG:VOG14394	123	4.4e-60	193.6		REFSEQ hypothetical protein
MZ334497.1_26389_26880_+												Hypothetical
MZ334497.1_26888_27769_-					phrog_7084	VOG14391	VOG:VOG14391	293	6.1e-149	487.0		REFSEQ hypothetical protein
MZ334497.1_28203_30623_+	K00525	K00525	COG0209		phrog_84	VOG00122	FOAM:K00525	806	2.6e-212	699.3	1.17.4.1	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
MZ334497.1_30690_33617_-		K07317	COG0286		phrog_16674	VOG35565	VOG:VOG35565	975	0	2336.4		REFSEQ type IIG restriction modification enzyme
MZ334497.1_33702_33890_-												Hypothetical
MZ334497.1_34346_35542_+		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	398	1.2e-31	100.1		XerD; 
MZ334497.1_35543_36010_-												Hypothetical
MZ334497.1_36281_37645_-		K14415	COG1690		phrog_1075	VOG00184, VOG00184	PHROG:phrog_1075	454	1.1e-125	412.7		tRNA splicing ligase
MZ334497.1_37893_38105_-					phrog_23532	VOG23920	VOG:VOG23920	50	1.3e-31	101.6		REFSEQ hypothetical protein
MZ334497.1_38102_38359_-												Hypothetical
MZ334497.1_38492_38752_-					phrog_25465	VOG23921	VOG:VOG23921	55	1.5e-31	101.1		REFSEQ hypothetical protein
MZ334497.1_38749_39177_-												Hypothetical
MZ334497.1_39164_39721_-	K01494	K01494	COG0717		phrog_1663	VOG00082	COG:COG0717	152	7.5e-54	176.0		Dcd; Thymidylate biosynthesis
MZ334497.1_39718_40422_-	K03465	K03465	COG1351		phrog_85	VOG03899	VOG:VOG03899	234	4.6e-68	223.3		sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
MZ334497.1_40676_43240_-	K02319	K02319	COG0417		phrog_262	VOG00345	PHROG:phrog_262	854	2.2e-176	580.8		DNA polymerase
MZ334497.1_43358_43831_-												Hypothetical
MZ334497.1_44013_44927_-												Hypothetical
MZ334497.1_44941_45114_-												Hypothetical
MZ334497.1_45223_45423_-												Hypothetical
MZ334497.1_45424_45603_-					phrog_26025	VOG24269	VOG:VOG24269	59	9.2e-44	139.6		REFSEQ hypothetical protein
MZ334497.1_45731_46747_-		K07465	COG2887		phrog_69	VOG04544, VOG04544	VOG:VOG04544	338	4.9e-100	245.8		REFSEQ exonuclease
MZ334497.1_47047_47211_-					phrog_19510	VOG23927	VOG:VOG23927	54	6.2e-39	124.7		REFSEQ hypothetical protein
MZ334497.1_47473_47856_-												Hypothetical
MZ334497.1_47878_48228_-												Hypothetical
MZ334497.1_48230_48655_-												Hypothetical
MZ334497.1_48744_49925_-					phrog_284	VOG02246	PHROG:phrog_284	330	4.8e-78	255.2		exonuclease
MZ334497.1_49922_51157_-												Hypothetical
MZ334497.1_51283_52767_-												Hypothetical
MZ334497.1_52845_53096_-					phrog_13442	VOG14400	VOG:VOG14400	83	1.6e-51	165.2		REFSEQ hypothetical protein
MZ334497.1_53147_54244_-												Hypothetical
MZ334497.1_54601_54813_-												Hypothetical
MZ334497.1_54942_55352_-												Hypothetical
MZ334497.1_55535_55669_-					phrog_27041	VOG23933	VOG:VOG23933	44	6.4e-35	111.6		REFSEQ hypothetical protein
MZ334497.1_55671_56543_-		K17081	COG0330		phrog_200	VOG01466	VOG:VOG01466	290	4e-69	226.1		sp|Q5UP73|YR614_MIMIV Putative band 7 family protein R614
MZ334497.1_57011_57373_-												Hypothetical
MZ334497.1_57409_57894_-					phrog_12980	VOG01567	PHROG:phrog_12980	161	2.8e-83	270.1		HNH endonuclease
MZ334497.1_58185_58664_+												Hypothetical
MZ334497.1_58661_59125_+			COG1948		phrog_3490	VOG01108	VOG:VOG01108	154	2.7e-52	170.4		sp|P0CAF6|VF364_ASFK5 ERCC4 domain-containing protein EP364R
MZ334497.1_59443_59625_-					phrog_33640	VOG23934	VOG:VOG23934	52	1e-31	101.5		REFSEQ hypothetical protein
MZ334497.1_59618_59956_-					phrog_21490	VOG23935	VOG:VOG23935	112	5.2e-71	228.4		REFSEQ hypothetical protein
MZ334497.1_60249_60701_-												Hypothetical
MZ334497.1_60698_60970_-					phrog_13954	VOG14456	VOG:VOG14456	76	1.5e-44	143.0		REFSEQ hypothetical protein
MZ334497.1_60970_61401_-												Hypothetical
MZ334497.1_61404_61829_-					phrog_7545	VOG01272	PHROG:phrog_7545	141	2.3e-14	46.1		HNH endonuclease
MZ334497.1_61976_62242_-												Hypothetical
MZ334497.1_62243_62641_-					phrog_15266	VOG04983	VOG:VOG04983	132	3.2e-76	246.1		REFSEQ hypothetical protein
MZ334497.1_62691_63041_-												Hypothetical
MZ334497.1_62977_63198_+												Hypothetical
MZ334497.1_63347_63625_-						VOG23943	VOG:VOG23943	92	1.1e-54	175.5		REFSEQ hypothetical protein
MZ334497.1_63649_65454_-		K03722	COG1199		phrog_2488	VOG04419	PHROG:phrog_2488	601	2.5e-160	527.3		DNA helicase
MZ334497.1_65532_65684_-						VOG23942	VOG:VOG23942	50	2.1e-39	125.8		REFSEQ hypothetical protein
MZ334497.1_65866_66195_-					phrog_20310	VOG23944	VOG:VOG23944	109	1.9e-69	223.4		REFSEQ hypothetical protein
MZ334497.1_66203_66856_-												Hypothetical
MZ334497.1_66864_67313_-						VOG35484	VOG:VOG35484	149	9.8e-106	342.9		REFSEQ hypothetical protein
MZ334497.1_67564_68415_-												Hypothetical
MZ334497.1_68477_68623_+												Hypothetical
MZ334497.1_68638_68793_+												Hypothetical
MZ334497.1_69069_69269_-					phrog_21659	VOG23950	VOG:VOG23950	66	2.6e-44	142.0		REFSEQ hypothetical protein
MZ334497.1_69335_69700_-					phrog_20685	VOG23953	VOG:VOG23953	121	2.2e-85	275.0		REFSEQ hypothetical protein
MZ334497.1_69719_70387_-												Hypothetical
MZ334497.1_70506_70754_-					phrog_15403	VOG14408	VOG:VOG14408	82	1.7e-51	164.7		REFSEQ hypothetical protein
MZ334497.1_70864_71139_-					phrog_21594	VOG23954	VOG:VOG23954	91	2.9e-55	177.0		REFSEQ hypothetical protein
MZ334497.1_71276_71497_-												Hypothetical
MZ334497.1_71510_71650_-												Hypothetical
MZ334497.1_71653_71943_-												Hypothetical
MZ334497.1_72044_72403_-												Hypothetical
MZ334497.1_72726_73076_-												Hypothetical
MZ334497.1_73082_73411_-												Hypothetical
MZ334497.1_73514_74413_-												Hypothetical
MZ334497.1_75806_76360_-												Hypothetical
