	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000559.1_1	QGNH01000559.1	QGNH01000559.1	1	3	530	1	E			YP_009126658.1	YP_009126658.1 putative collagen-like protein [Edwardsiella phage GF-2]	False	0.37	66.0	2.048e-11												0	False	F
QGNH01000559.1_2	QGNH01000559.1	QGNH01000559.1	2	549	809	1	E																				0	False	F
QGNH01000559.1_3	QGNH01000559.1	QGNH01000559.1	3	806	1051	1	E																				0	False	F
QGNH01000559.1_4	QGNH01000559.1	QGNH01000559.1	4	1048	1257	1	E																				0	False	F
QGNH01000559.1_5	QGNH01000559.1	QGNH01000559.1	5	1476	2171	1	D			YP_010656155.1	YP_010656155.1 exonuclease [Arthrobacter phage Isolde]	False	0.475	196.0	1.752e-55								YqaJ-like viral recombinase domain [PF09588.13]; Viral alkaline exonuclease [PF01771.20]				0	False	F
QGNH01000559.1_6	QGNH01000559.1	QGNH01000559.1	6	2189	2890	1	E			YP_010656259.1	YP_010656259.1 hypothetical protein PP639_gp073 [Arthrobacter phage Seahorse]	False	0.582	146.0	3.662e-38									VOG10488	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000559.1_7	QGNH01000559.1	QGNH01000559.1	7	2907	3083	1	E																				1	False	F
QGNH01000559.1_8	QGNH01000559.1	QGNH01000559.1	8	3080	3220	1	E																				0	False	F
QGNH01000559.1_9	QGNH01000559.1	QGNH01000559.1	9	3210	3626	1	D			YP_009174635.1	YP_009174635.1 DNA methyltransferase [Yellowstone lake phycodnavirus 2]	False	0.51	124.0	2.807e-32								DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]				0	False	F
QGNH01000559.1_10	QGNH01000559.1	QGNH01000559.1	10	3628	3867	1	E																				1	False	F
QGNH01000559.1_11	QGNH01000559.1	QGNH01000559.1	11	3878	4246	1	D			YP_002117716.1	YP_002117716.1 YopX family protein [Lactobacillus phage Lrm1]	False	0.322	68.0	7.69e-13								YopX protein [PF09643.13]	VOG04684	sp|O34401|YOPX_BACSU SPbeta prophage-derived uncharacterized protein YopX; Xu	Xu	0	False	F
QGNH01000559.1_12	QGNH01000559.1	QGNH01000559.1	12	4278	4523	1	E																				0	False	F
QGNH01000559.1_13	QGNH01000559.1	QGNH01000559.1	13	4520	4912	1	E																				0	False	F
QGNH01000559.1_14	QGNH01000559.1	QGNH01000559.1	14	4909	5367	1	E																				0	False	F
QGNH01000559.1_15	QGNH01000559.1	QGNH01000559.1	15	5395	5694	1	E																				0	False	
QGNH01000559.1_16	QGNH01000559.1	QGNH01000559.1	16	5691	6173	1	E																				0	False	
QGNH01000559.1_17	QGNH01000559.1	QGNH01000559.1	17	6205	6816	-1	E			YP_009814843.1	YP_009814843.1 HNH endonuclease [Enterococcus phage EfV12-phi1]	False	0.43	153.0	7.901e-41									VOG00117	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01000559.1_18	QGNH01000559.1	QGNH01000559.1	18	6943	7119	-1	E																				0	False	
QGNH01000559.1_19	QGNH01000559.1	QGNH01000559.1	19	7119	7535	-1	E																				0	False	
QGNH01000559.1_20	QGNH01000559.1	QGNH01000559.1	20	7486	7842	-1	E																				0	False	
QGNH01000559.1_21	QGNH01000559.1	QGNH01000559.1	21	7935	8363	-1	C	K17733	peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]	YP_009223760.1	YP_009223760.1 endolysin [Geobacillus virus E3]	False	0.425	87.0	3.306e-19	MER0222570	M15C	MER0222570 - Ply500 L-Ala-D-Glu peptidase (Clostridium cellulovorans) [M15.021]#M15C#{peptidase unit: 205-323}~source YP_003845253~	False	0.491	88.0	2.379e-19	D-alanyl-D-alanine carboxypeptidase [PF13539.9]; D-alanyl-D-alanine carboxypeptidase [PF02557.20]				0	False	P
QGNH01000559.1_22	QGNH01000559.1	QGNH01000559.1	22	8472	8837	-1	E																				0	False	
QGNH01000559.1_23	QGNH01000559.1	QGNH01000559.1	23	8857	9099	-1	E																				0	False	
QGNH01000559.1_24	QGNH01000559.1	QGNH01000559.1	24	9140	9370	-1	E																				0	False	
QGNH01000559.1_25	QGNH01000559.1	QGNH01000559.1	25	9496	13254	-1	E																				0	False	
QGNH01000559.1_26	QGNH01000559.1	QGNH01000559.1	26	13267	14991	-1	E			YP_001294644.1	YP_001294644.1 hypothetical protein ORF051 [Pseudomonas phage PA11]	False	0.243	126.0	2.5730000000000003e-28									VOG19983	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000559.1_27	QGNH01000559.1	QGNH01000559.1	27	15121	15243	-1	E																				0	False	
QGNH01000559.1_28	QGNH01000559.1	QGNH01000559.1	28	15224	19735	-1	E																				0	False	
QGNH01000559.1_29	QGNH01000559.1	QGNH01000559.1	29	19732	21540	-1	E																	VOG03970	REFSEQ endolysin; Xu	Xu	0	False	
QGNH01000559.1_30	QGNH01000559.1	QGNH01000559.1	30	21542	22015	-1	E			YP_005097991.1	YP_005097991.1 internal virion protein [Salmonella phage SPN1S]	False	0.293	65.0	1.656e-11									VOG01668	REFSEQ internal virion protein; Xu	Xu	0	False	
QGNH01000559.1_31	QGNH01000559.1	QGNH01000559.1	31	22015	22398	-1	E																				0	False	
QGNH01000559.1_32	QGNH01000559.1	QGNH01000559.1	32	22382	23743	-1	E																				0	False	
QGNH01000559.1_33	QGNH01000559.1	QGNH01000559.1	33	23743	24201	-1	D			YP_512270.1	YP_512270.1 internal virion protein [Escherichia phage phiV10]	False	0.426	114.0	2.497e-28								Bacteriophage T7, probable scaffold protein Gp13 [PF11090.11]	VOG01323	sp|P03723|GP13_BPT7 Probable scaffold protein gp13; Xu	Xu	0	False	
QGNH01000559.1_34	QGNH01000559.1	QGNH01000559.1	34	24198	26846	-1	E			YP_009287745.1	YP_009287745.1 tail protein [Enterobacter phage Tyrion]	True	0.376	551.0	4.449e-167									VOG02059	sp|P03747|TUBE2_BPT7 Tail tubular protein gp12; XpXrXs	Xr;Xp;Xs	0	False	V
QGNH01000559.1_35	QGNH01000559.1	QGNH01000559.1	35	26847	27518	-1	E			YP_005097988.1	YP_005097988.1 tail protein [Salmonella phage SPN1S]	False	0.341	122.0	6.543e-30												0	False	
QGNH01000559.1_36	QGNH01000559.1	QGNH01000559.1	36	27515	27775	-1	E																				0	False	
QGNH01000559.1_37	QGNH01000559.1	QGNH01000559.1	37	27841	28329	-1	E																				0	False	
QGNH01000559.1_38	QGNH01000559.1	QGNH01000559.1	38	28358	29410	-1	E			YP_009007074.1	YP_009007074.1 major head protein [Pseudomonas phage vB_PaeP_Tr60_Ab31]	False	0.46	284.0	1.111e-83									VOG02257	REFSEQ major head protein; Xu	Xu	0	False	
QGNH01000559.1_39	QGNH01000559.1	QGNH01000559.1	39	29438	29809	-1	E																				0	False	
QGNH01000559.1_40	QGNH01000559.1	QGNH01000559.1	40	29832	30620	-1	E			NP_848214.2	NP_848214.2 protease [Salmonella phage epsilon15]	False	0.451	142.0	3.0670000000000004e-36									VOG10710	REFSEQ protease; Xu	Xu	0	False	
QGNH01000559.1_41	QGNH01000559.1	QGNH01000559.1	41	30598	30927	-1	E																	VOG01457	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000559.1_42	QGNH01000559.1	QGNH01000559.1	42	30924	32627	-1	D			YP_007001977.1	YP_007001977.1 head-tail adaptor [Escherichia phage TL-2011b]	True	0.467	468.0	1.609e-143								Bacteriophage head to tail connecting protein [PF12236.11]	VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xr;Xp;Xs	0	False	V
QGNH01000559.1_43	QGNH01000559.1	QGNH01000559.1	43	33200	33466	-1	E																				0	False	
QGNH01000559.1_44	QGNH01000559.1	QGNH01000559.1	44	33486	36005	-1	D			YP_007001973.1	YP_007001973.1 putative phage terminase, large subunit [Escherichia phage TL-2011b]	True	0.534	411.0	3.125e-120	MER0276882	N09	MER0276882 - family N9 unassigned peptide lyases (Acidithiobacillus caldus) [N09.UPW]#N09#{peptidase unit: 472-814}~source YP_004748529~	False	0.251	115.0	2.846e-24	Hom_end-associated Hint [PF05203.19]; Homing endonuclease [PF05204.17]	VOG04421	REFSEQ DarB-like antirestriction; Xu	Xu	0	False	P
QGNH01000559.1_45	QGNH01000559.1	QGNH01000559.1	45	36604	37104	-1	E			YP_009153075.1	YP_009153075.1 terminase small subunit [Enterobacteria phage Sf101]	False	0.394	77.0	2.645e-15												0	False	
QGNH01000559.1_46	QGNH01000559.1	QGNH01000559.1	46	37245	37433	-1	E																				0	False	
QGNH01000559.1_47	QGNH01000559.1	QGNH01000559.1	47	37458	37802	-1	D																Protein of unknown function (DUF1376) [PF07120.14]				0	False	
QGNH01000559.1_48	QGNH01000559.1	QGNH01000559.1	48	38023	38199	1	E																				0	False	
QGNH01000559.1_49	QGNH01000559.1	QGNH01000559.1	49	38268	38456	1	E																				0	False	
QGNH01000559.1_50	QGNH01000559.1	QGNH01000559.1	50	38488	38667	1	E																				0	False	
QGNH01000559.1_51	QGNH01000559.1	QGNH01000559.1	51	38902	39165	1	E																				0	False	
QGNH01000559.1_52	QGNH01000559.1	QGNH01000559.1	52	39162	39317	1	E																				0	False	
QGNH01000559.1_53	QGNH01000559.1	QGNH01000559.1	53	39320	39535	1	E																				0	False	
QGNH01000559.1_54	QGNH01000559.1	QGNH01000559.1	54	39568	39843	1	E																				0	False	
QGNH01000559.1_55	QGNH01000559.1	QGNH01000559.1	55	39856	40059	1	E																				0	False	
QGNH01000559.1_56	QGNH01000559.1	QGNH01000559.1	56	40080	40223	1	E																				0	False	
QGNH01000559.1_57	QGNH01000559.1	QGNH01000559.1	57	40225	40383	1	E																				0	False	
QGNH01000559.1_58	QGNH01000559.1	QGNH01000559.1	58	40443	40625	-1	E																				0	False	
QGNH01000559.1_59	QGNH01000559.1	QGNH01000559.1	59	40622	40933	-1	E																				0	False	F
QGNH01000559.1_60	QGNH01000559.1	QGNH01000559.1	60	40949	41488	-1	E																				0	False	F
QGNH01000559.1_61	QGNH01000559.1	QGNH01000559.1	61	41696	41872	-1	E																				0	False	F
QGNH01000559.1_62	QGNH01000559.1	QGNH01000559.1	62	41923	42204	-1	E																				0	False	F
QGNH01000559.1_63	QGNH01000559.1	QGNH01000559.1	63	42191	42316	-1	E																				0	False	F
QGNH01000559.1_64	QGNH01000559.1	QGNH01000559.1	64	42576	42962	-1	E			YP_009037222.1	YP_009037222.1 hypothetical protein GJ22_gp120 [Nitrincola phage 1M3-16]	False	0.61	61.0	1.46e-10												0	False	F
QGNH01000559.1_65	QGNH01000559.1	QGNH01000559.1	65	43175	43492	-1	E																				0	False	F
QGNH01000559.1_66	QGNH01000559.1	QGNH01000559.1	66	43446	44117	-1	E																				0	False	F
QGNH01000559.1_67	QGNH01000559.1	QGNH01000559.1	67	44437	44637	1	D																Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]; Helix-turn-helix domain [PF13560.9]				0	False	F
QGNH01000559.1_68	QGNH01000559.1	QGNH01000559.1	68	44640	44882	1	E																				0	False	F
QGNH01000559.1_69	QGNH01000559.1	QGNH01000559.1	69	44882	45097	1	E																				0	False	F
QGNH01000559.1_70	QGNH01000559.1	QGNH01000559.1	70	45094	45189	1	E																				0	False	F
QGNH01000559.1_71	QGNH01000559.1	QGNH01000559.1	71	45207	45647	1	E			YP_009275647.1	YP_009275647.1 hypothetical protein BH749_gp13 [Pseudomonas phage phi2]	False	0.601	128.0	3.164e-33												0	False	F
