	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001027.1_1	QGNH01001027.1	QGNH01001027.1	1	81	281	1	E											0	False	F
QGNH01001027.1_2	QGNH01001027.1	QGNH01001027.1	2	380	556	1	E											0	False	F
QGNH01001027.1_3	QGNH01001027.1	QGNH01001027.1	3	593	1030	1	E											0	False	F
QGNH01001027.1_4	QGNH01001027.1	QGNH01001027.1	4	1027	1674	1	D	YP_002922725.1	YP_002922725.1 structural protein [Burkholderia phage BcepIL02]	False	0.338	99.0	2.507e-22	Family of unknown function (DUF6682) [PF20387.1]				0	False	F
QGNH01001027.1_5	QGNH01001027.1	QGNH01001027.1	5	1671	2333	1	E								VOG04793	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01001027.1_6	QGNH01001027.1	QGNH01001027.1	6	2330	2968	1	E											0	False	F
QGNH01001027.1_7	QGNH01001027.1	QGNH01001027.1	7	2965	3945	1	D							BNR repeat-like domain [PF13088.9]; Photosynthesis system II assembly factor YCF48 [PF14870.9]				0	False	F
QGNH01001027.1_8	QGNH01001027.1	QGNH01001027.1	8	3945	6356	1	E	YP_010665162.1	YP_010665162.1 virion-associated component [Ochrobactrum phage POI1126]	False	0.351	168.0	5.616e-41		VOG04218	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001027.1_9	QGNH01001027.1	QGNH01001027.1	9	6360	8372	1	E	YP_010059759.1	YP_010059759.1 head decoration [Mycobacterium phage Phrappuccino]	False	0.393	89.0	9.057e-17					0	False	F
QGNH01001027.1_10	QGNH01001027.1	QGNH01001027.1	10	8372	8548	1	E											0	False	F
QGNH01001027.1_11	QGNH01001027.1	QGNH01001027.1	11	8550	9512	1	E	YP_010719891.1	YP_010719891.1 putative tail assembly protein [Sphingomonas phage vB_StuS_MMDA13]	False	0.333	160.0	9.056e-42		VOG04103	REFSEQ tail assembly protein; Xu	Xu	0	False	F
QGNH01001027.1_12	QGNH01001027.1	QGNH01001027.1	12	9509	9889	1	E											0	False	F
QGNH01001027.1_13	QGNH01001027.1	QGNH01001027.1	13	9892	10317	1	E											0	False	F
QGNH01001027.1_14	QGNH01001027.1	QGNH01001027.1	14	10289	10939	1	E											0	False	F
QGNH01001027.1_15	QGNH01001027.1	QGNH01001027.1	15	10936	11388	1	E											0	False	F
