	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001427.1_1	QGNH01001427.1	QGNH01001427.1	1	1	1230	1	D	YP_009201797.1	YP_009201797.1 terminase large subunit [Lactobacillus phage CL2]	False	0.398	62.0	6.138e-09	MER0190075	N10	MER0190075 - family N10 unassigned peptide lyases (Leuconostoc pseudomesenteroides) [N10.UPW]#N10#{peptidase unit: 397-487}~source ZP_10758338~	False	61.0	2.641e-08	0.396	Intein splicing domain [PF14890.9]				0	False	F
QGNH01001427.1_2	QGNH01001427.1	QGNH01001427.1	2	1353	1538	1	E																		0	False	F
QGNH01001427.1_3	QGNH01001427.1	QGNH01001427.1	3	1541	4195	1	E	NP_203459.1	NP_203459.1 portal protein [Myxococcus phage Mx8]	False	0.349	265.0	2.7500000000000007e-71									VOG11298	REFSEQ portal protein; Xu	Xu	0	False	F
QGNH01001427.1_4	QGNH01001427.1	QGNH01001427.1	4	4281	5033	1	E																		0	False	F
QGNH01001427.1_5	QGNH01001427.1	QGNH01001427.1	5	5524	5826	1	E																		0	False	
QGNH01001427.1_6	QGNH01001427.1	QGNH01001427.1	6	5827	6090	1	E																		0	False	
QGNH01001427.1_7	QGNH01001427.1	QGNH01001427.1	7	6137	8938	1	E																		0	False	
QGNH01001427.1_8	QGNH01001427.1	QGNH01001427.1	8	9294	10541	1	E																		0	False	
QGNH01001427.1_9	QGNH01001427.1	QGNH01001427.1	9	10538	10828	-1	E																		0	False	
QGNH01001427.1_10	QGNH01001427.1	QGNH01001427.1	10	10937	11869	1	E	NP_203462.1	NP_203462.1 major head protein [Myxococcus phage Mx8]	False	0.427	234.0	4.433e-67									VOG11300	REFSEQ major head protein; Xu	Xu	0	False	
QGNH01001427.1_11	QGNH01001427.1	QGNH01001427.1	11	11894	12454	1	E																		0	False	
QGNH01001427.1_12	QGNH01001427.1	QGNH01001427.1	12	12454	12936	1	E																		0	False	
QGNH01001427.1_13	QGNH01001427.1	QGNH01001427.1	13	12875	13357	1	E																		0	False	
QGNH01001427.1_14	QGNH01001427.1	QGNH01001427.1	14	13354	14202	1	E																		0	False	
QGNH01001427.1_15	QGNH01001427.1	QGNH01001427.1	15	14281	14679	1	E																		0	False	
QGNH01001427.1_16	QGNH01001427.1	QGNH01001427.1	16	14701	15711	1	E	NP_203465.1	NP_203465.1 tail protein [Myxococcus phage Mx8]	False	0.293	72.0	2.19e-12												0	False	
QGNH01001427.1_17	QGNH01001427.1	QGNH01001427.1	17	15769	16464	1	D														HNH endonuclease [PF13392.9]				0	False	
QGNH01001427.1_18	QGNH01001427.1	QGNH01001427.1	18	16465	18111	1	E	YP_009146196.1	YP_009146196.1 amidase [Sulfitobacter phage NYA-2014a]	False	0.303	220.0	2.473e-59									VOG01266	REFSEQ amidase; Xu	Xu	0	False	
QGNH01001427.1_19	QGNH01001427.1	QGNH01001427.1	19	18108	18581	1	E																		0	False	
QGNH01001427.1_20	QGNH01001427.1	QGNH01001427.1	20	18578	19435	1	E	YP_007002089.1	YP_007002089.1 virion structural protein [Brucella phage Pr]	False	0.215	65.0	3.1e-10												0	False	
QGNH01001427.1_21	QGNH01001427.1	QGNH01001427.1	21	19432	19911	1	E																		0	False	
QGNH01001427.1_22	QGNH01001427.1	QGNH01001427.1	22	19901	20230	1	E																		0	False	
QGNH01001427.1_23	QGNH01001427.1	QGNH01001427.1	23	20234	23203	1	E	NP_848223.1	NP_848223.1 head protein [Salmonella phage epsilon15]	False	0.511	111.0	4.387e-23												0	False	F
QGNH01001427.1_24	QGNH01001427.1	QGNH01001427.1	24	23200	24981	1	E																		0	False	F
QGNH01001427.1_25	QGNH01001427.1	QGNH01001427.1	25	24987	25904	1	D	YP_010038082.1	YP_010038082.1 tail protein [Pseudomonas phage Persinger]	False	0.355	118.0	1.588e-27								Phage Tail Collar Domain [PF07484.15]				0	False	F
QGNH01001427.1_26	QGNH01001427.1	QGNH01001427.1	26	25908	26888	1	E																		0	False	F
